Sample	Method	NoiseLevel	Average_AE	Total_AE
TSP27_random_rep2_seed13_30_600.h5ad	QP	100	1.15069775	92.05582
TSP27_random_rep3_seed13_30_600.h5ad	QP	100	2.2183040000000003	177.46432000000001
TSP27_random_rep4_seed13_30_600.h5ad	QP	100	1.137144125	90.97153
TSP27_random_rep5_seed13_30_600.h5ad	QP	100	1.8898296250000002	151.18637
TSP27_random_rep1_seed5_30_600.h5ad	QP	100	1.5755926249999999	126.04740999999999
TSP27_random_rep2_seed5_30_600.h5ad	QP	100	1.414828875	113.18631
TSP27_random_rep3_seed5_30_600.h5ad	QP	100	1.305751875	104.46015
TSP27_random_rep4_seed5_30_600.h5ad	QP	100	1.2963190000000002	103.70552000000002
TSP27_random_rep5_seed5_30_600.h5ad	QP	100	0.9818926250000007	78.55141000000006
TSP25_random_rep1_seed11_30_600.h5ad	QP	100	1.5618156250000004	124.94525000000003
TSP25_random_rep2_seed11_30_600.h5ad	QP	100	1.9961963750000002	159.69571000000002
TSP25_random_rep3_seed11_30_600.h5ad	QP	100	2.136288125	170.90305
TSP25_random_rep4_seed11_30_600.h5ad	QP	100	1.325089375	106.00715
TSP25_random_rep5_seed11_30_600.h5ad	QP	100	1.634812625	130.78501
TSP25_random_rep1_seed11_10_200.h5ad	QP	100	1.6796516249999995	134.37212999999997
TSP25_random_rep2_seed11_10_200.h5ad	QP	100	2.39352775	191.48222
TSP25_random_rep3_seed11_10_200.h5ad	QP	100	1.7918128749999997	143.34502999999998
TSP25_random_rep4_seed11_10_200.h5ad	QP	100	1.8957618749999994	151.66094999999996
TSP25_random_rep5_seed11_10_200.h5ad	QP	100	1.9233980000000002	153.87184000000002
TSP27_random_rep1_seed11_40_800.h5ad	QP	100	1.1755997500000004	94.04798000000002
TSP27_random_rep2_seed11_40_800.h5ad	QP	100	1.4713206250000002	117.70565
TSP27_random_rep3_seed11_40_800.h5ad	QP	100	1.9751773750000006	158.01419000000004
TSP27_random_rep4_seed11_40_800.h5ad	QP	100	1.35301625	108.24130000000001
TSP27_random_rep5_seed11_40_800.h5ad	QP	100	1.3002072500000001	104.01658
TSP21_random_rep1_seed3_10_200.h5ad	QP	100	1.8030032500000002	144.24026
TSP21_random_rep2_seed3_10_200.h5ad	QP	100	1.5901895000000001	127.21516000000001
TSP21_random_rep3_seed3_10_200.h5ad	QP	100	1.8561288750000002	148.49031000000002
TSP21_random_rep4_seed3_10_200.h5ad	QP	100	2.06793125	165.4345
TSP21_random_rep5_seed3_10_200.h5ad	QP	100	2.032003875	162.56031000000002
TSP21_random_rep1_seed7_10_200.h5ad	QP	100	2.0816641249999996	166.53312999999997
TSP21_random_rep2_seed7_10_200.h5ad	QP	100	2.0552952500000004	164.42362000000003
TSP21_random_rep3_seed7_10_200.h5ad	QP	100	2.1334105	170.67284
TSP21_random_rep4_seed7_10_200.h5ad	QP	100	1.6056790000000003	128.45432000000002
TSP21_random_rep5_seed7_10_200.h5ad	QP	100	1.23675575	98.94045999999999
TSP25_random_rep1_seed9_40_800.h5ad	QP	100	1.09787275	87.82982000000001
TSP25_random_rep2_seed9_40_800.h5ad	QP	100	2.0078703750000004	160.62963000000005
TSP25_random_rep3_seed9_40_800.h5ad	QP	100	1.86148225	148.91858
TSP25_random_rep4_seed9_40_800.h5ad	QP	100	2.15841025	172.67282
TSP25_random_rep5_seed9_40_800.h5ad	QP	100	2.1451046249999997	171.60836999999998
TSP21_random_rep1_seed3_30_600.h5ad	QP	100	2.0174228750000003	161.39383000000004
TSP21_random_rep2_seed3_30_600.h5ad	QP	100	1.4670445000000005	117.36356000000004
TSP21_random_rep3_seed3_30_600.h5ad	QP	100	0.9944683749999996	79.55746999999997
TSP21_random_rep4_seed3_30_600.h5ad	QP	100	1.7208473750000004	137.66779000000002
TSP21_random_rep5_seed3_30_600.h5ad	QP	100	1.7503443750000003	140.02755000000002
TSP21_random_rep1_seed5_50_1000.h5ad	QP	100	1.0745459999999996	85.96367999999997
TSP21_random_rep2_seed5_50_1000.h5ad	QP	100	1.8833862500000003	150.67090000000002
TSP21_random_rep3_seed5_50_1000.h5ad	QP	100	0.9945347500000002	79.56278000000002
TSP21_random_rep4_seed5_50_1000.h5ad	QP	100	0.801199375	64.09595
TSP21_random_rep5_seed5_50_1000.h5ad	QP	100	0.8360698750000001	66.88559000000001
TSP27_random_rep1_seed10_10_200.h5ad	QP	100	1.730251875	138.42015
TSP27_random_rep2_seed10_10_200.h5ad	QP	100	1.3174461249999998	105.39568999999999
TSP27_random_rep3_seed10_10_200.h5ad	QP	100	1.7304468750000002	138.43575
TSP27_random_rep4_seed10_10_200.h5ad	QP	100	1.1904722500000002	95.23778000000001
TSP27_random_rep5_seed10_10_200.h5ad	QP	100	1.8715285000000002	149.72228
TSP21_random_rep1_seed12_20_400.h5ad	QP	100	1.9220541250000003	153.76433000000003
TSP21_random_rep2_seed12_20_400.h5ad	QP	100	2.171701875	173.73615
TSP21_random_rep3_seed12_20_400.h5ad	QP	100	1.626994625	130.15957
TSP21_random_rep4_seed12_20_400.h5ad	QP	100	1.3777562499999998	110.22049999999999
TSP21_random_rep5_seed12_20_400.h5ad	QP	100	1.7615400000000005	140.92320000000004
TSP21_random_rep1_seed9_10_200.h5ad	QP	100	1.997422375	159.79379
TSP21_random_rep2_seed9_10_200.h5ad	QP	100	2.499999625	199.99997
TSP21_random_rep3_seed9_10_200.h5ad	QP	100	2.1749982499999994	173.99985999999996
TSP21_random_rep4_seed9_10_200.h5ad	QP	100	2.3650248749999996	189.20198999999997
TSP21_random_rep5_seed9_10_200.h5ad	QP	100	2.2600542499999996	180.80433999999997
TSP25_random_rep1_seed4_30_600.h5ad	QP	100	1.8942962499999996	151.54369999999997
