	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	DeconvolutionTool
SRR13990709	0.08	0.06	0.0	0.47	7.58	0.29	0.0	0.07	1.52	0.0	0.98	0.19	0.0	0.11	14.22	0.11	0.0	0.0	0.03	0.0	0.05	0.0	0.0	0.12	0.0	0.0	0.03	0.4	0.0	73.7	nuSVR
SRR13990728	0.02	0.02	0.02	0.48	7.33	0.25	0.0	0.0	3.12	0.0	0.01	0.11	0.01	0.04	12.23	0.16	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.2	0.0	0.01	0.01	0.15	0.0	75.83	nuSVR
SRR13990739	0.0	0.01	0.02	0.25	4.88	0.21	0.0	0.0	2.61	0.19	0.0	0.0	0.0	0.03	5.65	0.21	0.02	0.0	0.02	0.0	0.0	0.0	0.01	0.12	0.0	0.0	0.01	0.05	0.0	85.73	nuSVR
SRR13990758	0.08	0.06	0.0	1.36	7.1	0.3	0.0	0.09	4.28	0.0	0.8	0.26	0.02	0.06	13.31	0.38	0.05	0.0	0.07	0.02	0.04	0.0	0.0	0.09	0.0	0.0	0.03	0.37	0.0	71.23	nuSVR
SRR13990762	0.0	0.02	0.0	0.79	7.92	0.28	0.0	0.1	9.05	0.0	0.0	0.27	0.01	0.02	9.72	0.19	0.07	0.0	0.01	0.0	0.01	0.0	0.03	0.13	0.0	6.45	0.01	0.11	0.0	64.81	nuSVR
SRR13990778	0.0	0.01	0.6	0.0	1.44	0.69	0.0	0.0	0.61	0.0	0.19	0.0	0.0	0.0	5.29	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.08	0.0	90.94	nuSVR
SRR13990780	0.0	0.03	0.0	0.73	0.66	2.62	0.0	0.25	13.49	0.07	0.0	0.0	0.02	0.0	0.98	3.41	0.62	0.0	0.06	0.05	0.0	0.0	0.01	0.14	0.23	4.08	0.0	0.03	0.07	72.46	nuSVR
SRR13990781	0.0	0.08	0.0	0.53	5.4	1.14	0.0	0.22	6.91	0.68	0.0	0.0	0.04	0.0	8.27	0.6	0.14	0.0	0.1	0.14	0.0	0.0	0.11	0.04	0.46	0.0	0.03	0.13	0.0	74.99	nuSVR
SRR13990789	0.0	0.02	0.1	0.16	4.89	0.5	0.0	0.0	1.84	0.0	0.23	0.16	0.0	0.02	9.74	0.19	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.17	0.0	0.0	0.01	0.16	0.01	81.79	nuSVR
SRR13990791	0.0	0.07	0.0	0.27	7.88	1.03	0.0	0.1	8.09	0.24	0.26	0.22	0.04	0.11	17.16	0.08	0.07	0.0	0.06	0.0	0.0	0.0	0.0	0.03	0.0	1.07	0.03	0.22	0.0	62.97	nuSVR
SRR13990792	0.0	0.06	0.0	1.07	8.94	1.08	0.0	0.0	6.99	0.17	0.54	0.0	0.04	0.1	15.29	0.04	0.06	0.0	0.05	0.0	0.02	0.0	0.0	0.03	0.0	0.55	0.03	0.11	0.0	64.85	nuSVR
SRR13990797	0.0	0.03	0.0	0.52	7.06	0.45	0.0	0.0	11.24	0.0	0.0	0.64	0.02	0.01	8.04	1.05	1.07	0.0	0.01	0.0	0.0	0.0	0.04	0.11	0.18	10.14	0.0	0.16	0.0	59.22	nuSVR
SRR13990798	0.13	0.0	0.0	1.14	10.31	0.14	0.0	0.07	5.9	0.0	0.0	0.52	0.04	0.09	17.78	0.23	0.11	0.0	0.05	0.0	0.0	0.0	0.01	0.2	0.0	2.89	0.03	0.21	0.0	60.17	nuSVR
SRR13990800	0.0	0.1	0.11	0.42	7.16	0.91	0.0	0.03	1.23	0.0	1.82	0.0	0.0	0.17	14.01	0.14	0.0	0.0	0.07	0.0	0.08	0.0	0.0	0.14	0.0	0.0	0.05	0.57	0.0	72.99	nuSVR
SRR13990814	0.0	0.11	0.12	0.91	9.16	1.07	0.0	0.0	3.27	0.09	1.37	0.0	0.01	0.2	19.14	0.09	0.0	0.0	0.06	0.0	0.02	0.0	0.0	0.1	0.0	0.0	0.05	0.58	0.0	63.62	nuSVR
SRR13990815	0.0	0.02	0.0	0.4	1.62	1.74	0.0	0.2	6.64	0.0	0.05	0.34	0.01	0.0	1.34	2.05	0.7	0.0	0.02	0.02	0.0	0.0	0.0	0.09	0.07	2.13	0.0	0.05	0.02	82.46	nuSVR
SRR13990816	0.0	0.2	0.12	0.62	11.97	1.29	0.0	0.08	1.68	0.0	2.95	0.0	0.0	0.36	22.48	0.21	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.11	0.0	0.0	0.1	0.66	0.0	57.03	nuSVR
SRR13990822	0.06	0.03	0.06	0.13	3.58	0.39	0.0	0.0	1.64	0.0	0.23	0.0	0.0	0.0	6.95	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.04	0.0	85.97	nuSVR
