ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	serous cell of epithelium of bronchus	pancreatic stellate cell/smooth muscle cell	bladder urothelial cell	microglia	neurons	luminal cell of prostate epithelium	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	common myeloid progenitor/erythroid progenitor cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	erythrocyte/platelet	large intestine goblet cell	capillary endothelial cell/endothelial cell of artery	pancreatic acinar cell	mural cell/pericyte	regular atrial cardiac myocyte/ventricular cardiac muscle cell	cd4-positive, alpha-beta thymocyte	luminal epithelial cell of mammary gland	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	oligodendrocyte	langerhans cell	intrahepatic cholangiocyte	serous cell of epithelium of trachea	oligodendrocyte precursor cell	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	type ii pneumocyte	mature nk t cell/natural killer cell	ciliated epithelial cell/epithelial cell of uterus	melanocyte/progenitor cell of mammary luminal epithelium	salivary gland cell	cd8-positive, alpha-beta thymocyte/thymocyte	OPC/astrocytes/oligodendrocytes	acinar cell of salivary gland	leukocyte	cardiac endothelial cell	endothelial cell of arteriole/endothelial cell of venule	kidney epithelial cell	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	mesothelial cell	pulmonary ionocyte	schwann cell	myo-medullary thymic epithelial cell	intestinal tuft cell/tuft cell of colon	epithelial cell of uterus	mesothelial cell/schwann cell	pancreatic a cell	myoepithelial cell	stratified squamous epithelial cell	central nervous system macrophage	melanocyte	enterocyte of epithelium proper of duodenum	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	pancreatic a cell/pancreatic d cell/type b pancreatic cell	colon endothelial cell	basal cell of prostate epithelium	enteroendocrine cell of small intestine	myometrial cell	basal cell/medullary thymic epithelial cell	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	medullary thymic epithelial cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	sebum secreting cell	club cell	mesenchymal stem cell/tendon cell	erythroid progenitor cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	pulmonary ionocyte/respiratory goblet cell	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	type i pneumocyte	duct epithelial cell/ionocyte	club cell/type i pneumocyte	taste receptor cell	hepatocyte	enteroglial cell	gamma-delta t cell	pancreatic d cell/type b pancreatic cell	basal cell	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	tracheal goblet cell	hematopoietic stem cell	common myeloid progenitor/hematopoietic stem cell	plasma cell	choroid plexus epithelial cell	myeloid dendritic cell	neuron	pancreatic stellate cell	neuro-medullary thymic epithelial cell	duct epithelial cell/ionocyte/mucus secreting cell	b cell	tissue-resident macrophage	smooth muscle cell	mucus secreting cell/respiratory goblet cell	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	Bergmann glial cell/astrocyte/ependymal cell	pancreatic ductal cell	macrophage	fast muscle cell/slow muscle cell	progenitor cell of mammary luminal epithelium	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	basophil/mast cell	neutrophil	innate lymphoid cell	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	Method	Sample
0.0	0.0		0.0	10.9539	2.27269	0.0			10.05025	16.28535	0.0	0.0	0.0	0.0	0.0	0.0	0.0			8.8464	0.0	0.0			0.0	0.0			0.0	0.0	0.0	0.0	0.0	13.77753	0.0	0.0	0.0	0.0	0.0	2.38881	0.0	0.0	0.0		0.0	3.69722	0.0		0.0	0.0	0.0		0.0	0.0	0.0	1.15142			0.0		0.0	0.0	0.0	0.0			0.0	9.26917	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		2.89222		0.0	2.40451		0.0	0.0	9.68591	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.32462	0.0	0.0	NNLS	813805_3
0.0	0.0		0.0	6.92243	3.00132	0.0			5.54169	13.72569	0.0	0.0	0.0	0.0	0.0	0.0	0.86237			19.62973	0.0	0.0			0.0	2.87032			0.0	0.0	0.0	0.0	0.0	18.18138	0.0	0.0	0.0	0.0	0.0	9.98276	0.0	0.0	0.0		0.08723	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.35521			0.0		0.0	0.0	0.0	0.0			0.0	6.43189	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	1.03721	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.37078	0.0	0.0	NNLS	361175_1
0.0	0.0		0.0	8.67865	4.18474	0.0			0.0	10.97562	0.0	0.0	0.0	0.0	0.0	0.0	1.33904			16.13103	0.0	0.0			0.0	3.12662			0.0	0.0	0.0	0.0	0.0	20.72662	0.0	0.0	0.0	0.0	0.0	6.88264	0.0	0.0	0.0		0.20032	0.00696	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.96062			0.0		0.0	0.0	0.0	0.0			0.0	7.94413	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	4.83118	0.0	0.0	0.0	0.0	11.01184	0.0	0.0	NNLS	472330_1
0.0	0.0		0.0	8.27084	4.26716	0.0			0.0	10.1968	0.0	0.0	0.0	0.0	0.0	0.0	3.05822			16.96295	0.0	0.0			0.0	2.99841			0.0	0.0	0.0	0.0	0.0	18.4519	0.0	0.0	0.0	0.0	0.0	7.50017	0.0	0.0	0.0		0.26776	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.27723			0.0		0.0	0.0	0.0	0.0			0.0	7.26844	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	1.07393	0.0	0.0		0.0		0.0	4.18296	0.0	0.0	0.0	0.74543	11.47779	0.0	0.0	NNLS	147354_2
0.0	0.0		0.0	11.27506	5.84439	0.0			6.8981	9.9569	0.0	0.0	0.0	0.0	0.0	0.0	0.0			12.53512	0.0	0.0			0.0	0.43123			0.89587	0.0	0.0	0.0	0.0	16.25088	0.0	0.0	0.0	0.0	0.0	4.46956	0.0	0.18232	0.0		0.21458	3.71716	0.0		0.0	0.0	0.0		0.0	0.0	0.0	5.3413			0.0		0.0	0.0	0.0	0.0			0.0	8.99075	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	1.72451		0.0	0.0	3.00809	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.26418	0.0	0.0	NNLS	261268_2
0.0	0.0		0.0	3.49013	1.94252	0.0			6.50755	19.18915	0.0	0.0	0.0	0.0	0.0	0.0	4.59771			20.26834	0.0	0.0			0.0	3.11318			0.0	3.76502	0.0	0.0	0.0	14.41432	0.0	0.0	0.0	0.0	0.0	10.87583	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.52715			0.0		0.0	0.0	0.0	0.0			1.47269	3.53356	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.30284	0.0	0.0	NNLS	265479_2
0.0	0.0		0.0	9.71743	5.72313	0.0			6.43432	10.89564	0.0	0.0	0.0	0.0	0.0	0.0	0.0			13.36662	0.0	0.0			0.0	0.70348			0.0	0.0	0.0	0.0	0.0	17.53552	0.0	0.0	0.0	0.0	0.0	5.87423	0.0	0.0	0.0		0.26572	3.55622	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.87724			0.0		0.0	0.0	0.0	0.0			0.0	8.54352	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.12411		0.0	0.0	3.68584	0.0	0.0		0.0		0.0	1.13581	0.0	0.0	0.0	0.0	8.56116	0.0	0.0	NNLS	209564_1
0.0	0.0		0.0	4.3156	2.45611	0.0			8.73757	17.09902	0.0	0.0	0.0	0.0	0.0	0.0	1.38267			19.03767	0.0	0.0			0.0	4.8177			0.0	0.40801	0.0	0.0	0.0	10.94284	0.0	0.0	0.0	0.0	0.0	8.78036	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.14668			0.0		0.0	0.0	0.0	0.0			7.74521	3.28913	0.0		0.0	3.64142	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	5.20002	0.0	0.0	NNLS	133247_1
0.0	0.0		0.0	5.20246	2.30765	0.0			2.39234	11.48704	0.0	0.0	0.0	0.0	0.0	0.0	0.0			19.69	0.0	0.0			0.0	5.62411			0.0	0.0	0.0	0.0	0.0	19.25444	0.0	0.0	0.0	0.0	0.0	9.76243	0.0	0.0	0.0		0.19459	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0			7.51163	4.74062	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	2.58694	0.0	0.0	0.0	0.0	9.24576	0.0	0.0	NNLS	260786_1
0.0	0.0		0.0	9.16158	4.69211	0.0			0.0	11.27328	0.0	0.0	0.0	0.0	0.0	0.0	3.19844			16.23409	0.0	0.0			0.0	0.2835			0.0	0.0	0.0	0.0	0.0	17.4996	0.0	0.0	0.0	0.0	0.0	5.5366	0.0	0.0	0.0		0.16583	1.67025	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.90606			0.0		0.0	0.0	0.0	0.0			0.0	7.72437	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.11917		0.0	0.0	2.88789	0.0	0.0		0.0		0.0	4.18615	0.0	0.0	0.0	1.05238	11.40871	0.0	0.0	NNLS	331344_2
0.0	0.0		0.0	4.02258	1.87077	0.0			5.99664	16.89201	0.0	0.0	0.0	0.0	0.0	0.0	3.9746			22.87151	0.0	0.0			0.0	4.26709			0.0	0.0	0.0	0.0	0.0	15.93441	0.0	0.0	0.0	0.0	0.0	11.91051	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0			0.23811	3.96236	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.05942	0.0	0.0	NNLS	349246_2
0.0	0.0		0.0	10.71245	5.53129	0.0			3.94568	10.31352	0.0	0.0	0.0	0.0	0.0	0.0	0.09933			13.15003	0.0	0.0			0.0	0.0			0.0	0.0	0.0	0.0	0.0	17.12514	0.0	0.0	0.0	0.0	0.0	5.69807	0.0	0.0	0.0		0.15718	3.73364	0.0		0.0	0.0	0.0		0.0	0.0	0.0	4.41657			0.0		0.0	0.0	0.0	0.0			0.0	9.08169	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.63263		0.0	0.0	3.88618	0.0	0.0		0.0		0.0	0.79664	0.0	0.0	0.0	0.0	10.71996	0.0	0.0	NNLS	301419_1
0.0	0.0		0.0	8.7157	3.29862	0.0			4.13748	11.19194	0.0	0.0	0.0	0.0	0.0	0.0	3.46777			18.34062	0.0	0.0			0.0	2.84213			0.0	0.0	0.0	0.0	0.0	18.36615	0.0	0.0	0.0	0.0	0.0	7.84141	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.94375			0.0		0.0	0.0	0.0	0.0			0.0	7.05206	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.22077	0.0	0.0	0.0	0.0	10.58161	0.0	0.0	NNLS	267586_2
0.0	0.0		0.0	5.61228	2.99347	0.0			0.0	19.08077	0.0	0.0	0.0	0.0	0.0	0.0	3.03869			18.08932	0.0	0.0			0.0	4.97679			0.0	0.0	0.0	0.0	0.0	17.53655	0.0	0.0	0.0	0.0	0.0	8.80601	0.0	0.0	0.0		0.11246	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.98989			0.0		0.0	0.0	0.0	0.0			0.0	5.08154	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	3.69257	0.0	0.0	0.0	0.0	9.98968	0.0	0.0	NNLS	475571_1
0.16983	0.00857		0.05636	1.49576	0.42668	0.0			16.22271	15.75701		0.0	0.0	1.14792	0.05537	0.0	0.46355			1.16157	0.20044	0.39828			0.0	2.50515			0.35853	4.81848	0.33913	0.0	0.0	1.32129	0.25612	0.26618	0.0	0.3257	0.0	0.3563	0.34565		0.05138			0.0	0.0		1.13629	0.0	0.0	0.03291	0.0	1.82026	0.0	0.0			0.0		0.0	0.0	1.09469	0.0			18.71887	0.0	0.1802		0.99657	0.0	0.0	0.0		0.0		0.0		2.34587	0.0		5.92422		0.0	0.08738		9.48737	0.0	1.0146	0.0	0.0	0.0	1.36794		0.0	0.0	0.02826	2.79954	0.0	0.6205	3.76098	0.0	0.07559	nuSVR	133247_1
0.32385	0.0		0.24332	0.38285	0.64375	0.0			15.21864	11.31601		0.0	0.0	1.82438	0.14072	0.0	1.16965			1.27446	0.28035	1.10349			0.06523	1.07051			0.79593	4.28008	0.24727	0.0	0.07981	3.01751	0.0	2.07637	0.0	1.51454	0.50125	0.56776	0.0		0.12122			1.58102	0.0		1.32567	0.0	5.99664	0.06676	1.2437	1.16257	0.0	0.0			0.0		0.0	0.0	0.88988	0.0			4.96051	0.12624	0.0		2.43622	0.45365	0.0	0.0		0.0		0.0		9.73479	0.0		3.79341		0.0	0.2361		2.747	0.0	1.8091	0.76995	0.0	0.14672	2.72095		0.08171	1.40728	0.08446	5.81875	0.0	1.55038	0.59757	0.0	0.0	nuSVR	147354_2
0.45964	0.0		0.37501	0.54331	0.61202	0.0			14.04682	10.19747		0.0	0.0	2.42536	0.17242	0.0	1.93306			1.59455	0.29513	0.9237			0.07082	0.31142			0.8138	3.91597	0.29526	0.01851	0.0	3.61409	0.0	2.41142	0.0	1.95892	0.64177	0.56906	0.0		0.24861			1.91038	0.0		0.0	0.0	5.24545	0.07063	0.72484	2.11037	0.02624	0.0			0.0		0.0	0.0	0.0	0.0			5.27838	0.0	0.0		2.21522	0.30512	0.0	0.0		0.0		0.0		8.61189	0.0		3.57262		0.0	0.26387		3.00163	0.0	2.19606	1.04721	0.0	0.15148	2.1423		0.10275	2.86102	0.09784	5.88903	0.0	2.56111	1.1664	0.0	0.0	nuSVR	209564_1
0.34308	0.0		0.23436	1.46339	0.61224	0.0			13.92896	10.1043		0.0	0.0	1.39163	0.20334	0.0	0.53392			0.39791	0.27468	0.09756			0.04844	1.82758			0.55044	3.49827	0.42802	0.0	0.0	2.9749	0.51654	1.8018	0.0	1.0401	0.31959	0.51018	0.00936		0.16533			0.87503	0.0		0.0	0.0	0.0	0.04693	0.0	1.89315	0.0	0.0			0.0		0.0	0.0	1.62964	0.0			10.27819	0.0	0.0		1.492	0.0	0.0	0.0		0.0		0.0		7.75182	0.0		5.06194		0.0	0.11458		7.91567	0.0	1.29879	0.4652	0.0	0.05182	1.24708		0.0262	0.65092	0.04473	6.38726	1.86243	3.09927	4.42345	0.0	0.10797	nuSVR	260786_1
0.3595	0.0		0.43458	0.51065	0.60242	0.0			16.55976	10.4157		0.0	0.0	2.28146	0.12565	0.0	1.6241			1.51035	0.29737	0.98674			0.06417	1.35779			0.77584	7.76221	0.27244	0.0	0.0	2.5914	0.0	1.50178	0.0	1.98691	0.57212	0.3641	0.0		0.0			1.63068	0.0		0.0	0.0	0.08959	0.06259	0.07373	0.91826	0.00885	0.0			0.0		0.0	0.0	0.0	0.0			10.15487	0.2402	0.0		2.72815	0.48699	0.0	0.0		0.0		0.0		10.52885	0.00773		5.17563		0.0	0.24259		2.63782	0.0	1.46626	0.48082	0.0	0.30318	2.39015		0.10459	0.0	0.08217	5.57503	0.0	1.65422	0.0	0.0	0.0	nuSVR	261268_2
0.41967	0.0		0.43585	0.7693	0.33483	0.0			11.44075	23.44647		0.0	0.04833	2.19307	0.14145	0.0	1.52542			1.24555	0.2032	0.09037			0.0	0.33048			0.0	0.7555	0.23953	0.0	0.0	2.34672	0.11387	1.78673	0.0	0.80833	0.17083	0.46819	0.16155		0.29459			0.73387	0.0		1.10516	0.0	0.0	0.07102	0.29506	1.46045	0.00937	0.0			0.0		0.0	0.0	2.35655	2.34584			10.56436	0.0	0.0		1.88471	0.0	0.0	0.0		0.0		0.0		7.39948	0.0		2.92013		0.0	0.0		4.76199	0.0	0.20001	0.7712	0.0	0.10872	2.8028		0.08444	0.0	0.07992	6.14237	0.0	1.34759	2.78435	0.0	0.0	nuSVR	265479_2
0.40207	0.0		0.32289	0.8002	0.70953	0.0			12.81658	12.62918		0.0	0.0	2.10621	0.3641	0.0	1.63355			1.3549	0.3693	0.72867			0.07416	2.67096			0.18457	3.74908	0.31617	0.0	0.0	3.10714	0.4527	1.09437	0.06639	1.30289	0.73568	0.5454	0.0		0.09585			0.96662	0.0		0.76518	0.0	1.52216	0.07339	0.0	1.76101	0.0	0.0			0.0		0.0	0.0	1.63284	0.0			8.3538	0.144	0.0		3.25514	0.0	0.0	0.11612		0.0		0.23347		7.85155	0.0		4.44682		0.0	0.22949		2.04861	0.0	1.15007	0.00032	0.0	0.15861	3.10631		0.11597	0.0	0.07556	6.71037	1.9553	1.38145	3.31327	0.0	0.0	nuSVR	267586_2
0.52612	0.0		0.12339	0.49289	0.82842	0.0			17.51793	9.33244		0.0	0.0637	3.36562	0.39251	0.0	1.77677			1.40743	0.44226	1.15448			0.07599	1.263			0.7173	4.21071	0.34886	0.04369	0.0	3.38868	0.0	2.57113	0.0	2.12901	0.66066	0.57384	0.0		0.21371			2.36128	0.0		0.45331	0.0	2.98432	0.07373	0.6119	2.12866	0.00142	0.0			0.0		0.0	0.0	1.15262	0.0			3.91175	0.0	0.0		2.73837	0.3609	0.0	0.0		0.0		0.0		8.3426	0.0176		0.0		0.0	0.23388		0.48008	0.0	1.66369	0.8488	0.0	0.20496	3.27325		0.07958	2.60312	0.10075	7.11729	0.55532	3.09701	0.98324	0.0	0.0	nuSVR	301419_1
0.43457	0.0		0.34274	0.56526	0.56373	0.0			15.37766	17.65162		0.0	0.06978	2.32542	0.14966	0.0	1.20593			1.82544	0.43035	1.05344			0.06787	1.38608			0.74862	3.92313	0.20414	0.09997	0.0	2.779	0.09011	2.6096	0.0	1.41903	0.58472	0.48886	0.0		0.0			1.69025	0.0		0.0	0.0	4.10189	0.06744	0.75723	1.20821	0.0	0.0			0.0		0.0	0.0	0.39917	0.0			3.19906	0.03038	0.0		2.46637	0.33379	0.0	0.02572		0.0		0.0		9.36629	0.0		2.31341		0.0	0.18845		2.72622	0.0	1.69835	0.37572	0.0	0.16247	2.13211		0.04326	2.23514	0.10162	5.93363	0.0	2.04709	0.0	0.0	0.0	nuSVR	331344_2
0.32731	0.0		0.39654	1.44716	0.50076	0.0			11.68723	18.82291		0.0	0.0	1.46275	0.04021	0.0	0.59787			1.72681	0.20387	0.0			0.0	1.06029			0.0	4.0161	0.13614	0.0	0.0	2.99777	0.0	1.53206	0.0	0.57621	0.22277	0.48481	0.12786		0.15178			0.39789	0.0		1.31155	0.0	0.0	0.04137	0.0	1.33688	0.0	0.0			0.0		0.0	0.0	2.18409	2.04692			9.41046	0.0	0.17527		1.27835	0.0	0.0	0.0		0.0		0.0		4.84187	0.0		5.50386		0.0	0.0		8.59143	0.0	1.01528	0.38487	0.0	0.0	1.93405		0.04775	0.11664	0.06062	5.50391	0.0	1.94136	3.25898	0.0	0.09739	nuSVR	349246_2
0.45033	0.0		0.31458	0.69001	0.52158	0.0			11.74468	14.96946		0.0	0.02563	2.21109	0.13642	0.0	1.43343			1.19781	0.55983	0.07733			0.07612	1.41213			0.10837	4.08588	0.26602	0.0	0.0	3.69351	0.0	2.05109	0.0	0.80804	0.48107	0.83346	0.0		0.12687			1.60003	0.0		0.0	0.0	1.80494	0.07244	0.55641	1.9764	0.00071	0.0			0.0		0.0	0.0	2.25736	0.0			6.60124	0.0	0.0		1.8249	0.0	0.0	0.0		0.0		0.0		7.13184	0.0		3.68861		0.0	0.18849		3.61814	0.0	0.82765	0.90812	0.0	0.18916	3.27133		0.12183	0.62149	0.08138	6.76527	2.58178	2.61712	2.41862	0.0	0.0	nuSVR	361175_1
0.55782	0.0		0.59006	0.5207	0.74731	0.0			16.34487	12.26612		0.0	0.0	1.98437	0.37507	0.0	1.32493			1.63874	0.3496	0.97638			0.08272	1.07308			1.44817	4.3088	0.3207	0.10189	0.0	3.85098	0.0	2.52943	0.0	1.81159	0.69107	0.60613	0.0		0.50383			1.70049	0.0		0.0	0.0	5.46421	0.0799	1.03379	1.07224	0.03659	0.0			0.0		0.0	0.0	0.0	0.0			3.68965	0.0	0.0		2.75189	0.62134	0.0	0.0		0.0		0.07248		8.66123	0.0		1.53716		0.0	0.24218		0.61064	0.0	2.33037	0.37672	0.0	0.19615	1.95986		0.06103	2.55858	0.11101	7.1796	0.0	2.64851	0.0	0.0	0.0	nuSVR	472330_1
0.32016	0.0		0.56653	1.04402	0.46204	0.0			11.87811	28.84026		0.0	0.0	1.4111	0.15701	0.0	0.5711			0.61097	0.18627	0.33852			0.0	1.87321			0.50509	4.98204	0.27053	0.0	0.0	2.63361	0.02132	1.32308	0.0	1.07214	0.18529	0.45463	0.05821		0.08555			0.89139	0.0		0.34576	0.08493	0.0	0.0383	0.40663	1.21488	0.0	0.0			0.0		0.0	0.0	1.63819	0.17408			7.37235	0.0	0.0		1.56691	0.0	0.0	0.51512		0.0		0.0		8.19518	0.0		3.016		0.0	0.10063		1.83202	0.0	0.75314	0.51398	0.0	0.11279	1.54374		0.00379	0.22441	0.05094	4.31853	0.0	1.99433	3.23863	0.0	0.00257	nuSVR	475571_1
0.0	0.0		0.44526	0.34584	0.51377	0.0			12.46687	34.81905		0.0	0.0	2.3797	0.11171	0.79674	1.46673			0.53737	0.17817	0.20422			0.00187	0.0			0.0	0.51838	0.25697	0.0	0.0	2.63811	0.0	1.23455	0.43008	1.12371	0.0	0.61048	0.0		0.28784			1.02641	0.0		0.0	0.0	0.0	0.06457	0.0	1.29408	0.0	0.0			0.0		0.0	0.0	1.56023	0.0			5.72675	0.0	0.28388		0.59326	0.0	0.0	0.1274		0.0		0.0		6.8327	0.0		0.0		0.0	0.0		4.95113	0.0	0.5141	0.82515	0.0	0.13865	3.04172		0.12318	2.24165	0.10673	4.83588	0.0	1.79071	2.55438	0.0	0.0	nuSVR	546738_3
0.21842	0.0		0.37701	0.54542	0.51493	0.0			11.68494	32.31142		0.0	0.0	1.7981	0.08332	0.0	1.55227			0.99006	0.30013	0.74079			0.0	1.52673			0.0	2.3963	0.17592	0.13741	0.0	2.72394	0.22558	1.1214	0.61452	1.25425	0.26052	0.55154	0.0		0.0			0.83772	0.0		0.0	0.0	0.0	0.05602	0.0	1.2098	0.0	0.0			0.0		0.0	0.0	1.17989	0.0			5.67131	0.0	0.0		1.59216	0.12804	0.0	0.12777		0.0		0.0		6.75637	0.0		0.39522		0.0	0.17022		5.49384	0.0	0.54094	0.37603	0.0	0.12467	2.494		0.0	2.19455	0.06174	5.29148	0.82368	1.98393	0.38571	0.0	0.0	nuSVR	631489_3
0.0	0.0		0.0	0.74645	0.28861	0.0			17.78829	24.90336		0.0	0.02189	0.84302	0.0	0.0	0.47927			0.33337	0.0874	0.61309			0.0	5.10133			0.54042	6.83414	0.09375	0.0	0.0	1.24548	0.45585	0.0	0.0	0.79469	0.0	0.0	0.11827		0.0			0.12319	0.0		0.0	0.15805	0.0	0.0	0.0	0.70568	0.0	0.0			0.0		0.0	0.0	0.14726	0.0			18.86973	0.02202	0.23926		0.56945	0.0	0.0	0.0		0.0		0.0		2.47404	0.0		0.0		0.0	0.05815		8.12642	0.0	0.11081	0.21273	0.0	0.06566	0.96058		0.0	0.0	0.01625	1.00746	1.54413	0.07037	3.20744	0.0	0.02262	nuSVR	674547_1
0.0	0.0		0.40014	0.94974	0.6526	0.0			15.7924	23.00715		0.0	0.0	1.17225	0.0057	0.0	1.3032			1.51604	0.12311	0.25901			0.0	1.40511			0.18763	2.22303	0.1211	0.0	0.0	3.6469	0.3045	1.28266	0.0	2.18522	0.02941	0.75706	0.0		0.0			1.35239	0.0		0.0	0.5814	0.0	0.04077	0.0	1.2742	0.00941	0.0			0.0		0.0	0.0	0.84002	0.0			4.41901	0.0	0.36094		1.59779	0.0	0.0	0.0		0.0		0.03739		8.41604	0.0		0.0		0.0	0.0		6.65306	0.0	1.48171	0.3689	0.0	0.36827	1.43989		0.13526	7.27215	0.10183	3.0589	1.18515	1.68156	0.0	0.0	0.0	nuSVR	813805_3
0.0	0.53343		0.0	7.07559	2.99335	0.10218			2.42315	21.9075	0.0	0.0	0.72577	0.0	0.0	0.0	1.72005			11.50229	0.0	0.0			0.0	4.91927			0.0	0.0	0.0	0.42282	0.0	15.25111	0.0	0.0	0.0	0.0	0.0	5.58481	0.0	0.0	0.0		1.59961	0.15215	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.60579			0.0		0.0	0.0	0.0	0.0			1.71816	5.75142	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.82023	0.0	0.0		0.0		0.0	2.93042	0.08025	0.0	0.0	0.0	8.18065	0.0	0.0	QP	631489_3
0.0	0.48962		0.0	5.31687	1.86522	0.51332			6.6491	34.0247	0.0	0.0	1.21661	0.0	0.0	0.0	2e-05			8.03068	0.0	0.0			1e-05	0.0			0.0	7.46601	0.0	0.61861	0.0	8.45679	0.0	0.0	0.0	0.0	0.0	4.50568	0.0	0.0	0.0		1.62317	2.12738	0.0		0.0	0.0	0.0		0.0	0.0	0.02425	3.28068			0.0		0.11934	0.0	0.0	0.0			0.0	5.55463	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		1e-05		0.0	0.51775		0.0	0.0	2.85412	0.00026	0.0		0.0		0.0	0.0	0.54179	0.0	0.0	0.0	4.20334	0.0	0.0	QP	674547_3
