	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	DeconvolutionTool
SRR13990752	0.0	0.0	0.0	0.0	8.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.63	QP
SRR13990894	0.0	0.0	0.0	0.0	7.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.96	QP
SRR13990833	0.0	0.0	4.62	3.67	0.0	1.75	1.42	0.0	10.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.8	QP
SRR13991021	0.0	0.0	0.0	0.0	14.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.42	QP
SRR13991036	0.0	0.0	0.0	0.0	3.94	0.0	0.0	0.0	1.28	0.0	1.74	0.0	0.0	0.0	8.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	84.42	QP
SRR13990748	0.0	0.0	0.0	0.0	6.34	0.0	0.0	0.0	0.0	0.0	3.85	0.0	0.0	0.0	8.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	80.85	QP
SRR13990859	0.0	0.0	0.0	0.0	36.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.5	QP
SRR13990718	0.0	0.0	0.0	0.0	11.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.46	QP
SRR13990683	0.0	0.0	0.0	0.0	12.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	63.93	QP
SRR13991089	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.99	QP
SRR13990913	0.0	0.0	0.0	0.0	6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.2	QP
SRR13990790	0.0	0.0	0.0	0.0	10.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.55	QP
SRR13990673	0.0	0.0	0.0	0.0	17.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9	QP
SRR13990920	0.0	0.0	0.0	0.0	7.71	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	14.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.15	QP
SRR13990767	0.0	0.0	0.0	0.0	8.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.26	QP
SRR13990909	0.0	0.0	0.0	0.0	25.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.79	QP
SRR13990986	0.0	0.0	0.0	0.0	22.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.83	QP
