large intestine goblet cell	bladder urothelial cell	microglia	innate lymphoid cell	mesenchymal stem cell/tendon cell	myo-medullary thymic epithelial cell	colon endothelial cell	pancreatic ductal cell	taste receptor cell	acinar cell of salivary gland	erythrocyte/platelet	serous cell of epithelium of trachea	stratified squamous epithelial cell	tissue-resident macrophage	luminal cell of prostate epithelium	schwann cell	OPC/astrocytes/oligodendrocytes	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	choroid plexus epithelial cell	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	club cell	oligodendrocyte precursor cell	pancreatic stellate cell	pancreatic a cell	basophil/mast cell	neutrophil	cd4-positive, alpha-beta thymocyte	ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	basal cell	myometrial cell	basal cell/medullary thymic epithelial cell	type i pneumocyte	central nervous system macrophage	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	leukocyte	endothelial cell of arteriole/endothelial cell of venule	intestinal tuft cell/tuft cell of colon	Bergmann glial cell/astrocyte/ependymal cell	kidney epithelial cell	smooth muscle cell	pulmonary ionocyte/respiratory goblet cell	cardiac endothelial cell	hepatocyte	duct epithelial cell/ionocyte	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	neuro-medullary thymic epithelial cell	epithelial cell of uterus	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	capillary endothelial cell/endothelial cell of artery	ciliated epithelial cell/epithelial cell of uterus	neuron	serous cell of epithelium of bronchus	hematopoietic stem cell	pancreatic a cell/pancreatic d cell/type b pancreatic cell	erythroid progenitor cell	regular atrial cardiac myocyte/ventricular cardiac muscle cell	cd8-positive, alpha-beta thymocyte/thymocyte	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	mature nk t cell/natural killer cell	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	pancreatic d cell/type b pancreatic cell	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	melanocyte	myeloid dendritic cell	mesothelial cell	enterocyte of epithelium proper of duodenum	pulmonary ionocyte	club cell/type i pneumocyte	mucus secreting cell/respiratory goblet cell	tracheal goblet cell	sebum secreting cell	myoepithelial cell	enteroglial cell	intrahepatic cholangiocyte	common myeloid progenitor/hematopoietic stem cell	fast muscle cell/slow muscle cell	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	medullary thymic epithelial cell	mural cell/pericyte	macrophage	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	gamma-delta t cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	langerhans cell	melanocyte/progenitor cell of mammary luminal epithelium	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	oligodendrocyte	basal cell of prostate epithelium	common myeloid progenitor/erythroid progenitor cell	type ii pneumocyte	plasma cell	pancreatic acinar cell	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	b cell	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	mesothelial cell/schwann cell	neurons	pancreatic stellate cell/smooth muscle cell	progenitor cell of mammary luminal epithelium	salivary gland cell	luminal epithelial cell of mammary gland	enteroendocrine cell of small intestine	duct epithelial cell/ionocyte/mucus secreting cell	Method	Sample
0.0	0.0	14.39878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.58699	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.42567	0.0	6.97256	0.0	0.0	0.0	2.77289		8.04865		0.0	0.0	0.0	0.0		0.0	0.0		26.89039	0.0	0.0		0.0	0.0	4.48192	0.0			0.0			0.0	0.0	0.0		10.69512	0.0		0.0	0.0		0.0	1.48196	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		2.24654				0.0		0.0	0.49526	0.0		0.0	0.0		1.50327		0.0	0.0	0.0	0.0		NNLS	SRR10192401
0.0	0.0	12.51295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.03893	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.1991	0.0	7.51745	0.0	0.0	0.0	2.78067		7.43592		0.0	0.0	0.0	0.0		0.0	1.51002		19.81768	0.0	0.0		0.0	0.0	6.08239	0.0			0.0			0.0	0.0	3.20705		3.98221	0.0		0.0	0.0		0.0	5.24148	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.67416		0.0	0.0	0.0	0.0		NNLS	SRR10192496
0.0	0.0	10.5264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.79126	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	5.04191	0.0	0.0	0.0	0.0		6.15873		0.0	0.0	0.0	0.0		0.0	3.88087		12.87095	0.0	0.0		0.25366	0.0	9.15413	0.0			0.0			0.0	0.0	11.95499		0.24062	0.0		0.0	0.0		0.0	5.76227	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.36422		0.0	0.0	0.0	0.0		NNLS	SRR10192184
0.0	0.0	12.10568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.54322	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	8.85313	0.0	0.0	0.0	2.03139		6.30733		0.0	0.0	0.0	0.0		0.0	0.0		14.56623	0.0	0.0		0.0	0.0	8.34663	0.0			1.03875			0.0	0.0	2.62277		6.81429	0.0		0.0	0.0		0.0	12.3365	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.43408		0.0	0.0	0.0	0.0		NNLS	SRR10192179
0.0	0.0	10.14272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.62764	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	11.49192	0.0	0.0	0.0	1.26707		5.93043		0.0	0.0	0.0	0.0		0.0	4.50704		10.76608	0.0	0.0		0.0	0.0	10.10652	0.0			0.0			0.0	0.0	7.30344		0.0	0.0		0.0	0.0		0.0	6.19685	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.66029		0.0	0.0	0.0	0.0		NNLS	SRR10192192
0.0	0.0	12.71427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.43377	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	6.67431	0.0	0.0	0.0	2.4494		7.92423		0.0	0.0	0.0	0.0		0.0	2.50025		17.5123	0.0	0.0		0.0	0.0	6.69006	0.0			0.0			0.0	0.0	9.10992		1.07762	0.0		0.0	0.0		0.0	6.66298	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.2509		0.0	0.0	0.0	0.0		NNLS	SRR10192239
0.0	0.0	6.93321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.93758	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.93038	0.0	0.0	0.0	0.0		4.4477		0.0	0.0	0.0	0.0		0.0	5.53823		6.23759	0.0	0.0		1.52427	0.0	14.32923	0.0			0.0			0.28404	0.0	11.98573		0.0	0.0		0.0	0.0		0.0	7.69237	0.0	0.0	0.0		0.0	0.0	0.0	0.4904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.66927		0.0	0.0	0.0	0.0		NNLS	SRR10192207
0.0	0.0	6.42077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.3685	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	6.53166	0.0	0.0	0.0	0.0		4.16774		0.0	0.0	0.0	0.0		0.0	4.1084		6.593	0.0	0.0		0.0	0.0	9.91506	0.0			0.0			0.0	0.0	13.2108		0.0	0.0		0.0	0.0		0.0	4.94512	0.0	0.0	0.0		0.0	0.0	0.0	0.07804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.6609		0.0	0.0	0.0	0.0		NNLS	SRR10192196
0.0	0.0	11.47838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.31994	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	10.51674	0.0	0.0	0.0	1.14777		6.4622		0.0	0.0	0.0	0.0		0.0	2.30603		12.97696	0.0	0.0		0.0	0.0	12.37748	0.0			0.0			0.0	0.0	4.93376		1.29524	0.0		0.0	0.0		0.0	8.03857	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.14694		0.0	0.0	0.0	0.0		NNLS	SRR10192451
0.0	0.0	10.49196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.17711	0.0	0.0	0.0	0.0	1.84791	0.0			0.0	0.0		0.0	0.0	0.0	2.53413	0.0	0.0	0.0	1.26778		6.38489		0.0	0.0	0.0	0.0		0.0	2.16036		13.15382	0.0	0.0		0.0	0.0	12.53304	0.0			0.0			0.0	0.0	11.00558		0.0	0.0		0.0	0.0		0.0	6.20197	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.24144		0.0	0.0	0.0	0.0		NNLS	SRR10192181
0.0	0.0	15.31132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.27934	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.20788	0.0	11.32914	0.0	0.0	0.0	3.17242		9.41282		0.0	0.0	0.0	0.0		0.0	4.67071		19.33533	0.0	0.0		0.0	0.0	4.11098	0.0			0.0			0.0	0.0	3.37299		1.5972	0.0		0.0	0.0		0.0	6.81241	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.38746		0.0	0.0	0.0	0.0		NNLS	SRR10192224
0.0	0.0	11.65947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.11424	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	10.49277	0.0	0.0	0.0	0.0		7.20485		0.0	0.0	0.0	0.0		0.0	6.54307		13.99044	0.0	0.0		0.55706	0.0	6.66395	0.0			0.0			0.0	0.0	6.33996		0.0	0.0		0.0	0.0		0.0	10.42208	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.01212		0.0	0.0	0.0	0.0		NNLS	SRR10192226
0.0	0.0	11.34366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.51911	0.0	0.0	0.0	0.0	1.26214	0.0			0.0	0.0		0.0	0.0	0.0	18.02026	0.0	0.0	0.0	1.37432		6.03091		0.0	0.0	0.0	0.0		0.0	0.19298		12.58044	0.0	0.0		0.0	0.0	5.13294	0.0			0.05755			0.0	0.0	0.0		12.30976	0.0		0.0	0.0		0.0	3.17594	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		NNLS	SRR10192371
0.0	0.0	6.84108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.39843	0.0	0.0	0.0	0.0	1.67255	0.0			0.0	0.0		0.0	0.0	0.0	6.8219	0.0	0.0	0.0	0.48114		3.99282		0.0	0.0	0.0	0.0		0.0	0.0		14.99802	0.0	0.0		0.0	0.0	7.05489	0.0			0.0			0.0	0.0	8.25285		7.03625	0.0		0.0	0.0		0.0	2.00003	0.0	0.0	0.07754		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.37249		0.0	0.0	0.0	0.0		NNLS	SRR10192187
0.0	0.0	13.1054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9268	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	11.71501	0.0	0.0	0.0	0.0		8.47423		0.0	0.0	0.0	0.0		0.0	9.62947		3.85613	0.0	0.0		2.18323	0.0	9.91562	0.0			0.0			0.0	0.0	9.57598		0.0	0.0		0.0	0.0		0.0	14.24034	0.0	0.0	0.0		0.0	0.0	0.0	1.58226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		0.79552		0.0	0.0	0.0	0.0		NNLS	SRR10192210
0.0	0.0	12.40394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.54476	0.0	0.0	0.0	0.0	0.10713	0.0			0.0	0.0		0.0	0.0	0.0	24.54568	0.0	0.0	0.0	2.33796		6.17298		0.0	0.0	0.0	0.0		0.0	0.45713		13.97814	0.0	0.0		0.27939	0.0	0.57074	0.0			0.0			0.0	0.0	0.0		14.39437	0.0		0.0	0.0		0.0	4.20779	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		NNLS	SRR10192223
0.0	0.0	10.20689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.6988	0.0	0.0	0.0	0.0	2.40357	0.0			0.0	0.0		0.0	0.0	0.0	3.99232	0.0	0.0	0.0	1.61908		6.10638		0.0	0.0	0.0	0.0		0.0	1.79633		14.13756	0.0	0.0		0.0	0.0	8.97395	0.0			0.0			0.0	0.0	12.65827		0.24801	0.0		0.0	0.0		0.0	7.41677	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.74205		0.0	0.0	0.0	0.0		NNLS	SRR10192182
0.0	0.0	12.30714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.84962	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.2503	0.0	7.82172	0.0	0.0	0.0	1.24739		7.21789		0.0	0.0	0.0	0.0		0.0	4.79849		15.59331	0.0	0.0		0.0	0.0	5.97706	0.0			0.0			0.0	0.0	9.21111		0.0	0.0		0.0	0.0		0.0	7.92133	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.80463		0.0	0.0	0.0	0.0		NNLS	SRR10192359
0.0	0.0	9.16017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.58408	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	12.42527	0.0	0.0	0.0	0.0		5.00786		0.0	0.0	0.0	0.0		0.0	5.01555		5.51896	0.0	0.0		0.80886	0.0	4.59522	0.0			0.0			0.0	0.0	12.91502		0.0	0.0		0.0	0.0		0.0	6.58349	0.0	0.0	0.0		0.0	0.0	0.0	0.4939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.89163		0.0	0.0	0.0	0.0		NNLS	SRR10192237
0.0	0.0	10.85182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.28708	0.0	0.0	0.0	0.0	1.73108	0.0			0.0	0.0		0.0	0.0	0.0	3.8442	0.0	0.0	0.0	2.51984		6.42984		0.0	0.0	0.0	0.0		0.0	0.0		18.46621	0.0	0.0		0.0	0.0	5.91966	0.0			0.0			0.0	0.0	4.24921		3.68025	0.0		0.0	0.0		0.0	4.26245	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		2.41204				0.0		0.0	0.0	0.0		0.0	0.0		1.34632		0.0	0.0	0.0	0.0		NNLS	SRR10192379
0.0	0.0	10.49162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.72158	0.0	0.0	0.0	0.0	1.8836	0.0			0.0	0.0		0.0	0.0	0.0	17.55446	0.0	0.0	0.0	0.35542		5.3247		0.0	0.0	0.0	0.0		0.0	0.0		15.22631	0.0	0.0		0.0	0.0	13.34024	0.0			1.11248			0.0	0.0	0.0		7.67716	0.0		0.0	0.0		0.0	0.19785	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.11459				0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		NNLS	SRR10192404
0.0	0.0	9.79677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.10178	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.04269	0.0	10.03368	0.0	0.0	0.0	1.39747		5.63396		0.0	0.0	0.0	0.0		0.0	1.37432		19.59942	0.0	0.0		0.0	0.0	6.19385	0.0			0.0			0.0	0.0	6.22289		3.87197	0.0		0.0	0.0		0.0	3.60129	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.1299		0.0	0.0	0.0	0.0		NNLS	SRR10192243
0.0	0.0	7.52291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.88327	0.0	0.0	0.0	0.0	1.99181	0.0			0.0	0.0		0.0	0.0	0.0	2.97232	0.0	0.0	0.0	0.7208		4.92442		0.0	0.0	0.0	0.0		0.0	2.34847		9.3729	0.0	0.0		0.0	0.0	7.90251	0.0			0.0			0.0	0.0	11.70134		0.0	0.0		0.0	0.0		0.0	5.60155	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.0577		0.0	0.0	0.0	0.0		NNLS	SRR10192193
0.0	0.0	5.96289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.97255	0.0	0.0	0.0	0.0	6.03345	0.0			0.0	0.0		0.0	0.0	0.0	7.95979	0.0	0.0	0.0	0.0		4.33445		0.0	0.0	0.0	0.0		0.0	0.0		21.69831	0.0	0.0		0.0	0.0	0.0	0.0			0.0			0.0	0.0	0.0		9.1704	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		11.86816				0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		NNLS	SRR10192380
0.0	0.0	9.12542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.83049	0.0	0.0	0.0	0.0	2.9349	0.0			0.0	0.0		0.0	0.0	0.0	4.07836	0.0	0.0	0.0	1.47763		5.73032		0.0	0.0	0.0	0.0		0.0	0.0		19.04197	0.0	0.0		0.0	0.0	9.02556	0.0			0.0			0.0	0.0	4.6681		4.38827	0.0		0.0	0.0		0.0	0.97712	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.97094				0.0		0.0	0.0	0.0		0.0	0.0		0.75094		0.0	0.0	0.0	0.0		NNLS	SRR10192208
0.0	0.0	13.7913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.99393	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.04032	0.0	9.21683	0.0	0.0	0.0	2.92659		8.17542		0.0	0.0	0.0	0.0		0.0	2.5711		21.30511	0.0	0.0		0.73149	0.0	2.49369	0.0			0.0			0.0	0.0	0.0		5.36582	0.0		0.0	0.0		0.0	3.97014	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		2.41826		0.0	0.0	0.0	0.0		NNLS	SRR10192259
0.0	0.0	4.70667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.58854	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.8078	0.0	0.0	0.0	0.0		3.18741		0.0	0.0	0.0	0.0		0.0	4.4159		4.88413	0.0	0.0		2.34606	0.0	12.66514	0.0			0.0			0.0	0.0	8.7171		0.0	0.0		0.0	0.0		0.0	10.48601	0.0	0.0	0.0		0.0	0.0	0.0	0.54571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		0.98585		0.45758	0.0	0.20607	0.0		NNLS	SRR10192183
0.0	0.0	12.15233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.10948	0.0	0.0	0.0	0.0	2.02285	0.0			0.0	0.0		0.0	0.0	0.0	6.17271	0.0	0.0	0.0	0.0		8.58754		0.0	0.0	0.0	0.0		0.0	6.78653		16.73721	0.0	0.0		1.22726	0.0	11.65794	0.0			0.0			0.0	0.0	6.19666		0.0	0.0		0.0	0.0		0.0	8.5041	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.85262				0.0		0.0	0.0	0.0		0.0	0.0		0.99277		0.0	0.0	0.0	0.0		NNLS	SRR10192228
0.0	0.0	6.82021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5863	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	2.4197	0.0	0.0	0.0	0.0		4.19453		0.0	0.0	0.0	0.0		0.0	5.01465		2.75134	0.0	0.0		3.34322	0.0	8.15663	0.0			0.0			8.02984	0.0	7.9914		0.0	0.0		0.0	0.0		0.0	4.67084	0.0	0.0	0.0		0.0	0.0	0.0	0.32443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.6969		0.0	0.0	0.0	0.0		NNLS	SRR10192174
0.0	0.0	9.36666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.08127	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	2.92756	0.0	0.0	0.0	0.56218		5.7073		0.0	0.0	0.0	0.0		0.0	3.74187		11.16142	0.0	0.0		0.0	0.0	8.99951	0.0			0.0			0.0	0.0	8.43263		0.0	0.0		0.0	0.0		0.0	5.004	0.0	0.0	0.0		0.0	0.0	0.0	0.11221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.90341		0.0	0.0	0.0	0.0		NNLS	SRR10192230
0.0	0.0	8.79877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.3949	0.0	0.0	0.0	0.0	4.04473	0.0			0.0	0.0		0.0	0.13675	0.0	4.45721	0.0	0.0	0.0	0.33356		5.97977		0.0	0.0	0.0	0.0		0.0	0.0		23.41262	0.0	0.0		0.0	0.0	5.30609	0.0			0.0			0.0	0.0	0.0		5.44745	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.68816				0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		NNLS	SRR10192406
0.0	0.0	7.50221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.66471	0.0	0.0	0.0	0.0	0.92909	0.0			0.0	0.0		0.0	0.0	0.0	5.673	0.0	0.0	0.0	0.0		4.84226		0.0	0.0	0.0	0.0		0.0	1.79333		15.10775	0.0	0.0		0.0	0.0	7.6667	0.0			0.0			0.0	0.0	5.24301		2.27614	0.0		0.0	0.0		0.0	1.52924	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		3.66857				0.0		0.0	0.0	0.0		0.0	0.0		0.10398		0.0	0.0	0.0	0.0		NNLS	SRR10192472
0.0	0.0	11.07363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.31876	0.0	0.0	0.0	0.0	4.42112	0.0			0.0	0.0		0.0	0.01261	0.0	3.95352	0.0	0.0	0.0	1.84193		6.80788		0.0	0.0	0.0	0.0		0.0	0.0		22.87231	0.0	0.0		0.0	0.0	7.01661	0.0			0.0			0.0	0.0	3.76014		5.66705	0.0		0.0	0.0		0.0	0.67464	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.84421				0.0		0.0	0.0	0.0		0.0	0.0		0.73561		0.0	0.0	0.0	0.0		NNLS	SRR10192382
0.0	0.0	9.36287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.01461	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	11.86728	0.0	0.0	0.0	1.33544		6.66716		0.0	0.0	0.0	0.0		0.0	6.61491		13.86167	0.0	0.0		0.68434	0.0	6.17827	0.0			0.0			0.0	0.0	2.65088		0.0	0.0		0.0	0.0		0.0	8.40317	0.0	0.0	0.0		0.0	0.0	0.0	0.53334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		0.82606		0.0	0.0	0.0	0.0		NNLS	SRR10192198
0.0	0.0	13.74607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.09551	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.05466	0.0	6.34608	0.0	0.0	0.0	1.25247		8.27522		0.0	0.0	0.0	0.0		0.0	4.58406		17.55389	0.0	0.0		0.0	0.0	5.27788	0.0			0.0			0.0	0.0	8.12877		0.0	0.0		0.0	0.0		0.0	8.56871	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0		0.0	0.0		1.11667		0.0	0.0	0.0	0.0		NNLS	SRR10192403
