Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	Colon	Esophagus	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	Average	Method	Matrix	Sample
4.14424	0.08796	3.3178	0.0		0.0	10.92349	0.92586	10.71439	10.22516	0.0			7.61805	0.0	0.35364	2.05014	0.0	0.02387		0.02298	0.02715	4.57352	0.0	0.0	0.04879	0.06416	0.0	2.2967166666666667	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_64556_4
0.0	0.0	7.41174	0.0		4.64588	15.80585		29.1779	5.0499	0.0		0.0	11.53478	0.0	0.35593	1.6362	0.00476	0.02912		0.01948	0.09958	0.25688	0.0	0.0	0.04173	0.11425	0.0	3.1743325	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_201896_4
4.98079	0.0	1.80191	0.0		0.0	7.50066		12.47386	5.27218	0.0			9.8559	0.0	0.21656	1.70907	0.0	0.01022		0.00987	0.01726	3.42906	0.1832	0.0	0.02086	0.06066	0.0	2.067046086956522	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_486100_5
3.58113	0.13824	5.67968	0.0		0.0	11.44222	0.0	14.36088	11.05575	0.0			6.97281	0.0	0.34171	1.18712	0.0	0.04025		0.03968	0.04972	4.64875	0.14405	0.0	0.0823	0.09894	0.0	2.49430125	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_54045_4
0.0	0.05643	5.76443	0.0		8.96259	8.30873	0.0	20.61556	9.19362	0.0			11.95704	0.0	0.31286	2.60578	0.0	0.02321		0.00922	0.0	2.72565	0.0	0.00452	0.0	0.07422	0.00798	2.942576666666666	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_972366_4
2.52061	0.17929	5.92319	0.0		0.0	6.53975		13.73436	10.57972	0.0			3.99822	0.0	0.0	1.23972	0.0	0.0		0.05353	0.08031	5.53962	0.0	0.0	0.11095	0.12346	0.0	2.2009882608695652	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_225130_5
0.0	0.01469	1.14537	0.0		7.39658	2.43193		13.20357	6.7144	0.0			6.34129	0.0	0.11312	1.66775	0.0	0.0		0.0013	13.98485	4.48698	0.0	0.0	0.0	0.01734	0.0	2.500833478260869	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_279085_5
1.5719	0.08241	3.19176	0.0		0.48389	12.02407		12.77194	11.38112	0.0			7.95028	0.0	0.27899	1.55335	0.0	0.02547		0.02417	1.1722	3.04556	0.0	0.0	0.05122	0.05759	0.0	2.420257391304348	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_163316_5
0.0	0.01186	1.09636	0.0		8.71986	5.74596		7.86631	13.02528	0.0			6.56732	0.0	0.10089	1.95902	0.0	0.00568	0.10177	0.00314	2.38385	2.7139	0.18249	0.00824	0.0	0.01382	0.81185	2.1382333333333334	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_785309_4
0.0	0.05615	7.93934	0.0		11.17489	12.48531	0.0	20.9004	8.41179	0.0			13.60821	0.0	0.16242	1.89051	0.0	0.03122		0.00988	0.0	5.44388	0.0	0.0	0.0	0.08215	0.0	3.4248395833333336	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_60642_4
2.3886	0.0	1.53143	0.0		0.0	8.10615		11.93578	0.96179	0.0		0.0	6.7583	0.0	0.46912	3.12995	0.0	0.00561		0.00315	0.01051	3.52953	0.10259	0.0	0.00731	0.04418	0.0	1.6243333333333327	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_709011_4
0.0	0.0	6.54659	0.0		10.41369	13.64822		26.68937	3.8243	0.0		0.0	15.29546	0.0	0.12034	3.59567	0.0	0.01808		0.00357	0.51383	3.27334	0.0	0.0	0.0	0.07725	0.0	3.500821250000001	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_608040_4
0.0	0.03994	2.61087	0.0		5.54826	7.9343		12.26569	13.21734	0.0			9.08862	0.0	0.19526	3.05369	0.0	0.0142		0.00859	0.00833	3.20514	0.28906	0.01654	0.0	0.04007	0.58943	2.5271882608695653	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_981110_5
0.48016	0.06441	1.43531	0.0		2.15274	5.11248		10.02436	14.0184	0.0			7.04696	0.0	0.16621	1.17036	0.0	0.02498	0.12272	0.0241	2.70627	3.40458	0.0	0.04512	0.05099	0.03607	0.0	2.0035925000000003	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_705318_4
0.788	0.0	0.0	0.0		1.8315	0.55225		16.97088	3.92844	0.0		0.0	5.91942	0.0	0.16708	3.8803	0.0	0.00907		0.00805	0.14512	2.30997	0.22051	0.0	0.01658	0.05237	0.0	1.533314166666667	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_10767_4
4.6304	0.09232	2.90515	0.0		0.0	8.38786	0.0	6.44258	15.02595	0.0			5.68669	0.0	0.26051	0.81248	0.0	0.03334		0.03261	0.045	2.96317	1.22164	0.0	0.06791	0.04617	0.64552	2.0541375	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_564750_4
2.85927	0.05954	3.43263	0.0		0.0	11.29672		9.51946	12.84183	0.0			7.51799	0.0	0.27372	2.40627	0.0	0.02386	0.08681	0.0213	0.06861	3.32431	0.13035	0.04089	0.04498	0.03488	0.05741	2.25170125	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_922981_4
0.0	0.05168	8.34477	0.0		11.90818	12.00266		24.30901	6.78485	0.0			15.96336	0.0	0.10878	1.97013	0.0	0.02926		0.00839	0.0	4.60647	0.0	0.0	0.0	0.08307	0.0	3.7465482608695653	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_642390_5
2.28003	0.0	1.30118	0.0		0.0	8.11242		11.92974	5.37814	0.0			6.68407	0.0	0.19185	2.9298	0.0	0.01045		0.00879	0.08949	5.24956	0.9092	0.0	0.01931	0.03903	0.0	1.9623069565217388	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_978017_5
4.37804	0.04762	2.17041	0.0		0.0	6.19615		8.42017	11.1039	0.0	0.0		6.95893	0.0	0.27134	2.05162	0.0	0.01294		0.01348	0.0365	2.86372	1.04745	0.0	0.02985	0.03817	0.0	1.9016787500000003	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_779480_4
1.65059	0.069	3.12508	0.0		0.0	6.47229		8.93468	14.41516	0.0			6.00912	0.0	0.10018	1.09245	0.0	0.02613		0.02547	2.5927	2.92025	0.30539	0.05306	0.05325	0.03881	0.0	2.0818960869565215	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_214487_5
