Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	Colon	Esophagus	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	Average	Method	Matrix	Sample
0.0	0.0	0.0	23.52917	0.0	0.0	17.76671	0.4228	58.63418	0.47638	0.0	0.04092	0.0	25.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	9.22287	0.0	24.98371	0.0	0.0	0.0	6.609883571428571	ReDeconv	2Median_1000_1500	T00_v2_FFPE-3_2122_4
0.0	0.0	0.0	26.39069	16.66667	0.0	11.11913	16.2863	62.97677	0.53955	1.06308	16.66667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.66667	0.0	0.0	3.09921	0.0	16.66388	0.0	0.0	0.0	6.719236428571429	ReDeconv	2Median_1000_1500	T00_v2_FFPE-3_2964_6
0.0	0.0	0.0	25.57043	0.0	0.00111	15.67127	24.54399	33.30118	0.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.324570714285715	ReDeconv	2Median_1000_1500	T00_v2_FFPE-5_9565_4
0.0	0.0	0.0	14.97887	0.0	0.0	12.55689	0.27033	51.14198	0.0011	6.01882	14.26607	14.28571	14.28571	0.0	14.28571	0.0	14.28571	0.0	6.33528	0.0	0.0	5.972669999999999	0.0	0.02053	0.0	14.28571	0.0	6.535396071428571	ReDeconv	2Median_1000_1500	T00_v2_Later-8_4346_7
0.0	0.0	0.0	12.96877	0.0	0.0	29.49754	16.45114	42.65693	0.0	4.90232	16.66667	0.00106	16.66667	0.0	16.66667	0.0	16.66667	0.0	0.03563	0.0	0.0	9.26474	0.0	16.65632	0.0	0.0	0.0	7.1107546428571435	ReDeconv	2Median_1000_1500	T00_v2_Later-8_5351_6
0.0	20.0	0.0	21.13272	20.0	13.82275	15.04367	0.80589	27.90387	0.33011	8.66571	0.04312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32796	0.0	0.01154	0.0	20.0	0.0	5.3602621428571435	ReDeconv	2Median_1000_1500	T00_v2_Later-12_5915_5
0.0	0.0	0.0	19.61953	0.0	19.59765	6.60201	0.38961	52.08813	0.0	0.0	33.33333	0.0	0.0	0.0	0.0	0.0	33.33333	0.0	0.0	0.0	0.0	31.63026	0.0	0.0	0.0	0.0	0.0	7.021208928571427	ReDeconv	2Median_1000_1500	T00_v2_Later-16_8508_3
0.0	0.0	0.0	18.74524	33.33333	0.0	24.15078	0.26817	63.9827	0.20746	4.09674	0.0	33.33333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47278	0.0	0.00832	0.0	0.0	0.0	6.485673214285714	ReDeconv	2Median_1000_1500	T00_v2_FFPE-3_9808_3
0.0	0.0	0.0	21.64496	0.0	0.0	15.22603	32.79729	62.59297	0.0	0.0	0.0	33.33333	33.33333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.104568214285713	ReDeconv	2Median_1000_1500	T00_v2_FFPE-5_5905_3
0.0	0.0	40.1475	0.0	24.72456	25.04462	0.0	24.59383	0.0	0.0	1.15721	24.84146	24.94627	0.0	0.0	6.36324	17.81662	0.01105	3.17797	2.02014	0.0	0.59869	0.0	0.0	0.0	0.0729	0.61974	0.0	7.00485	ReDeconv	2Median_1000_1500	T00_v2_FFPE-3_5333_4
