pancreatic stellate cell	tissue-resident macrophage	hepatocyte	intrahepatic cholangiocyte	endothelial cell of arteriole/endothelial cell of venule	colon endothelial cell	myeloid dendritic cell	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	Bergmann glial cell/astrocyte/ependymal cell	mesenchymal stem cell/tendon cell	pancreatic a cell/pancreatic d cell/type b pancreatic cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	serous cell of epithelium of trachea	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	duct epithelial cell/ionocyte	OPC/astrocytes/oligodendrocytes	capillary endothelial cell/endothelial cell of artery	neuron	ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	oligodendrocyte precursor cell	acinar cell of salivary gland	neutrophil	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	salivary gland cell	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	progenitor cell of mammary luminal epithelium	pulmonary ionocyte	fast muscle cell/slow muscle cell	duct epithelial cell/ionocyte/mucus secreting cell	bladder urothelial cell	neurons	luminal epithelial cell of mammary gland	enteroendocrine cell of small intestine	erythrocyte/platelet	pancreatic stellate cell/smooth muscle cell	central nervous system macrophage	enterocyte of epithelium proper of duodenum	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	basal cell/medullary thymic epithelial cell	intestinal tuft cell/tuft cell of colon	cd8-positive, alpha-beta thymocyte/thymocyte	type ii pneumocyte	myometrial cell	cd4-positive, alpha-beta thymocyte	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	mesothelial cell	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	plasma cell	club cell/type i pneumocyte	melanocyte/progenitor cell of mammary luminal epithelium	gamma-delta t cell	pancreatic d cell/type b pancreatic cell	epithelial cell of uterus	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	tracheal goblet cell	medullary thymic epithelial cell	melanocyte	basal cell	large intestine goblet cell	mural cell/pericyte	macrophage	sebum secreting cell	pancreatic a cell	pulmonary ionocyte/respiratory goblet cell	pancreatic ductal cell	myoepithelial cell	mucus secreting cell/respiratory goblet cell	basophil/mast cell	neuro-medullary thymic epithelial cell	regular atrial cardiac myocyte/ventricular cardiac muscle cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	common myeloid progenitor/erythroid progenitor cell	oligodendrocyte	pancreatic acinar cell	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	kidney epithelial cell	erythroid progenitor cell	serous cell of epithelium of bronchus	choroid plexus epithelial cell	langerhans cell	common myeloid progenitor/hematopoietic stem cell	enteroglial cell	mesothelial cell/schwann cell	innate lymphoid cell	schwann cell	type i pneumocyte	stratified squamous epithelial cell	mature nk t cell/natural killer cell	microglia	myo-medullary thymic epithelial cell	smooth muscle cell	basal cell of prostate epithelium	leukocyte	club cell	ciliated epithelial cell/epithelial cell of uterus	cardiac endothelial cell	luminal cell of prostate epithelium	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	b cell	taste receptor cell	hematopoietic stem cell	Method	Sample
0.0	0.0	0.0	0.48479	0.0	0.0	1.13342	0.0			0.75814	0.00292	24.73069	0.03443		0.0	0.54762	0.0		0.0	2.73936		0.0	7.0318		0.5315	0.27275	2.07625	0.78155	0.0		0.0	1.38622	0.82889	0.0	2.1658			0.73918	0.0			9.57821	0.0	0.0	0.0		0.15667		0.0	0.0			0.85309		0.52096		0.0	0.0	0.0	0.0		1.90089	0.0	0.00465			0.06898	0.40352	0.0	1.18699	0.04833	0.62192		0.0			0.0	0.0	0.29939	6.1964	0.06111		0.0	2.51103	0.0		0.0	0.51983	0.0	0.17336	0.32571	1.51069	0.1892	0.09331	1.03844	0.0	0.02236		2.71565	0.0	14.88052	7.30177	0.5717		CIBERSORTx	prevail_cu_cfrna_185
0.0	0.0	0.0	0.478	1.16565	0.0	0.0	0.0			0.81301	0.0	12.48801	0.0868		0.0	0.58936	0.0		0.0	2.81805		0.0	0.55236		0.82127	0.06238	2.53236	0.09858	0.00811		0.0	1.22019	1.18481	0.0	1.17939			0.4565	0.0			12.41519	0.0	0.0	0.0		0.28441		0.09371	0.0			0.0		0.0		0.0	0.0	0.1923	0.0		2.77246	0.0	0.0			0.0	0.10719	0.0	1.80766	0.06345	0.0		0.0			0.00673	0.0	0.37858	0.85263	0.05318		0.91219	6.97716	0.0		0.0	0.83424	0.0	0.0	5.47828	1.01303	0.06351	0.0	1.6883	0.0	0.0		3.87376	0.0	16.29963	15.18858	2.08899		CIBERSORTx	prevail_cu_cfrna_228
0.0	0.0	0.0	0.01949	0.63759	0.10283	2.01952	0.96848			0.79248	0.00362	18.65343	1.27878		0.0	0.5443	0.04313		0.0	0.0		0.0	0.0		0.51559	0.0	0.31722	0.2091	0.01406		0.11989	0.45502	0.88745	0.0	1.80029			1.02559	0.0			17.36753	0.0	0.0	0.0		0.78775		0.11998	0.0			0.05963		0.0		0.0	0.0	2.14808	0.0		1.46091	0.20746	0.0			0.02578	0.19209	0.0	1.54186	0.92321	0.0		0.0			0.0008	0.0	0.11974	0.0	0.16846		0.09954	7.66198	0.0		0.0	0.0	0.0	0.0	3.32123	1.63434	0.0	0.40423	0.13363	0.0	0.0		4.09517	0.0	18.26343	7.99047	0.86484		CIBERSORTx	prevail_cu_cfrna_230
0.0	0.0	0.0	0.0	0.54678	0.0	0.0	0.0			0.00381	0.63119	18.71347	0.27952		0.33392	0.32159	0.0		0.00307	0.41307		0.0	6.40253		1.78519	0.28948	0.99356	0.35062	0.0		0.05689	1.83287	0.2432	0.0	0.28827			2.9366	0.0			12.14403	0.0	0.0	0.0		0.46091		0.31336	0.57274			0.8367		0.18849		0.0	0.0	0.0	0.0		1.15092	3.96959	0.17215			0.03628	1.33153	0.07608	3.78898	0.12596	2.14817		0.0			0.01724	0.0	0.45666	2.65459	0.0		2.72616	2.49059	0.0		0.0	1.00885	0.0	0.0	2.61735	1.67699	0.0	0.95865	1.09746	0.0	0.0		5.73935	0.0	10.23011	1.94237	2.64215		CIBERSORTx	prevail_cu_cfrna_191
0.0	0.0	0.08765	0.31846	0.65832	0.53438	0.0	0.0			0.30288	0.0	17.15696	1.87433		0.0	0.31644	0.0		0.71334	0.74639		0.0	3.0222		4.23982	0.63642	1.3184	0.4153	0.01085		0.0	1.70884	1.50371	0.0	0.0			0.93842	0.0			10.51597	0.0	0.0	0.0		0.50002		0.0	0.00594			0.0194		0.59767		0.0	0.0	0.0	0.0		1.46173	0.07186	0.09445			0.0	0.37444	0.07737	2.53904	1.34461	0.0		0.0			0.01036	0.0	0.56842	0.97006	0.01883		1.08022	7.27687	0.0		0.0	0.84762	0.0	0.0	6.92411	2.19051	0.20116	0.52164	0.56493	0.0	0.0		5.66244	0.0	13.82451	3.72836	1.50437		CIBERSORTx	prevail_cu_cfrna_192
0.0	0.0	0.0	0.95561	0.77448	0.0	0.0	0.0			0.48217	0.0	13.77685	0.48403		0.36442	0.0	0.0		0.33297	2.3374		0.0	9.61052		1.31363	0.20391	1.86592	0.3923	0.0		0.0	2.099	1.04051	0.0	1.01349			1.28053	0.0			11.68631	0.0	0.0	0.0		0.70287		0.0	0.19443			0.0		0.24697		0.0	0.0	0.0	0.0		2.20093	0.31221	0.0707			0.0	0.68686	0.073	0.96422	1.03954	0.05999		0.0			0.0054	0.0	0.36002	1.15846	0.0162		1.26253	3.7548	0.0		0.0	0.88089	0.0	0.0	5.85	1.93417	0.19927	0.0	2.46258	0.0	0.0		4.92197	0.0	13.84322	4.17697	2.60773		CIBERSORTx	prevail_cu_cfrna_193
0.0	0.0	0.0	0.60251	0.01071	0.0	0.0	0.0			0.23041	0.0	17.76099	1.15978		0.00575	0.23005	0.0		0.0	0.81736		0.0	5.53314		2.55413	0.2979	1.89626	0.56647	0.0		0.0	1.46625	0.62352	0.0	0.1836			0.55033	0.0			13.94588	0.2602	0.0	0.0		0.7563		0.0	0.31981			0.1599		0.69945		0.0	0.0	0.0	0.0		1.15029	0.0	0.05969			0.0	0.82301	0.08174	2.66626	0.3835	0.07269		0.0			0.00702	0.0	0.37916	0.27814	0.03504		0.26625	6.35584	0.0		0.0	0.99563	0.0	0.0	4.83219	3.01521	0.07598	0.37012	1.44661	0.0	0.0		4.92355	0.0	12.32874	6.07557	2.74705		CIBERSORTx	prevail_cu_cfrna_194
0.0	0.0	0.0	0.08001	0.0	1.13322	0.0	0.0			0.5366	0.0382	24.54487	1.03467		0.17203	0.16956	0.0		0.0	0.66756		0.03441	0.0		2.26969	0.51483	1.46876	0.43226	0.03124		0.00933	1.67876	0.60875	0.0	0.16096			0.76425	0.0			10.49168	0.0	0.0	0.0		1.05146		0.0	0.16257			0.0		0.43164		0.0	0.0	0.0	0.0		1.17544	5.39773	0.17103			0.07972	1.26194	0.16232	2.2006	0.15676	0.0		1.83268			0.05343	0.0	1.22623	0.0	0.0		2.458	7.34921	0.0		0.0	1.05146	0.0	0.0	5.77795	1.66346	0.01869	0.29637	0.87961	0.0	0.0		6.70697	0.0	7.4338	1.40632	2.75296		CIBERSORTx	prevail_cu_cfrna_195
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.25927	0.0	16.86262	2.4802		0.0	0.08927	0.58861		0.07598	1.38711		0.01941	3.50316		3.30858	0.02924	0.92471	0.52661	0.0		0.0	3.64437	0.0	0.0	0.48692			0.02927	0.25126			20.43417	0.0	0.0	0.0		0.31151		0.0	0.02465			1.98638		0.0		0.0	0.0	0.09864	0.0		1.71132	0.0	0.0			0.0	0.58802	0.01135	0.8104	0.01056	1.10445		0.0			0.0	0.0	0.19382	0.89972	0.0		1.45222	0.68005	0.0		0.0	0.44812	0.0	0.0	7.01059	0.0	0.0	0.86098	0.89438	0.48695	0.0		7.83805	0.0	15.22096	1.2891	1.16701		CIBERSORTx	prevail_cu_cfrna_196
0.0	0.0	0.0	0.34973	0.0	0.0	0.54857	0.0			1.00327	0.0	21.22287	0.17679		0.0	0.35612	0.0		0.0	1.6518		0.02316	15.05437		0.50622	0.01321	2.30576	0.49757	0.02119		0.0	1.47245	0.6979	0.0	0.77771			0.38009	0.0			10.23196	0.0	0.0	0.0		0.322		0.27152	0.0			0.15155		0.0		0.0	0.0	0.0	0.0		1.73463	0.0	0.11274			0.05508	0.9612	0.0	1.83418	0.11571	0.0		0.0			0.00408	0.0	1.22703	10.94834	0.06771		0.0	1.96795	0.0		0.0	0.45273	0.87648	0.0	1.73938	1.26507	0.0	0.4495	1.73473	0.0	0.0		2.57108	0.0	8.94226	4.18717	0.71714		CIBERSORTx	prevail_cu_cfrna_197
0.0	0.0	0.0	0.48373	0.08524	0.0	1.05745	0.0			1.35398	0.0076	22.03692	0.47482		0.0	0.32678	0.0		0.09797	1.47592		0.0	9.45491		0.74913	0.36416	1.90223	0.55226	0.01115		0.0	1.67239	1.1506	0.0	0.66213			0.58278	0.0			11.16025	0.0	0.0	0.0		0.0		0.0	0.0			1.09138		0.36031		0.0	0.0	0.36763	0.0		2.05683	0.0	0.0			0.01698	0.97877	0.0	2.64575	0.70386	0.12102		0.0			0.0	0.0	0.97701	5.73849	0.02203		0.0	5.62724	0.0		0.0	0.60203	0.16951	0.0	4.00703	1.38213	0.10984	0.35468	0.22532	0.0	0.0		4.87502	0.0	10.3641	0.47572	1.06488		CIBERSORTx	prevail_cu_cfrna_272
0.0	0.0	0.0	0.83473	0.0	0.10921	0.15014	0.0			0.84657	0.0	16.05253	0.0		0.0	0.61881	0.0		0.0	3.91233		0.0	8.37701		0.9645	0.0	3.8253	0.16823	0.0		0.0	1.36474	1.1788	0.0	0.0			1.26316	0.0			10.05115	0.0	0.0	0.0		0.0		0.09031	1.61682			0.0		0.54023		0.0	0.0	0.0	0.0		1.34299	0.0	0.03764			0.04142	0.0	0.09621	0.52367	0.04961	0.22751		0.0			0.0	0.0	1.01523	14.94954	0.0		0.0	1.22189	0.0		0.0	0.88596	0.0	0.0	3.73161	1.72325	0.21931	0.0	2.09977	0.0	0.0		4.36617	0.0	10.85268	3.30297	1.348		CIBERSORTx	prevail_cu_cfrna_278
0.0	0.0	0.0	0.61651	0.37139	0.0	0.0	0.0			0.65651	0.0	20.68082	0.1832		0.00321	0.51172	0.0		0.0	1.91918		0.0	11.50189		0.07491	0.15404	2.86178	0.04285	0.00748		0.0	1.01148	0.59193	0.0	0.12003			0.45853	0.0			12.30241	0.0	0.0	0.0		0.67949		0.0	0.0			1.63793		0.07635		0.0	0.0	0.22101	0.0		3.00153	0.0	0.0			0.0	0.4323	0.08058	1.43365	0.24751	0.0		0.0			0.01125	0.0	1.19199	1.96977	0.0		0.80387	2.59734	0.0		0.0	1.25544	0.07735	0.0	2.99041	1.92101	0.0	0.11618	2.76052	0.0	0.0		3.58896	0.0	13.78635	3.42641	1.62292		CIBERSORTx	prevail_cu_cfrna_271
0.0	0.0	0.0	0.99631	0.0	1.02493	0.79779	0.0			0.53675	0.0	19.10655	0.0		0.0	0.60294	0.0		0.0	4.56502		0.0	15.08375		0.95832	0.0	4.34433	0.0	0.0		0.0	1.39198	0.26821	0.0	0.0			0.39905	0.0			9.5509	0.01417	0.0	0.0		0.70079		0.02136	0.22628			0.0		1.44424		0.0	0.0	0.11789	0.0		0.76826	0.0	0.0			0.0	0.13292	0.25524	0.01477	1.17404	0.04615		0.0			0.05432	0.12536	1.45026	3.75309	0.0		0.0	0.60166	0.0		0.0	0.6055	0.12845	0.0	4.78046	1.81311	0.2522	1.02143	2.11415	1.38006	0.0		5.58281	0.0	9.64645	1.53671	0.61107		CIBERSORTx	prevail_cu_cfrna_270
0.0	0.0	0.0	0.60782	0.30594	0.0	0.0	1.58591			0.67587	0.0037	9.99938	0.45911		0.09367	0.52189	0.0		0.0	2.58054		0.0	0.48889		1.59868	0.19057	1.11255	0.34057	0.01514		0.02626	1.07471	1.0694	0.0	2.93641			0.5519	0.0			13.4963	0.0	0.0	0.0		0.21681		0.08348	0.0			0.0		0.0		0.0	0.0	0.37677	0.0		2.2565	0.3592	0.0			0.0	0.72808	0.08869	3.36104	0.05106	0.0		0.0			0.0	0.0	0.75745	2.66189	0.0		1.41439	10.25778	0.0		0.0	0.87463	0.0	0.0	5.9031	1.18991	0.0028	0.0	1.0674	0.0	0.0		3.77338	0.0	12.9547	9.87059	2.01514		CIBERSORTx	prevail_cu_cfrna_234
0.0	0.0	0.0	1.11749	0.0	0.88774	0.57219	0.0			0.79703	0.00273	18.337	0.02362		0.0	0.18575	0.0		0.44304	0.79965		0.00267	9.35063		1.53889	0.33736	2.57968	0.86614	0.00609		0.0	1.65958	0.70551	0.0	1.79631			0.77368	0.0			15.4916	0.0	0.0	0.0		0.0		0.0654	0.02279			0.48009		0.1816		0.0	0.0	0.0	0.0		1.82064	0.0	0.0			0.0384	1.36119	0.0	3.27749	0.0425	0.0		0.0			0.0	0.0	0.93235	7.87028	0.06811		0.0	2.72306	0.0		0.0	0.55449	0.0	0.0	1.69256	2.08505	0.0933	0.28245	1.84762	0.0	0.0		5.94009	0.0	5.98573	3.13595	1.22446		CIBERSORTx	prevail_cu_cfrna_235
0.0	0.0	0.0	1.71946	0.0	1.1211	0.0	0.0			0.60265	0.00321	15.76869	0.0		0.14468	0.73837	0.0		0.53908	4.04661		0.0	15.14133		1.4798	0.40498	1.9152	0.46652	0.0		0.0	1.76535	1.80145	0.0	0.00028			1.52862	0.0			10.6321	0.04478	0.0	0.0		1.75351		0.0	0.28989			0.0808		0.50918		0.0	0.0	0.0	0.0		3.04029	0.0	0.02326			0.09236	1.60093	0.10507	1.43672	0.03026	0.0		1.02905			0.0	0.0	0.82504	4.09274	0.0539		0.51667	0.60487	0.0		0.0	1.67554	0.0	0.0	2.39857	0.97302	0.94808	0.0	1.70791	0.0	0.0		6.39692	0.0	4.90509	3.9579	1.08817		CIBERSORTx	prevail_cu_cfrna_269
0.0	0.0	0.0	0.24817	0.0	0.0	2.00796	0.0			1.06761	0.02349	17.16904	0.65323		0.09425	0.48517	0.0		0.02902	1.8378		0.01079	7.18628		1.42351	0.39593	1.66623	0.75525	0.02996		0.17026	1.71714	0.0	0.0	0.05319			0.53474	0.0			12.45715	0.0	0.0	0.0		0.68376		0.0	0.03878			1.78507		0.52267		0.0	0.0	0.47602	0.0		1.84743	0.0	0.0			0.0	1.43909	0.0	3.80254	0.32098	0.02169		0.0			0.03526	0.0	0.95866	2.85247	0.06724		0.0	9.00314	0.0		0.0	0.52623	0.12408	0.0	2.59227	1.37198	0.0	1.31555	0.54637	0.85014	0.0		3.36788	0.0	11.35457	2.34512	1.73483		CIBERSORTx	prevail_cu_cfrna_236
0.0	0.0	0.0	0.0	0.0	0.0	6.86501	0.0			0.0		8.05968	0.0		0.0	0.0	0.0		0.0	0.0		0.0	19.13421		0.0		0.0	0.0	0.0		0.0	3.34109	0.31353	0.0	8.31065			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00962		0.0	3.51657	0.0	0.0	4.46856	0.0		0.0			0.0	0.0	0.0	0.0	0.0		1.51757	0.0	0.0		0.0	0.0	9.43635	0.0	0.0	12.6188	0.0	11.59909	0.0	0.0	0.0		10.80927	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_206
0.0	0.0	0.0	0.0	0.0	0.0	4.16312	0.0			0.0		11.32537	0.0		0.0	0.0	0.0		0.0	0.0		0.0	40.03489		0.0		0.0	0.0	0.0		0.0	2.23791	6.05817	0.0	4.70157			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.11014	1.83729	0.0		0.0			0.0	0.0	0.0	0.0	0.0		1.65174	0.0	0.0		0.0	0.0	3.80008	0.0	0.0	10.62746	0.0	5.51089	0.0	0.0	0.0		7.94136	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_211
0.0	0.0	0.0	0.0	0.0	0.0	2.82465	0.0			0.0		8.72877	0.0		0.0	0.0	0.0		0.0	0.0		0.0	26.64052		0.0		0.0	0.0	0.0		0.0	2.67422	4.81879	0.0	6.97202			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.48813	0.0		0.0			0.0	0.0	0.0	0.0	0.0		7.79084	0.0	0.0		0.0	1.41961	6.24602	0.0	0.0	11.96223	0.0	6.38269	0.0	0.0	0.0		12.05152	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_223
0.0	0.0	0.0	0.0	0.0	0.0	0.39245	0.0			0.0		13.42026	0.0		0.0	0.0	0.0		0.0	0.0		0.0	15.50082		0.0		0.0	0.0	0.0		0.0	3.94472	8.48242	0.0	7.12903			0.0	0.0		0.0	5.12499	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1.06739	0.0	1.13141	1.96995	0.0		0.0			0.0	0.0	0.0	0.0	0.0		6.79091	0.0	0.0		0.0	2.38712	5.55401	0.0	0.0	10.83319	0.0	4.82363	0.0	0.0	0.0		11.44772	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_215
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0		6.71281	0.0		0.0	0.0	0.0		0.0	0.0		0.0	19.50177		0.0		0.0	0.0	0.0		0.0	2.52256	5.37144	0.0	8.66543			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	2.4487	0.0	0.0		0.0	1.60829	0.0	0.0	3.76231	0.0		0.0			0.0	0.0	0.0	0.0	0.0		8.21016	0.0	0.0		0.0	0.35623	7.67107	0.0	0.0	11.44524	0.0	8.6787	0.0	0.0	0.0		13.04529	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_202
0.0	0.0	0.0	0.0	0.0	0.0	3.85252	0.0			0.0		12.87891	0.0		0.0	0.0	0.0		0.0	0.0		0.0	13.4296		0.0		0.0	0.0	0.0		0.0	5.25142	7.62399	0.0	8.80781			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.1657	0.0	0.0		0.0	0.98412	0.0	0.0	2.49585	0.0		0.0			0.0	0.0	0.0	0.0	0.0		4.91236	0.0	0.0		0.0	2.40483	7.10699	0.0	0.0	11.47271	0.0	6.75668	0.0	0.0	0.0		11.85651	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_224
0.0	0.0	0.0	0.0	0.0	0.0	2.31202	0.0			0.0		9.78616	0.0		0.0	0.0	0.0		0.0	0.0		0.0	19.77206		0.0		0.0	0.0	0.0		0.0	3.83545	9.38503	0.0	9.80254			0.0	0.0		0.0	5.81437	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02304		0.0	0.0	0.0	1.99494	1.4151	0.0		0.0			0.0	0.0	0.0	0.0	0.0		6.90494	0.0	0.0		0.0	2.51235	4.02556	0.0	0.0	8.42734	0.0	4.67675	0.0	0.0	0.0		9.31234	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_199
0.0	0.0	0.0	0.0	0.0	0.0	7.39214	0.0			0.0		7.55351	0.0		0.0	0.0	0.0		0.0	0.0		0.0	42.37818		0.0		0.0	0.0	0.0		0.0	2.37192	0.0	0.0	5.17309			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.51495	0.0	0.0	2.28275	0.0		0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	6.03469	0.0	0.0	11.74426	0.0	8.22527	0.0	0.0	0.0		6.32924	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_204
0.0	0.0	0.0	0.0	0.0	0.0	15.32021	0.0			0.0		12.06799	0.0		0.0	0.0	0.0		0.0	0.0		0.0	27.68596		0.0		2.14118	0.66044	1.49363		0.0	5.43508	0.0	0.0	5.63495			0.0	0.0		0.0	8.0566	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.22257		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.43195	0.0	0.0	0.0	0.0		0.0			0.0	0.0	0.0	0.0	1.62687		0.0	0.0	0.0		0.0	0.0	4.12906	0.0	0.0	8.25612	0.0	5.94053	0.0	0.0	0.0		0.89687	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_217
0.0	0.0	0.0	0.0	0.0	0.0	6.30084	0.0			0.0		11.53434	0.0		0.0	0.0	0.0		0.0	0.0		0.0	31.34829		0.0		0.0	0.0	0.0		0.0	2.61732	0.22153	0.0	8.02935			0.0	0.0		0.0	1.0088	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.66309	0.0	0.0	2.03029	0.0		0.0			0.0	0.0	0.0	0.0	0.0		0.64495	0.0	0.0		0.0	0.0	6.54655	0.0	0.0	11.44943	0.0	7.96654	0.0	0.0	0.0		9.63867	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_216
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0		8.36624	0.0		0.0	0.0	0.0		0.0	0.0		0.0	27.2849		0.0		0.0	0.0	0.0		0.0	1.78829	5.75436	0.0	8.91849			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.08118	0.0	0.0		0.0	0.0	0.0	2.21905	3.40451	0.0		0.0			0.0	0.0	0.0	0.0	0.0		7.27621	0.0	0.0		0.0	0.05521	6.12533	0.0	0.0	12.53277	0.0	6.82051	0.0	0.0	0.0		9.37296	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_219
0.0	0.0	0.0	0.0	0.0	0.0	3.79221	0.0			0.0		7.75771	0.0		0.0	0.0	0.0		0.0	0.0		0.0	13.9632		0.0		0.0	0.0	0.0		0.0	2.52225	5.10157	0.0	9.24416			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.09947	0.0	0.0		0.0	1.59667	0.0	0.0	4.45677	0.0		0.0			0.0	0.0	0.0	0.0	0.0		7.18209	0.0	0.0		0.0	0.0	8.88578	0.0	0.0	12.95518	0.0	10.20481	0.0	0.0	0.0		11.23813	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_220
0.0	0.0	0.0	0.0	0.0	0.0	8.43134	0.0			0.0		11.93599	0.0		0.0	0.0	0.0		0.0	0.0		0.0	17.90574		0.0		0.0	0.0	0.0		0.0	3.89747	7.213	0.0	7.46347			0.0	0.0		0.0	3.13923	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.06974	0.0	0.0	2.27374	0.0		0.0			0.0	0.0	0.0	0.0	0.0		1.74139	0.0	0.0		0.0	0.1124	6.12693	0.0	0.0	11.38865	0.0	6.64553	0.0	0.0	0.0		11.65538	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_205
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0		5.43217	0.0		0.0	0.0	0.0		0.0	0.0		0.0	26.67356		0.0		0.0	0.0	0.0		0.0	3.95764	5.37578	0.0	8.3089			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	3.71222	0.0	0.0		0.0	1.47629	0.0	1.58738	3.73666	0.0		0.0			0.0	0.0	0.0	0.0	0.0		2.70148	0.0	0.0		0.0	0.83726	5.97633	0.0	1.20235	11.90508	0.0	3.07231	0.0	0.0	0.0		14.04458	0.0	0.0	0.0	0.0		NNLS	prevail_cu_cfrna_225
