NAME	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood
PRRG4	3.9435	3.533499999999999	3.72375	5.93125	1.969	8.443249999999999	7.2785	1.2037499999999999	11.077999999999996	4.89625	13.430500000000002	5.089500000000001	89.15225000000001	3.27525	18.091249999999995	24.523	17.281499999999998	39.293000000000006	1.6635	51.0	6.267250000000001	14.698999999999998	19.65675	47.00299999999999	10.992250000000002	7.370749999999998	7.7965	3.08275	14.620749999999996	10.65775
BSPRY	1.3904999999999998	6.5104999999999995	1.18875	2.90625	5.243500000000001	12.77225	1.985	1.0365	8.725999999999999	2.46375	18.379	1.666	50.340500000000006	2.18875	19.749	1.796	11.090500000000002	53.1935	1.047	1.35375	48.88099999999999	22.192	11.165000000000003	49.13974999999999	9.269	2.196	44.672250000000005	8.108	54.163250000000005	2.053
WFDC1	4.01475	22.8285	56.42725	42.29625	11.355	3.871	5.8395	1.16725	1.037	68.80799999999999	26.173	17.101	6.085	2.5635	13.55175	3.252	28.227999999999994	4.5390000000000015	1.37325	7.961999999999998	1.38825	6.9510000000000005	61.30050000000001	3.49975	12.37925	4.739000000000001	13.070249999999996	17.805499999999995	5.60525	1.4740000000000002
DLG2	4.99725	45.474	10.40575	7.95	123.5145	4.64875	12.259	1.706	1.851	11.968999999999996	6.035500000000001	11.8565	12.39575	5.51775	6.11275	3.8410000000000006	5.443999999999999	7.6179999999999986	2.53325	7.040749999999999	5.025500000000001	52.26549999999999	9.515	46.22324999999999	4.320500000000001	4.05525	5.249499999999999	13.668750000000003	21.91	1.217
RBP5	4.948	7.980499999999998	2.4905	5.2445	1.584	5.959	6.1235	2.71825	4.2565	3.41975	5.647	3.2875	3.4199999999999995	1.7814999999999999	165.39325	100.69849999999992	4.39	4.208	1.34825	5.114749999999999	3.18325	6.79275	9.33125	3.20075	12.187249999999999	63.860499999999995	4.2097500000000005	4.4085	6.8565	2.5405
IRX3	6.936999999999999	8.214999999999998	5.547750000000001	2.4857500000000003	2.388	48.34925	5.0775	16.727000000000004	1.037	1.32525	1.2865	1.525	41.06925	22.776000000000007	15.887749999999995	1.775	18.652500000000003	58.97149999999999	6.654000000000001	1.98075	3.2475	11.672749999999995	33.690250000000006	96.60025	1.5887499999999997	1.15425	23.64375	1.9685	13.046499999999998	1.1595
ELOVL6	9.346	30.31899999999999	5.2875	11.509499999999996	20.7295	7.476499999999999	9.0215	37.987	20.888000000000005	5.32325	22.311	7.332	42.7965	3.7142499999999994	10.52475	47.787000000000006	11.714499999999996	8.683499999999999	1.92	10.45275	3.77	18.702250000000006	7.681499999999998	48.47149999999999	15.097000000000005	8.041250000000002	14.10225	4.81725	6.391500000000001	3.931
RASGRF2	40.5975	4.698	9.662	13.158999999999997	26.8555	35.596000000000004	32.9695	2.09875	1.7109999999999999	15.014	9.581	11.959	5.139749999999999	10.9665	19.26825	2.5515	13.564	8.343500000000002	7.20125	50.98125	3.95175	22.87325	20.946999999999996	6.3695	14.598	12.099	8.789250000000001	12.899	27.486750000000004	4.08675
CPNE5	8.815750000000001	2.4095	3.3065	7.8054999999999986	39.80300000000001	5.97625	12.2505	1.15625	26.3755	6.184250000000001	11.2385	4.5735	5.15925	87.26624999999999	6.82875	1.7155	6.452	7.813499999999999	1.3657499999999998	4.55025	1.6849999999999998	23.70075	10.39975	4.23825	15.56925	42.80924999999999	5.65775	72.65575000000001	7.55875	20.14125
CLIC2	35.761250000000004	8.165	11.746499999999996	14.58625	5.605499999999999	31.221000000000004	22.573499999999996	3.928750000000001	10.428	13.6425	12.666	15.2195	7.29425	11.2655	8.186249999999998	3.1365	46.1905	10.834500000000002	4.404	17.983249999999998	3.791499999999999	8.092499999999998	8.988749999999998	10.566249999999997	18.1475	48.99724999999997	8.115	3.65	45.5385	4.734000000000001
