	Adipose	Adrenal_gland	Arteries	Bladder	Brain	Breast	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole_blood
T00_v2_FFPE-2_709011_4	0.0026567394	0.007703746	0.021085892	0.13542537	0.2879546	0.004914638	0.04919144	0.0016800478	0.007294105	0.0010067399	0.048453446	0.008164527	4.2300694e-06	1.5168395e-05	0.0014097261	0.018386748	0.003696543	0.0011354203	0.03831173	0.015984114	0.11961748	0.045464806	0.008943357	0.054677553	0.012403631	0.025926964	0.00065303844	0.016773868	0.057303876	0.0037604237
T00_v2_FFPE-2_608040_4	0.000736253	0.011623515	0.013371751	0.09991596	0.06398976	0.044950165	0.012113076	0.0041760746	0.0014236075	0.010698334	0.12180069	0.013065079	1.17391004e-07	0.018511739	0.00073635555	0.07614796	0.009968233	0.00047909145	0.03451276	0.012929042	0.051173653	0.11518349	0.012096403	0.059560392	0.023162447	0.0034458386	0.0005403863	0.035647523	0.14592241	0.0021178217
T00_v2_FFPE-2_981110_5	0.0015061757	0.0090012895	0.013908068	0.13057266	0.063456796	0.02916363	0.008257069	0.00091138587	0.0013945013	0.0025980389	0.12885086	0.0102189705	1.095172e-07	0.0067653577	0.05799485	0.08414926	0.014128139	0.00025143	0.03455772	0.014686061	0.075162016	0.071332194	0.003494612	0.05231069	0.03676513	0.006494322	0.00042418958	0.029385077	0.10772548	0.004533973
T00_v2_FFPE-2_705318_4	0.0061306255	0.0050589805	0.017530724	0.12276128	0.07337662	0.005287616	0.0064308154	0.0025851591	0.0026780367	0.08220675	0.106392056	0.018174	5.5159677e-07	3.7688294e-06	0.028227706	0.05175866	0.019832138	0.0017982242	0.079310834	0.008530988	0.0644257	0.07573925	0.0068110395	0.067496635	0.04361132	0.010078921	0.00035099417	0.023797575	0.066111885	0.003501266
T00_v2_FFPE-2_10767_4	0.003798787	0.007132358	0.025340358	0.13056193	0.22565603	0.004113287	0.025890077	0.0026351463	0.0049524675	0.017347919	0.05470836	0.01496444	2.0510279e-06	6.4161254e-06	0.0009675679	0.025321577	0.008560682	0.0014203974	0.043368433	0.0113719385	0.08963098	0.07554107	0.01043665	0.07979171	0.021346105	0.027784942	0.00040230853	0.02364086	0.060668465	0.0026366997
T00_v2_FFPE-2_564750_4	0.0068083084	0.005020402	0.019912226	0.12733504	0.07527587	0.0061129304	0.008747658	0.00059870793	0.0017809679	0.0051405323	0.13193245	0.009518482	2.1139201e-06	6.1965816e-06	0.16969775	0.04466659	0.0072516515	0.0011412932	0.05376332	0.009626532	0.060805492	0.07402361	0.0017354664	0.0214389	0.054718483	0.021453775	0.0006289532	0.016826775	0.053590186	0.010439319
T00_v2_FFPE-2_922981_4	0.005136398	0.0068611675	0.021551376	0.13401034	0.14981838	0.0070340233	0.0099979	0.000672957	0.0028024602	0.010220163	0.10942198	0.013261556	2.6076108e-07	0.00010978348	0.046699673	0.054544445	0.012479689	0.000645005	0.04259263	0.015977474	0.09334351	0.028681276	0.004250691	0.068339705	0.03176414	0.018681906	0.00033326578	0.023320857	0.08281874	0.004628295
T00_v2_FFPE-2_642390_5	0.00036030525	0.01173276	0.015169266	0.09238077	0.025959434	0.048839677	0.0072893593	0.0023053798	0.003034905	0.0017607542	0.11919832	0.016244384	3.2257856e-07	0.108625926	0.0061338292	0.045903947	0.0071790842	0.0002874817	0.029402323	0.013894105	0.08951324	0.07616002	0.011342261	0.04806906	0.02330426	0.0021810322	0.0008051905	0.028195506	0.16215183	0.0025752508
T00_v2_FFPE-2_978017_5	0.0042986413	0.007581229	0.024928607	0.13699429	0.23990946	0.0032653706	0.029999293	0.0017462274	0.0072741793	0.0059414017	0.050224543	0.013799579	1.9859879e-06	6.4171113e-06	0.0031403543	0.02347819	0.0062809084	0.0012790869	0.041437075	0.012854719	0.107369974	0.056287713	0.0090614	0.075067215	0.021425417	0.03220602	0.00043968848	0.020768808	0.059175882	0.0037562738
T00_v2_FFPE-2_779480_4	0.0046968358	0.0072542815	0.025169577	0.15144336	0.19014174	0.0027434828	0.025506124	0.0010902741	0.010234469	0.0035860399	0.047002476	0.014568408	3.3138622e-06	1.9361723e-06	0.021732023	0.021672456	0.0037742825	0.0014831474	0.04488113	0.014660769	0.11879684	0.06579799	0.007214997	0.06378921	0.032812744	0.038454767	0.0004988279	0.018805273	0.056996625	0.0051865913
T00_v2_FFPE-2_214487_5	0.0069891224	0.006310129	0.016084442	0.11822275	0.019230807	0.0061824885	0.0027938073	0.0018844221	0.0030065181	0.09435674	0.11389233	0.017561562	4.18163e-07	6.9838875e-06	0.057856843	0.0710008	0.025751233	0.0016382827	0.08516409	0.006664577	0.04806575	0.08780694	0.0063529033	0.06109963	0.05061666	0.00400159	0.00037265595	0.023486672	0.059169717	0.0044291145
T00_v2_FFPE-2_97781_4	0.00097403914	0.0070067104	0.015963538	0.21096534	0.016925009	0.00738586	0.010259631	0.0035710174	0.0012735664	0.009942082	0.058188196	0.017589018	6.19767e-06	1.5845203e-06	0.005413801	0.03253463	0.002467248	0.0014598686	0.05458807	0.009512859	0.04633231	0.30949247	0.008770667	0.055025212	0.032809313	0.0051567242	0.00030673403	0.019801974	0.05315609	0.0031201954
T00_v2_FFPE-2_809577_5	0.003356473	0.0053894683	0.009789954	0.09139873	0.01735427	0.014548412	0.003941362	0.0039891074	0.0013877278	0.12444009	0.120680965	0.016939476	1.7965998e-07	8.1434795e-05	0.0030124004	0.094188124	0.027011657	0.001778289	0.087128356	0.0048923003	0.03332567	0.113237716	0.00857373	0.07135005	0.028058974	0.0021907273	0.00030178847	0.03717229	0.0721572	0.0023230773
T00_v2_FFPE-2_589153_5	0.03506313	0.009217323	0.02577176	0.04848155	0.023729136	0.0031610893	0.0025385062	0.0002115692	0.002354407	0.020641241	0.12743856	0.012413505	1.5397992e-06	6.2323976e-05	0.31958115	0.068501525	0.018370438	0.0016797122	0.03699138	0.0059013567	0.02748871	0.010219793	0.0015321026	0.016465569	0.085121214	0.014885287	0.0014459677	0.017134935	0.05346618	0.010129066
T00_v2_FFPE-2_876136_4	0.0028570322	0.0049924315	0.018409183	0.14064462	0.14769296	0.008745458	0.0128661245	0.0005308561	0.0019234073	0.0025366312	0.11072407	0.009052891	8.4481906e-07	4.3068514e-05	0.083824374	0.04305108	0.007003722	0.0007472148	0.05081196	0.0152793955	0.09088768	0.05804748	0.0023842242	0.042277176	0.03227511	0.02181799	0.0003997871	0.018310465	0.06514382	0.006718836
T00_v2_FFPE-2_324232_4	0.00911373	0.009651668	0.02234476	0.057042442	0.00831206	0.020843072	0.0025966302	0.00034000128	0.0017697501	0.011492023	0.15735072	0.008517969	2.7826786e-07	0.00784322	0.26318052	0.11003614	0.02419364	0.00052805187	0.031064138	0.004760521	0.02595294	0.021635078	0.0018714174	0.020808533	0.064513944	0.0060638376	0.00088836846	0.024545917	0.07437711	0.008361545
T00_v2_FFPE-2_943590_4	0.0059169903	0.005911638	0.020702444	0.14745063	0.027089147	0.0067625185	0.004965737	0.0014197222	0.0017564516	0.015419168	0.10746327	0.014805998	5.1179695e-06	4.853683e-07	0.123925515	0.039239444	0.0068461443	0.0019336673	0.06513001	0.009649354	0.054727484	0.15203911	0.0037268149	0.029357046	0.062078446	0.011124754	0.00077562523	0.016863447	0.053949516	0.00896424
