	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	DeconvolutionTool
SRR10192493	0.0	0.0	12.32	0.0	0.0	0.0	1.56	0.0	67.43	0.0	0.0	0.0	0.14	0.0	0.0	0.0	3.54	0.0	0.0	0.07	0.0	0.0	0.0	0.1	0.0	0.09	0.0	1.01	0.0	13.72	MuSiC
SRR10192420	0.0	0.0	0.94	0.0	0.0	0.0	16.37	0.0	48.42	0.0	0.0	0.0	0.85	0.0	0.0	0.01	0.04	0.0	0.0	4.6	0.0	0.01	0.0	0.25	0.0	6.26	0.0	1.22	0.0	21.03	MuSiC
SRR10192292	0.0	0.0	2.35	0.0	0.0	0.0	10.02	0.0	52.72	0.05	0.0	0.0	0.13	0.0	0.0	0.01	3.06	0.0	0.0	2.72	0.0	0.01	0.0	0.37	0.0	6.52	0.0	3.31	0.0	18.72	MuSiC
SRR10192356	0.0	0.0	2.53	0.0	9.07	0.01	0.0	0.0	44.71	0.0	0.0	0.0	0.11	0.0	0.0	0.0	11.68	0.0	0.0	5.86	0.0	0.0	0.0	0.12	0.0	3.85	0.0	7.39	0.0	14.67	MuSiC
SRR10192500	0.54	0.0	3.54	0.0	5.56	0.0	1.3	0.0	46.74	0.0	0.0	0.0	0.03	0.0	0.0	0.0	10.46	0.0	0.0	5.13	0.0	0.0	0.0	0.05	0.0	9.24	0.0	7.79	0.0	9.64	MuSiC
SRR10192299	0.0	0.0	2.46	0.0	0.0	0.0	10.27	0.0	55.75	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.08	0.0	0.0	2.06	0.0	0.0	0.0	0.21	0.0	2.76	0.0	3.99	0.0	21.31	MuSiC
SRR10192316	0.01	0.0	2.61	0.0	0.0	0.0	10.24	0.0	57.19	0.0	0.0	0.0	0.65	0.0	0.0	0.01	3.72	0.0	0.01	2.38	0.0	0.02	0.0	0.0	0.0	2.58	0.0	2.59	0.0	18.01	MuSiC
SRR10192445	0.0	0.0	11.27	0.0	0.0	0.0	0.0	0.0	47.58	0.0	0.0	0.0	0.88	0.0	0.0	0.0	5.01	0.0	0.0	5.34	0.0	0.0	0.0	0.0	0.0	15.41	0.0	5.88	0.0	8.63	MuSiC
SRR10192270	0.0	0.0	6.89	0.0	0.0	0.0	8.56	0.0	43.3	0.0	0.0	0.0	0.15	0.0	0.0	0.0	5.46	0.0	0.0	3.28	0.0	0.0	0.0	0.11	0.0	10.14	0.0	4.37	0.0	17.74	MuSiC
SRR10192315	0.0	0.0	0.0	0.0	0.0	0.0	15.16	0.0	56.94	0.0	0.0	0.0	0.12	0.0	0.0	0.0	1.13	0.0	0.01	1.2	0.0	0.0	0.0	0.36	0.0	5.21	0.0	4.69	0.02	15.14	MuSiC
SRR10192488	0.0	0.0	2.63	0.0	0.0	0.0	15.36	0.0	35.09	0.0	0.0	0.0	0.2	0.0	0.0	0.0	4.73	0.01	0.08	6.86	0.05	0.07	0.0	0.41	0.0	9.95	0.0	8.54	0.31	15.73	MuSiC
SRR10192310	0.0	0.0	5.74	0.0	0.0	0.0	10.2	0.0	54.55	0.0	0.0	0.0	1.11	0.0	0.0	0.01	3.68	0.0	0.0	1.72	0.0	0.0	0.0	0.15	0.0	8.78	0.0	3.6	0.02	10.45	MuSiC
SRR10192274	0.0	0.0	5.45	0.0	0.05	0.0	4.27	0.0	60.9	0.01	0.0	0.0	0.26	0.0	0.0	0.0	5.85	0.0	0.0	1.93	0.0	0.0	0.0	0.15	0.0	4.89	0.0	4.0	0.01	12.24	MuSiC
SRR10192457	0.0	0.0	1.9	0.0	0.0	0.0	9.26	0.0	59.51	0.0	0.0	0.0	0.18	0.0	0.0	0.0	3.88	0.0	0.0	3.2	0.0	0.0	0.0	0.1	0.0	6.76	0.0	5.16	0.0	10.06	MuSiC
SRR10192483	0.0	0.0	9.39	0.0	0.0	0.0	0.9	0.0	58.11	0.0	0.0	0.0	0.46	0.0	0.0	0.0	6.18	0.0	0.0	3.53	0.0	0.0	0.0	0.0	0.0	8.54	0.0	3.33	0.0	9.56	MuSiC
SRR10192455	0.0	0.0	1.94	0.0	0.0	0.0	9.5	0.0	51.2	0.0	0.0	0.0	1.04	0.0	0.0	0.0	5.84	0.0	0.0	3.55	0.0	0.0	0.0	0.08	0.0	10.79	0.0	6.19	0.0	9.86	MuSiC
SRR10192278	0.0	0.0	0.91	0.0	2.79	0.0	6.57	0.0	55.69	0.0	0.0	0.0	0.02	0.0	0.0	0.0	3.84	0.0	0.03	3.4	0.0	0.0	0.0	0.24	0.0	0.0	0.0	1.62	0.0	24.88	MuSiC
SRR10192286	0.0	0.0	2.43	0.0	0.0	0.0	9.67	0.0	46.03	0.0	0.0	0.0	0.28	0.0	0.0	0.0	3.91	0.0	0.0	3.77	0.0	0.01	0.0	0.29	0.0	13.79	0.0	7.12	0.0	12.71	MuSiC
SRR10192311	0.0	0.0	0.87	0.0	2.95	0.0	5.56	0.0	57.55	0.0	0.0	0.0	0.04	0.0	0.0	0.0	3.17	0.0	0.14	4.61	0.0	0.0	0.0	0.36	0.0	0.39	0.0	3.66	0.01	20.7	MuSiC
SRR10192284	0.0	0.0	3.98	0.0	0.0	0.0	10.76	0.0	58.94	0.0	0.0	0.0	0.4	0.0	0.0	0.0	3.09	0.0	0.01	1.84	0.0	0.0	0.0	0.27	0.0	3.77	0.0	3.68	0.01	13.25	MuSiC
SRR10192280	0.0	0.0	0.0	0.0	0.0	0.0	16.74	0.0	56.55	0.0	0.0	0.0	0.78	0.0	0.0	0.01	1.28	0.01	0.0	1.71	0.0	0.02	0.0	0.08	0.0	4.16	0.0	3.75	0.01	14.9	MuSiC
SRR10192302	0.0	0.0	3.97	0.0	0.0	0.0	3.67	0.0	61.87	0.0	0.0	0.0	0.19	0.0	0.0	0.0	3.48	0.0	0.0	4.64	0.0	0.0	0.0	0.1	0.0	10.15	0.0	1.72	0.0	10.21	MuSiC
SRR10192319	0.0	0.0	0.38	0.0	0.0	0.0	11.51	0.0	61.64	0.0	0.0	0.0	0.16	0.0	0.0	0.0	2.37	0.0	0.01	1.74	0.02	0.01	0.0	0.33	0.0	1.95	0.0	2.64	0.0	17.22	MuSiC
SRR10192272	0.0	0.0	3.02	0.0	0.0	0.0	12.72	0.0	49.06	0.0	0.0	0.0	0.25	0.0	0.0	0.0	4.51	0.0	0.0	2.93	0.0	0.0	0.0	0.32	0.0	13.65	0.0	2.9	0.0	10.63	MuSiC
SRR10192288	0.0	0.0	1.63	0.0	0.0	0.0	13.39	0.0	55.05	0.0	0.0	0.0	0.17	0.0	0.0	0.0	2.02	0.0	0.0	2.31	0.0	0.04	0.0	0.27	0.0	2.2	0.0	2.92	0.09	19.91	MuSiC
SRR10192443	0.0	0.0	0.84	0.0	0.0	0.0	9.79	0.0	55.65	0.0	0.0	0.0	0.44	0.0	0.0	0.0	1.79	0.0	0.0	5.15	0.0	0.0	0.0	0.31	0.0	12.54	0.0	2.68	0.0	10.81	MuSiC
SRR10192305	0.0	0.0	0.92	0.0	0.03	0.0	13.63	0.0	40.47	0.0	0.0	0.0	0.43	0.0	0.0	0.01	6.26	0.01	0.03	5.79	0.01	0.05	0.01	0.61	0.0	11.77	0.0	4.84	0.14	15.0	MuSiC
SRR10192466	0.0	0.0	4.81	0.0	0.09	0.0	11.96	0.0	47.89	0.0	0.0	0.0	0.16	0.0	0.0	0.01	1.64	0.0	0.01	3.18	0.0	0.08	0.0	0.27	0.0	0.05	0.0	3.55	0.01	26.32	MuSiC
SRR10192477	0.0	0.0	6.08	0.0	0.0	0.0	4.56	0.0	54.7	0.0	0.0	0.0	0.33	0.0	0.0	0.0	5.64	0.0	0.0	2.52	0.0	0.0	0.0	0.13	0.0	5.99	0.0	6.15	0.0	13.91	MuSiC
SRR10192325	16.98	0.0	0.0	0.0	30.98	0.73	0.0	0.0	41.58	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.24	0.0	0.07	0.0	0.01	0.0	0.0	0.07	0.0	1.17	0.0	2.23	0.0	5.77	MuSiC
SRR10192328	14.53	0.0	0.02	0.0	41.15	0.0	0.0	0.0	27.26	0.0	0.07	0.0	0.73	0.0	0.0	0.02	0.44	0.0	0.11	0.05	0.01	0.0	0.0	0.0	0.0	0.06	0.0	4.5	0.0	11.05	MuSiC
SRR10192419	0.0	0.0	5.72	0.0	0.0	0.0	1.85	0.0	57.26	0.0	0.0	0.0	0.1	0.0	0.0	0.0	9.51	0.0	0.0	3.87	0.0	0.0	0.0	0.04	0.0	11.05	0.0	4.46	0.0	6.14	MuSiC
SRR10192281	0.0	0.0	2.28	0.0	0.0	0.0	12.58	0.0	49.5	0.0	0.0	0.0	0.22	0.0	0.0	0.01	2.08	0.0	0.01	2.48	0.01	0.12	0.01	0.36	0.0	6.46	0.0	4.59	0.04	19.26	MuSiC
SRR10192337	0.0	0.0	0.05	0.0	57.52	0.0	0.0	0.0	6.32	0.0	0.0	0.0	0.04	0.16	31.8	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.01	0.03	0.0	0.0	3.88	MuSiC
SRR10192296	0.0	0.0	1.79	0.0	0.0	0.0	13.5	0.0	50.25	0.0	0.0	0.0	0.27	0.0	0.0	0.0	1.94	0.01	0.0	2.58	0.01	0.0	0.0	0.19	0.0	1.68	0.0	3.23	0.03	24.5	MuSiC
SRR10192285	0.01	0.0	5.57	0.0	0.13	0.0	9.04	0.0	51.08	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.96	0.0	0.0	1.06	0.01	0.0	0.0	0.22	0.0	0.57	0.0	2.87	0.01	28.25	MuSiC
SRR10192298	0.0	0.0	3.3	0.0	5.38	0.0	3.7	0.0	38.72	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.12	3.55	0.0	0.0	0.0	0.1	0.0	0.0	0.0	7.17	0.0	37.94	MuSiC
SRR10192314	0.0	0.0	1.06	0.0	1.44	0.0	4.45	0.0	56.77	0.0	0.0	0.0	0.64	0.0	0.0	0.0	2.86	0.0	0.09	4.12	0.0	0.0	0.0	0.2	0.0	1.54	0.0	4.12	0.0	22.69	MuSiC
SRR10192433	0.0	0.0	7.25	0.0	0.0	0.0	5.53	0.0	46.54	0.0	0.0	0.0	0.33	0.0	0.0	0.0	5.84	0.0	0.09	3.25	0.02	0.0	0.0	0.64	0.0	13.67	0.0	5.04	0.09	11.71	MuSiC
SRR10192449	0.0	0.0	4.41	0.0	0.0	0.0	7.27	0.0	54.64	0.0	0.0	0.0	0.36	0.0	0.0	0.0	4.72	0.0	0.0	1.71	0.0	0.0	0.0	0.2	0.0	9.87	0.0	4.46	0.0	12.34	MuSiC
SRR10192313	0.0	0.0	5.29	0.0	0.0	0.0	7.57	0.0	53.37	0.0	0.0	0.0	0.66	0.0	0.0	0.0	4.6	0.0	0.01	1.65	0.0	0.04	0.0	0.2	0.0	6.35	0.0	4.04	0.02	16.17	MuSiC
SRR10192333	0.0	0.0	8.71	0.0	4.64	0.0	2.6	0.0	43.8	0.0	0.0	0.0	0.07	0.0	0.0	0.0	9.11	0.0	0.08	3.53	0.0	0.0	0.0	0.07	0.0	5.68	0.0	5.19	0.0	16.52	MuSiC
SRR10192329	0.0	0.0	9.87	0.0	0.11	0.0	0.18	0.0	46.12	0.0	0.0	0.0	0.58	0.0	0.0	0.0	6.74	0.0	0.01	2.39	0.0	0.05	0.0	0.08	0.0	19.54	0.0	3.55	0.0	10.77	MuSiC
SRR10192492	0.0	0.0	3.0	0.0	0.0	0.0	11.05	0.0	51.03	0.0	0.0	0.0	0.12	0.0	0.0	0.0	3.26	0.0	0.01	1.99	0.0	0.09	0.0	0.66	0.0	9.64	0.0	4.49	0.01	14.65	MuSiC
SRR10192321	0.0	0.0	3.21	0.0	0.0	0.0	8.46	0.0	53.3	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.86	0.0	0.01	1.41	0.0	0.06	0.0	0.28	0.0	7.83	0.0	4.38	0.05	19.73	MuSiC
SRR10192269	0.0	0.0	4.58	0.0	0.34	0.0	5.5	0.0	54.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.87	0.0	0.01	3.73	0.0	0.0	0.0	0.31	0.0	2.48	0.0	2.81	0.01	24.3	MuSiC
SRR10192283	0.0	0.0	1.61	0.0	0.66	0.0	6.54	0.0	56.05	0.0	0.0	0.0	0.53	0.0	0.0	0.0	2.66	0.0	0.02	0.81	0.0	0.0	0.0	0.22	0.0	4.94	0.0	2.64	0.01	23.3	MuSiC
SRR10192495	0.0	0.0	3.95	0.0	0.0	0.0	10.15	0.0	52.11	0.0	0.0	0.0	0.42	0.0	0.0	0.0	2.18	0.0	0.1	1.27	0.01	0.12	0.0	0.32	0.0	4.07	0.0	2.28	0.06	22.96	MuSiC
SRR10192277	0.0	0.0	1.02	0.0	0.0	0.0	9.41	0.0	50.22	0.0	0.0	0.0	0.39	0.0	0.0	0.0	1.82	0.01	0.16	2.5	0.01	0.0	0.0	0.65	0.0	6.04	0.0	4.03	0.16	23.58	MuSiC
SRR10192427	0.0	0.0	0.91	0.0	0.0	0.0	14.51	0.0	56.21	0.0	0.0	0.0	0.27	0.0	0.0	0.0	1.83	0.02	0.06	2.3	0.0	0.07	0.0	0.22	0.0	9.94	0.0	4.34	0.03	9.3	MuSiC
SRR10192295	0.0	0.0	0.34	0.0	0.0	0.0	12.24	0.0	48.58	0.0	0.0	0.0	1.09	0.0	0.0	0.01	0.88	0.0	0.03	3.26	0.01	0.01	0.0	0.34	0.0	5.6	0.0	3.63	0.1	23.89	MuSiC
SRR10192332	0.0	0.0	0.38	0.0	0.18	0.0	13.42	0.0	63.12	0.0	0.0	0.0	0.48	0.0	0.0	0.01	1.74	0.0	0.09	1.22	0.02	0.01	0.0	0.34	0.0	5.67	0.0	2.78	0.01	10.55	MuSiC
SRR10192322	0.0	0.0	2.22	0.0	2.43	0.0	12.23	0.0	56.01	0.0	0.0	0.0	1.71	0.0	0.0	0.0	2.86	0.0	0.05	2.2	0.0	0.0	0.0	0.17	0.0	0.43	0.0	4.46	0.0	15.23	MuSiC
SRR10192326	0.0	0.0	4.98	0.0	0.12	0.0	7.12	0.0	49.59	0.0	0.0	0.0	0.73	0.0	0.0	0.0	3.29	0.0	0.11	2.06	0.03	0.02	0.0	0.18	0.0	20.02	0.0	3.32	0.0	8.42	MuSiC
SRR10192340	3.68	0.0	1.66	0.0	24.3	0.0	7.77	0.0	36.42	0.0	0.0	0.0	0.34	0.0	0.0	0.0	5.4	0.0	0.04	1.56	0.04	0.0	0.0	0.37	0.0	1.35	0.0	8.25	0.0	8.82	MuSiC
SRR10192339	0.0	0.0	7.39	0.0	0.1	0.0	9.87	0.0	51.64	0.0	0.0	0.0	0.63	0.0	0.0	0.0	4.39	0.01	0.04	3.89	0.01	0.01	0.0	0.2	0.0	1.34	0.0	3.27	0.0	17.21	MuSiC
SRR10192330	0.0	0.0	0.0	0.0	0.24	0.0	16.88	0.0	56.27	0.0	0.0	0.0	0.69	0.0	0.0	0.01	4.04	0.0	0.05	2.34	0.01	0.09	0.0	0.28	0.0	1.35	0.0	4.57	0.01	13.15	MuSiC
SRR10192331	0.0	0.0	8.94	0.0	0.0	0.0	7.44	0.0	48.68	0.0	0.0	0.0	0.39	0.0	0.0	0.0	4.02	0.02	0.05	3.72	0.03	0.15	0.0	0.19	0.0	8.52	0.0	5.82	0.02	12.01	MuSiC
SRR10192300	0.0	0.0	0.0	0.0	0.0	0.0	12.14	0.0	62.36	0.0	0.0	0.0	0.36	0.0	0.0	0.0	1.54	0.02	0.15	1.4	0.04	0.22	0.0	0.35	0.0	5.86	0.0	1.83	0.0	13.74	MuSiC
SRR10192309	0.0	0.0	2.12	0.0	0.0	0.0	11.5	0.0	51.27	0.0	0.0	0.0	0.34	0.0	0.0	0.0	1.95	0.02	0.29	1.09	0.03	0.04	0.0	0.8	0.0	7.75	0.0	6.23	0.05	16.53	MuSiC
SRR10192341	0.0	0.0	1.14	0.0	0.12	0.0	18.41	0.0	48.04	0.0	0.0	0.0	0.32	0.0	0.0	0.0	3.82	0.01	0.19	1.69	0.03	0.04	0.01	0.16	0.0	0.0	0.0	7.66	0.03	18.32	MuSiC
SRR10192324	0.0	0.0	3.98	0.0	1.38	0.0	12.1	0.0	42.56	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.57	0.0	0.11	2.72	0.02	0.04	0.0	0.01	0.0	6.61	0.0	10.08	0.0	13.81	MuSiC
SRR10192169	0.0	0.03	0.0	1.54	4.93	2.8	0.0	0.0	45.24	0.45	0.0	0.0	0.0	0.01	2.11	0.06	2.97	0.0	0.01	0.09	0.0	0.0	0.05	0.11	0.1	33.54	0.0	0.16	0.0	5.82	CIBERSORTx
SRR10192352	0.0	0.0	0.0	1.61	6.58	5.66	0.0	0.0	53.25	0.4	0.0	0.12	0.04	0.07	3.93	0.0	0.4	0.0	0.03	0.22	0.0	0.0	0.01	0.26	1.14	21.43	0.03	0.13	0.0	4.69	CIBERSORTx
SRR10192297	0.0	0.0	0.41	0.0	0.0	1.05	0.0	0.0	67.59	0.25	0.19	0.16	0.0	0.0	0.0	0.02	0.65	0.0	0.02	1.08	0.0	0.0	0.29	0.08	0.65	19.59	0.0	0.0	0.01	7.95	CIBERSORTx
SRR10192502	0.0	0.0	0.0	1.38	13.92	0.58	0.0	0.0	36.29	0.53	0.0	0.91	0.01	0.1	19.15	0.01	1.36	0.0	0.01	0.0	0.0	0.0	0.07	0.05	0.0	21.83	0.0	0.53	0.08	3.18	CIBERSORTx
SRR10192438	0.0	0.0	0.31	0.89	0.0	7.64	0.0	0.0	37.72	3.63	0.0	0.0	0.01	0.0	0.0	0.0	5.67	0.02	0.07	3.77	0.0	0.01	0.0	0.14	1.13	19.21	0.0	0.05	0.1	19.62	CIBERSORTx
