leukocyte	sebum secreting cell	myometrial cell	cd8-positive, alpha-beta thymocyte/thymocyte	mucus secreting cell/respiratory goblet cell	pancreatic ductal cell	hematopoietic stem cell	acinar cell of salivary gland	bladder urothelial cell	pancreatic d cell/type b pancreatic cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	large intestine goblet cell	ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	basal cell of prostate epithelium	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	schwann cell	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	pulmonary ionocyte	pancreatic a cell/pancreatic d cell/type b pancreatic cell	tissue-resident macrophage	mural cell/pericyte	erythrocyte/platelet	regular atrial cardiac myocyte/ventricular cardiac muscle cell	smooth muscle cell	intrahepatic cholangiocyte	colon endothelial cell	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	choroid plexus epithelial cell	luminal epithelial cell of mammary gland	duct epithelial cell/ionocyte	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	common myeloid progenitor/hematopoietic stem cell	myoepithelial cell	endothelial cell of arteriole/endothelial cell of venule	mesenchymal stem cell/tendon cell	type ii pneumocyte	pancreatic acinar cell	myo-medullary thymic epithelial cell	melanocyte	luminal cell of prostate epithelium	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	oligodendrocyte	pancreatic a cell	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	serous cell of epithelium of trachea	capillary endothelial cell/endothelial cell of artery	cardiac endothelial cell	tracheal goblet cell	melanocyte/progenitor cell of mammary luminal epithelium	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	neutrophil	pancreatic stellate cell/smooth muscle cell	pulmonary ionocyte/respiratory goblet cell	pancreatic stellate cell	macrophage	club cell/type i pneumocyte	enterocyte of epithelium proper of duodenum	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	erythroid progenitor cell	OPC/astrocytes/oligodendrocytes	progenitor cell of mammary luminal epithelium	basophil/mast cell	taste receptor cell	neurons	basal cell/medullary thymic epithelial cell	myeloid dendritic cell	b cell	central nervous system macrophage	Bergmann glial cell/astrocyte/ependymal cell	neuron	neuro-medullary thymic epithelial cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	medullary thymic epithelial cell	duct epithelial cell/ionocyte/mucus secreting cell	langerhans cell	enteroendocrine cell of small intestine	innate lymphoid cell	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	mesothelial cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	fast muscle cell/slow muscle cell	type i pneumocyte	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	gamma-delta t cell	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	hepatocyte	mature nk t cell/natural killer cell	common myeloid progenitor/erythroid progenitor cell	plasma cell	epithelial cell of uterus	salivary gland cell	mesothelial cell/schwann cell	kidney epithelial cell	oligodendrocyte precursor cell	club cell	intestinal tuft cell/tuft cell of colon	stratified squamous epithelial cell	enteroglial cell	basal cell	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	microglia	serous cell of epithelium of bronchus	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	ciliated epithelial cell/epithelial cell of uterus	cd4-positive, alpha-beta thymocyte	Method	Sample
0.0	0.0	0.0	15.47774	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	29.62691	0.0	4.83445	0.0	0.0	0.0		0.0	0.0		0.0	0.39753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.88461	0.0			0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50362		9.36517	0.0				0.86138		0.0		0.0	0.0	0.0		0.0	13.78576	0.0	5.10413		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.1587	0.0	0.0		0.0	NNLS	SRR10192424
0.0	0.0	1.29221	8.34974	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		4.11384		0.0		0.0	0.0	18.54433	0.0	1.62873	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00782	0.0	0.0	0.0	21.9341	0.0			3.18035			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23748		1.6376	0.0				0.0		0.0		7.82954	0.0	0.0		0.0	12.49092	0.0	7.60715		0.0	0.0	0.0	0.27561		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	10.87058	0.0	0.0		0.0	NNLS	SRR10192416
0.0	0.0	0.0	8.16189	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	26.50188	0.0	7.01805	0.0	0.0	0.0		0.0	0.0		0.0	0.03325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.37487	0.0			7.73868			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36863		10.71321	0.0				2.02145		0.0		0.0	0.0	0.0		0.0	9.76298	0.0	7.08375		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	11.22136	0.0	0.0		0.0	NNLS	SRR10192173
0.0	0.0	0.0	15.33576	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.70247		0.0		0.0	0.0	32.61616	0.0	4.04855	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.983	0.0			0.27509			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02308		5.28269	0.0				0.12935		0.0		0.0	0.0	0.0		0.0	14.72716	0.0	5.27669		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0		0.0	NNLS	SRR10192320
0.0	0.0	0.0	4.51666	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		5.73537		0.0		0.0	0.0	30.78661	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	20.75279	0.0			11.79615			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43652		0.0	0.0				0.0		0.0		5.96848	0.0	0.0		0.0	5.08066	0.0	4.86125		0.0	0.0	0.0	3.15571		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.9098	0.0	0.0		0.0	NNLS	SRR10192327
0.0	0.0	0.129	8.48678	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	32.22216	0.0	5.18601	0.0	0.0	0.0		0.0	0.0		0.0	0.60689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	15.92433	0.0			3.85309			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89693		3.4248	0.0				0.91856		0.0		0.0	0.0	0.0		0.0	9.5651	0.0	6.7972		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	10.98914	0.0	0.0		0.0	NNLS	SRR10192486
0.0	0.0	0.0	2.03069	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	39.44431	0.0	9.17595	0.0	0.0	0.0		0.0	0.0		0.0	1.22444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.73823	0.0			5.3369			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40225		10.0178	0.0				2.67821		0.0		0.0	0.0	0.0		0.0	5.31404	0.0	7.0287		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	10.60847	0.0	0.0		0.0	NNLS	SRR10192426
0.0	0.0	1.76297	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.16476		0.0		0.0	0.0	13.26318	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.46608	0.0	0.0	0.0	31.61932	0.0			10.51172			0.0	0.12901		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33813		0.0	0.0				0.0		0.0		8.92107	0.0	0.0		0.0	0.0	0.0	8.81795		0.0	0.0	0.0	9.06714		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	13.93867	0.0	0.0		0.0	NNLS	SRR10192342
0.0	0.0	0.0	8.99503	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	39.36665	0.0	5.61009	0.0	0.0	0.0		0.0	0.0		0.0	1.02482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.98935	0.0			3.48683			0.0	0.0		0.0	0.0	1.19268	0.0	0.0	0.0	0.0	1.61203		7.41555	0.0				2.96692		0.0		0.0	0.0	0.0		0.0	6.15577	0.0	5.22117		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.9631	0.0	0.0		0.0	NNLS	SRR10192308
0.0	0.0	4.40435	3.49084	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.4135		0.0		0.0	0.0	27.93057	0.0	1.81021	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.66173	0.0			2.52858			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75358		8.68659	0.0				0.0		0.0		2.6888	0.0	0.0		0.0	7.06274	0.0	8.50405		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	12.06447	0.0	0.0		0.0	NNLS	SRR10192493
0.0	0.0	0.0	9.07677	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.00729		0.0		0.0	0.0	42.12793	0.0	3.5507	0.0	0.0	0.0		0.0	0.0		0.0	0.82184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.82925	0.0			3.08854			0.0	0.0		0.0	0.0	3.39531	0.0	1.01989	0.0	0.0	1.02221		7.48043	0.0				0.57272		0.0		0.0	0.0	0.0		0.0	14.76704	0.0	3.07929		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	4.16077	0.0	0.0		0.0	NNLS	SRR10192420
0.0	0.0	0.0	8.65355	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	46.55694	0.0	3.90363	0.0	0.0	0.0		0.88333	0.0		0.0	0.05537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.744	0.0			3.04547			0.0	0.0		0.0	0.0	3.73887	0.0	0.0	0.0	0.0	1.35502		5.02106	0.0				1.63936		0.0		0.0	0.0	0.0		0.0	10.2814	0.0	3.4397		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.68231	0.0	0.0		0.0	NNLS	SRR10192292
0.0	0.0	1.35815	7.54077	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		2.17701		0.0		0.0	0.0	37.37483	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	14.03491	0.0			5.8194			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83156		4.37173	0.0				0.0		0.0		0.0	0.0	0.0		0.0	10.62966	0.0	4.81428		0.0	0.0	0.0	1.1923		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.8554	0.0	0.0		0.0	NNLS	SRR10192356
0.0	0.0	0.73321	5.10397	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.24035		0.0		0.0	0.0	19.73562	0.0	3.61482	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.17585	0.0	0.0	0.0	22.80276	0.0			5.96369			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73882		2.44223	0.0				0.20602		0.0		4.79906	0.0	0.0		0.0	8.16023	0.0	8.2676		0.0	0.0	0.0	3.9483		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	12.06749	0.0	0.0		0.0	NNLS	SRR10192500
0.0	0.0	0.0	12.53722	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	54.00991	0.0	3.24419	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.35646	0.0			0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7617		5.31106	0.0				0.27053		0.0		0.0	0.0	0.0		0.0	6.77892	0.0	4.30553		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.42449	0.0	0.0		0.0	NNLS	SRR10192299
0.0	0.0	0.0	12.60525	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	43.19087	0.0	3.70845	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.0949	0.0			0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65595		5.0897	0.0				0.0		0.0		0.0	0.0	0.0		0.0	14.55503	0.0	3.97393		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	7.12591	0.0	0.0		0.0	NNLS	SRR10192316
0.0	0.0	0.0	8.35727	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	22.91236	0.0	8.26303	0.0	0.0	0.0		0.0	0.0		0.0	1.18311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.13758	0.0			5.64646			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11686		9.32521	0.0				2.47647		0.0		0.0	0.0	0.0		0.0	8.99521	0.0	8.23874		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	14.3477	0.0	0.0		0.0	NNLS	SRR10192445
0.0	0.0	0.0	5.96512	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	46.68772	0.0	6.09933	0.0	0.0	0.0		0.0	0.0		0.0	0.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.28749	0.0			2.66112			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84802		9.72866	0.0				1.76705		0.0		0.0	0.0	0.0		0.0	5.09397	0.0	5.52272		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.5428	0.0	0.0		0.0	NNLS	SRR10192270
0.0	0.0	0.0	10.97747	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	36.42809	0.0	5.39392	0.0	0.0	0.0		0.43234	0.0		0.0	0.26568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	3.14327	0.0			0.45288			0.0	0.0		0.0	0.0	5.60114	0.0	0.0	0.0	0.0	1.75288		7.88152	0.0				2.0628		0.0		0.0	0.0	0.0		0.0	13.53097	0.0	4.44528		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	7.63178	0.0	0.0		0.0	NNLS	SRR10192315
0.0	0.0	0.0	6.44164	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		4.22434		0.0		0.0	0.0	42.64389	0.0	2.41374	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.06431	0.0			0.65457			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06125		0.71985	0.0				0.0		0.0		6.66214	0.0	0.0		0.0	13.54986	0.0	4.54975		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.01465	0.0	0.0		0.0	NNLS	SRR10192488
0.0	0.0	0.0	9.79696	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	32.46461	0.0	6.13328	0.0	0.0	0.0		1.2587	0.0		0.0	0.19636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.05773	0.0			2.68681			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49396		9.71324	0.0				2.6606		0.0		0.0	0.0	0.0		0.0	12.21165	0.0	5.53964		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.78645	0.0	0.0		0.0	NNLS	SRR10192310
0.0	0.0	1.31328	8.18207	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		4.01091		0.0		0.0	0.0	33.41943	0.0	2.21088	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.86587	0.0			0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86342		7.03756	0.0				0.0		0.0		0.0	0.0	0.0		0.0	14.33551	0.0	5.80562		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.95546	0.0	0.0		0.0	NNLS	SRR10192274
0.0	0.0	0.0	18.90117	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	33.45708	0.0	4.95276	0.0	0.0	0.0		0.0	0.0		0.0	0.04895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.51186	0.0			1.92783			0.0	0.0		0.0	0.0	1.21748	0.0	0.0	0.0	0.0	2.8749		6.04793	0.0				1.68232		0.0		0.0	0.0	0.0		0.0	8.45447	0.0	4.93707		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.98617	0.0	0.0		0.0	NNLS	SRR10192457
0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	16.46734	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.16322	0.0	0.0	0.0	31.91335	0.0			10.61006			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0				0.0		0.0		2.9639	0.0	0.0		0.0	0.0	0.0	6.93719		0.0	0.0	0.0	11.66895		6.50349	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	12.77251	0.0	0.0		0.0	NNLS	SRR10192483
0.0	0.0	0.0	10.82332	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	30.25343	0.0	6.81366	0.0	0.0	0.0		0.0	0.0		0.0	0.9325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.28624	0.0			5.26222			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75618		9.04551	0.0				3.67877		0.0		0.0	0.0	0.0		0.0	8.58737	0.0	6.20777		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	9.35304	0.0	0.0		0.0	NNLS	SRR10192455
0.0	0.0	0.0	12.64141	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		2.21683		0.0		0.0	0.0	53.25012	0.0	1.55849	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.08891	0.0			0.0			0.0	0.0		0.0	0.0	2.40988	0.0	0.0	0.0	0.0	1.07738		3.91478	0.0				0.0		0.0		0.0	0.0	0.0		0.0	9.12571	0.0	2.44378		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	4.27271	0.0	0.0		0.0	NNLS	SRR10192278
0.0	0.0	0.0	10.12429	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	38.38698	0.0	6.3235	0.0	0.0	0.0		0.0	0.0		0.0	1.05913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.37588	0.0			5.31343			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32766		11.5445	0.0				1.8617		0.0		0.0	0.0	0.0		0.0	4.06317	0.0	5.9902		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	9.62955	0.0	0.0		0.0	NNLS	SRR10192286
0.0	0.0	0.0	9.56636	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.83694		0.0		0.0	0.0	49.06448	0.0	2.55564	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.26577	0.0			0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19092		7.01056	0.0				0.0		0.0		0.0	0.0	0.0		0.0	10.10529	0.0	3.92305		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	6.48098	0.0	0.0		0.0	NNLS	SRR10192311
0.0	0.0	0.0	10.59184	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	29.17206	0.0	4.94023	0.0	0.0	0.0		0.0	0.0		0.0	0.47466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.49159	0.0			0.0			0.0	0.0		0.0	0.0	8.69616	0.0	0.0	0.0	0.0	1.93351		5.203	0.0				0.4153		0.0		0.0	0.0	0.0		0.0	16.91018	0.0	4.64568		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.52579	0.0	0.0		0.0	NNLS	SRR10192284
0.0	0.0	0.0	13.44126	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	37.8844	0.0	4.57021	0.0	0.0	0.0		0.0	0.0		0.0	0.21112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	3.25783	0.0			0.0			0.0	0.0		0.0	0.0	6.37325	0.0	0.0	0.0	0.0	2.17438		3.72945	0.0				0.79924		0.0		0.0	0.0	0.0		0.0	15.05579	0.0	4.08349		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.41959	0.0	0.0		0.0	NNLS	SRR10192280
0.0	0.0	0.6976	8.94227	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.97524		0.0		0.0	0.0	27.31979	0.0	1.41426	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	17.12369	0.0			0.86987			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54531		5.32775	0.0				0.0		0.0		0.34136	0.0	0.0		0.0	17.26501	0.0	6.58583		0.0	0.0	0.0	1.88504		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	10.70698	0.0	0.0		0.0	NNLS	SRR10192302
0.0	0.0	0.0	13.775	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.32135		0.06964		0.0	0.0	43.11686	0.0	2.40902	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.39096	0.0			0.0			0.0	0.4119		0.0	0.0	5.6295	0.0	0.0	0.0	0.0	1.50061		6.32001	0.0				0.0		0.0		0.0	0.0	0.0		0.0	9.60087	0.0	3.07902		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	5.37525	0.0	0.0		0.0	NNLS	SRR10192319
0.0	0.0	0.0	8.63942	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	34.46965	0.0	7.68788	0.0	0.0	0.0		0.0	0.0		0.0	0.78059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.60764	0.0			1.67614			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06042		14.86532	0.0				2.36116		0.0		0.0	0.0	0.0		0.0	6.54895	0.0	6.80611		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	10.49672	0.0	0.0		0.0	NNLS	SRR10192272
0.0	0.0	0.0	12.35041	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		1.06128		0.0		0.0	0.0	48.33577	0.0	1.86609	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.6594	0.0			4.85185			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44678		3.25108	0.0				0.0		0.0		0.0	0.0	0.0		0.0	9.43851	0.0	3.39093		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	5.34791	0.0	0.0		0.0	NNLS	SRR10192288
0.0	0.0	0.0	13.36254	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0	0.0	34.89021	0.0	6.22419	0.0	0.0	0.0		0.0	0.0		0.0	0.68656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.90503	0.0			0.79529			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20293		9.28036	0.0				1.13377		0.0		0.0	0.0	0.0		0.0	10.58786	0.0	5.78168		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	9.14958	0.0	0.0		0.0	NNLS	SRR10192443
