Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	Colon	Esophagus	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	Average	Method	Matrix	GeneRemoval	Sample
2.66996	0.00563	3.33094	0.0	0.0	5.33387	26.376	0.0	0.97982	1.69844	0.0	25.1564	8.46513	3.67427	0.0	0.08857	3.20219	13.507269999999998	0.01245	0.11728	0.06687	0.01287	1.0954000000000006	0.0	0.0	0.00161	0.05436	0.59908	3.4445860714285716	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_733411_5
2.76447	0.0	5.8122	0.0	0.0	4.04803	39.88919	0.0	23.38289	3.44531	0.0	15.052	8.29783	5.22525	0.0	0.10968	3.18761	0.0	0.0	0.05633	0.0	0.087	18.03002	0.0	0.0	0.01875	0.1189	0.0	4.625909285714287	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_799989_4
6.45958	0.04518	2.47815	0.0	0.0	0.0	15.38277	0.0	15.11358	3.35102	0.0	25.79686	17.68056	3.60763	0.0	0.35164	1.12821	7.550209999999998	0.0	0.19529	0.37909	0.12624	2.09256	0.0	0.02414	0.03064	0.0839	0.178	3.6448303571428573	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_166488_4
0.0	0.0	1.87592	0.0	0.0	4.67423	26.19536	9.81933	29.70943	1.67987	0.0	17.494	4.24616	1.6001	0.0	0.1309	4.82091	3.0560500000000004	0.0	6.13645	0.23093	12.79848	15.78015	0.0	0.00076	0.0018	0.09107	0.22967	5.020413214285715	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_889102_5
6.01946	0.0008	2.20014	0.0	0.0	1.16224	37.83283	1.40314	7.2294100000000014	4.12	0.0	17.184	15.42912	2.89613	0.0	0.00395	6.74132	0.0	0.0	3.73058	0.10483	1.40647	32.98246	0.0	9.60291	0.0	0.08314	0.26404	5.371320357142857	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_274342_5
9.55238	0.34951	3.46891	0.0	0.0	0.0	16.83725	0.0	6.649329999999999	3.12459	0.41664	0.0	0.92682	2.45397	0.0	0.23002	1.97413	9.766750000000002	0.14326	0.50018	0.83973	0.37951	14.69549	0.49537	24.16416	0.28479	0.0	0.0	3.4733139285714283	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_435631_4
5.35915	0.0	1.91782	0.0	2.34253	0.829	32.39725	0.84854	14.69184	3.45343	0.0	0.0	14.02437	0.71489	0.0	0.00212	5.05439	13.658879999999998	0.0	1.56205	0.0	0.72541	42.91449	0.0	0.00224	0.00137	0.04785	0.64785	5.042695357142857	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_995164_4
3.77644	0.00917	6.87057	0.0	0.39855	7.68925	16.52135	0.0	20.74593	1.61347	0.0	0.0	10.51062	1.93471	0.0	0.05425	3.74657	13.9137	0.01006	0.05634	0.27312	0.0	4.294600000000001	0.0	35.623259999999995	0.00872	0.02718	0.60649	4.595869642857144	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_951895_5
7.01266	0.0245	2.8595	0.0	2.59163	0.0	35.37947	0.0	12.668190000000005	3.6303	0.04804	0.0	0.0	2.2117	0.0	0.03575	4.34297	3.93072	0.00828	0.11126	0.13933	0.20386	52.5824	0.23735	15.08317	0.02158	0.06992	0.0	5.114020714285713	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_421515_4
2.02395	0.01981	8.20327	0.0	0.0	10.0033	8.40674	0.24831	24.57109	0.0	0.0	5.61694	1.76586	1.30374	0.0	0.1397	4.14922	16.837419999999998	0.01528	0.08568	0.60898	0.0	5.64896	0.0	45.57948	0.01812	0.02593	0.79587	4.8595589285714285	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_754489_4
0.0	0.0	2.53954	0.0	0.0	6.79031	17.87896	9.45532	23.08931	1.68266	0.0	5.536	0.34815	1.46339	0.0	0.21858	2.23858	4.5256300000000005	0.0	2.94983	0.62554	12.22772	5.06983	0.12457	20.58928	0.11868	0.14821	0.0	4.200717500000001	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_630232_5
2.57026	0.0	7.74337	0.0	0.0	8.68411	21.55036	0.0	17.785490000000003	1.30159	0.0	17.74	6.961709999999999	2.93491	0.0	0.1738	5.41635	5.4762	0.00954	0.12125	0.0	0.0	6.63195	0.0	31.95782	0.00227	0.05449	0.41987	4.911976428571429	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_727687_6
11.48592	0.08797	2.62584	1.06467	0.0	0.0	9.27634	1.58581	11.00471	11.1702	0.0	0.0	39.64384	2.54575	0.0	0.17446	1.05326	3.3064199999999992	0.0	0.56326	0.65847	0.65732	3.55935	0.0	14.64796	0.02072	0.06416	0.0	4.114158214285713	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_333731_4
4.11482	0.0	3.04202	0.0	0.0	4.21259	30.0662	0.0	18.69926	1.14015	0.0	29.56333	1.6261599999999996	2.47987	0.0	0.11777	5.64953	14.58314	0.00205	0.02713	0.04547	0.10669	18.25972	0.0	6.41765	0.00413	0.05424	0.68808	5.0321428571428575	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_785149_6
0.0	0.0	7.62868	0.0	0.0	17.4079	4.83924	2.04898	22.33568	0.71094	0.0	5.223	3.1117	2.15338	0.0	0.16375	5.41235	6.01145	0.00745	1.28003	0.39395	1.54398	5.8755	0.0	58.01376	0.01451	0.03842	0.50517	5.168565	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_331870_5
10.56011	0.28776	0.94191	0.0	0.0	0.0	15.42262	0.42773	3.26052	9.19174	0.0	0.0	23.34418	0.27078	0.0	0.52597	1.58952	5.904720000000001	0.10459	0.38289	0.0	0.33572	5.3211200000000005	0.64545	9.58786	0.21059	0.0	0.0	3.1541349999999997	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_156840_5
0.27483	0.02103	1.35609	0.0	2.32089	8.02144	3.7759	0.53946	29.30258	1.79311	0.0	0.0	4.54429	0.75107	0.0	0.07644	1.42233	33.34202	0.00691	0.05204	1.12025	0.0	2.98283	0.0	17.15659	0.03337	0.00678	1.18555	3.9316357142857146	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_887925_4
1.01721	0.0	0.59413	0.0	0.0	5.16202	21.13361	0.93476	23.16463	0.69793	0.0	20.653	4.04418	1.09394	0.0	0.03513	5.08192	30.87972	0.00288	0.66062	0.85351	0.40014	14.44596	0.0	0.00706	0.01087	0.03453	1.0496	4.712762499999998	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_689047_4
12.31262	0.02882	1.76203	0.0	0.0	0.0	40.62565	0.77597	12.6981	5.98292	0.05387	0.0	18.0673	1.4021	0.0	0.03815	3.96481	4.21283	0.01028	0.53316	0.0	0.62177	45.708110000000005	0.0	12.93533	0.02449	0.08885	0.0	5.7802557142857145	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_906213_5
2.79979	0.0	12.32079	0.0	0.0	11.19261	5.11277	2.26847	37.92135	0.0	0.0	6.468	0.29728	4.57614	0.0	0.16461	4.45665	3.38154	0.0	0.15917	0.38274	0.0	4.55716	1.45025	77.97376	0.09216	0.07137	0.0	6.273093214285714	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_574734_4
5.48766	0.06357	4.2475	0.0	0.63491	2.73402	0.84432	2.18302	19.780210000000004	4.47141	0.0	0.0	15.416510000000002	2.53136	0.0	0.17202	1.94327	6.841619999999999	0.00051	0.09403	0.71938	0.07397	4.40183	0.0	28.68757	0.00437	0.01824	0.5401	3.6389785714285723	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_894749_4
15.11275	0.25435	5.54308	0.0	0.0	0.0	13.62466	0.30205	2.61825	6.77256	0.0	16.35118	25.07221	2.23565	0.0	0.55497	2.35475	7.031659999999999	0.0	0.30458	0.76857	0.26547	2.26855	0.0	0.10721	0.19732	0.18582	0.22094	3.6480921428571436	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_873470_4
0.0	0.0	2.05862	0.0	0.0	10.70752	8.11639	3.25997	11.43843	0.61518	0.0	10.439	2.37028	0.91606	0.0	0.10511	4.60884	19.35458	0.00562	3.06864	0.88853	2.61512	6.13795	0.0	28.07595	0.01538	0.03504	0.90684	4.1335375	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_794237_4
11.63715	0.16169	0.0	0.0	0.0	0.0	29.64297	0.0	5.228280000000002	8.87625	0.0	11.335	25.986210000000003	3.59449	0.0	0.19168	2.29575	0.0	0.00385	0.08841	0.10823	0.16347	24.78288	0.0	0.01694	0.0147	0.08023	0.0	4.436006428571429	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_539277_4
7.59822	0.0	2.00165	0.42713	0.0	0.0	11.84276	4.94643	11.534689999999998	4.28719	0.1524	0.0	8.25571	5.06219	0.0	0.38271	2.00889	6.96596	0.0	2.70255	0.9612	4.27464	3.79357	0.90736	40.73572	0.40799	0.25296	0.0	4.267925714285715	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_976875_5
5.42325	0.0	2.03001	0.0	0.0	0.93973	41.12909	0.0	6.746289999999998	2.45053	0.0	36.84969	7.009779999999999	5.25869	0.0	0.1257	6.63477	0.0	0.00631	0.22003	0.0	0.09166	27.504330000000003	0.0	0.00317	0.00179	0.09622	0.20656	5.097414285714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_539354_4
6.30442	0.0	6.66208	0.0	0.0	3.80092	21.53793	0.0	19.88027	2.48872	0.0	36.79355	13.596099999999998	5.76776	0.0	0.34097	2.49034	0.0	0.0	0.21746	0.48224	0.04903	7.91064	0.0	27.65347	0.0	0.11032	0.0	5.574507857142857	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_806984_4
1.49034	0.0	0.4535	6.29707	0.0	0.4125	12.73049	19.49051	51.95427	3.92195	0.0	0.05674	8.23188	0.15093	0.25203	0.45981	1.94544	0.0	0.0	4.65907	0.24297	20.07576	5.12402	0.0	7.629149999999999	0.10569	0.19451	0.0	5.209951071428573	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_437471_4
3.02919	0.01632	5.49637	0.0	0.0	6.71703	3.96314	0.14341	27.920440000000003	0.32316	0.0	17.136	2.25887	1.42514	0.0	0.15185	5.76316	14.510060000000005	0.00379	0.0402	0.83898	0.0	7.17051	0.0	34.50593	0.01291	0.02702	0.85049	4.725141785714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_415118_4
0.0	0.0583	0.92439	0.0	0.0	6.25444	6.46028	0.59674	22.3058	1.01555	0.0	7.061	1.2866400000000002	0.5867	0.0	0.01982	2.30777	40.10074	0.00676	0.06998	1.17302	0.0	2.74432	0.0	0.01226	0.01922	0.00829	1.31145	3.3686953571428573	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_201070_4
8.17079	0.00088	4.8385	0.0	0.0	0.92551	14.98591	0.0	20.98202	4.23152	0.0	0.0	9.64165	1.5774	0.0	0.04271	4.79714	0.0	0.0	0.06488	0.03465	0.02762	9.52278	0.02363	41.67712	0.00387	0.03511	0.09941	4.3458250000000005	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_220393_4
13.73724	0.19514	0.0	0.0	0.0	0.0	14.01501	0.63077	18.825630000000004	8.60902	0.0	9.04709	8.6425	2.57576	0.0	0.22256	1.34489	0.0	0.01969	0.10621	0.0	0.03564	5.14304	0.0	0.04502	0.04864	0.07265	0.0	2.975589285714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_662032_4
2.79575	0.0	0.0	0.0	0.0	2.34675	30.86665	4.42599	11.528209999999998	3.87824	0.0	0.0	17.62572	0.0	0.0	0.0	6.80836	6.495769999999999	0.0	7.58019	0.20604	7.49665	31.38056	0.0	0.0	0.0	0.04401	0.5816	4.787874642857142	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_512177_4
0.0	0.0193	0.68128	0.0	0.0	11.93583	7.07853	2.37996	18.65808	0.8982	0.0	9.055	3.20042	0.27477	0.0	0.05426	4.3631	27.23695	0.00678	1.76534	0.95343	1.46313	4.74095	0.0	23.27653	0.01791	0.02576	1.05146	4.254891785714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_443503_4
0.0	0.0	6.34884	0.0	0.0	7.28518	26.13123	0.0	18.06809	0.94985	0.0	14.63585	0.22672	4.47455	0.0	0.07479	3.70548	3.49318	0.00713	0.01524	0.0	0.0	3.61428	0.0	9.59812	0.00338	0.08048	0.10664	3.5292510714285705	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_303001_5
2.75576	0.0	7.87251	0.0	0.0	6.91921	18.37671	0.0	31.09668	0.51839	0.0	20.54121	0.47223	4.60455	0.0	0.25	4.2704	5.56808	0.0	0.11246	0.10311	0.10329	7.233180000000001	0.54404	44.84091	0.0	0.0773	0.10674	5.584527142857143	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_653048_5
0.0	0.0	2.70998	0.0	0.0	11.9022	10.26842	1.16438	27.334160000000004	0.13027	0.0	5.009	2.72514	1.22464	0.0	0.00875	6.98112	28.13009	0.0	1.84726	0.8241	0.53409	1.5333100000000002	0.0	37.0957	0.0	0.00579	1.04119	5.016771071428572	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_220606_5
5.53651	0.00936	2.09181	0.0	0.0	0.0	25.05892	0.08424	24.45539	2.57914	0.0	22.12812	14.272940000000002	2.33458	0.0	0.15009	4.29638	17.63081	2e-05	0.15462	0.38518	0.12615	14.13287	0.0	0.00316	0.00507	0.04604	0.84807	4.868909642857145	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_590280_4
0.56301	0.0	5.22999	0.0	0.0	1.10193	15.80775	0.0	13.43744	0.0	0.0	43.00619	2.26431	7.61827	0.0	0.35163	1.84416	4.40798	0.02422	0.26098	0.0	0.09487	3.21952	0.0	0.0	0.0	0.12473	0.0	3.548463571428571	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_972644_4
15.17979	0.08656	1.58232	0.0	0.0	0.0	26.30038	0.0	21.10055	10.13286	0.0	0.0	37.920460000000006	2.9692	0.0	0.1029	1.48864	4.60828	0.01227	0.14345	0.03338	0.12613	14.60287	0.0	22.22114	0.02587	0.06844	0.0	5.668053214285715	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_864617_4
7.13616	0.0	0.0	0.0	0.0	0.0	42.93719	2.40653	5.00433	5.06225	0.05538	0.0	7.15277	2.24884	0.0	0.02884	5.20595	0.0	0.01204	1.11874	0.0	2.50184	52.572300000000006	0.0	14.12944	0.02694	0.10949	0.0	5.275322500000001	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_162790_4
14.71125	0.2158	2.59743	4.33561	0.0	0.0	7.68542	1.12469	5.37341	15.78355	0.0	0.4995199999999995	51.00034	3.52258	0.0	0.23702	1.21827	0.0	0.01607	0.22345	0.18114	0.58264	2.2400199999999995	0.0	5.22418	0.03626	0.12045	0.0	4.176039285714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_461438_5
6.29705	0.13463	2.04246	0.0	0.0	0.0	22.97146	0.0	10.8082	4.95182	0.0	9.465	7.877339999999999	2.90805	0.0	0.04809	3.32618	3.2337299999999995	0.0083	0.09801	0.40708	0.13966	13.67742	0.01309	19.97904	0.02238	0.05607	0.0	3.873752142857143	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_530554_6
13.08652	0.19265	2.81037	4.20086	0.0	0.0	9.35621	1.46719	9.24886	12.19921	0.0	7.68747	39.42564	3.36527	0.0	0.28178	1.18549	4.4185	0.00753	0.58927	0.53761	0.63792	3.09021	0.0	10.82674	0.01713	0.08426	0.0	4.4541675	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_145697_5
10.96415	0.0	3.89635	0.0	0.0	0.0	23.09618	0.57705	27.21686	2.66208	0.46787	0.0	9.60851	3.92498	0.0	0.25723	1.98251	15.84052	0.0	0.52029	0.0	0.35522	22.39388	0.30679	28.70619	0.32154	0.0	0.0	5.467792857142858	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_89896_4
0.0	0.0	0.46606	0.0	1.19059	8.96605	9.45453	1.63596	20.79821	0.65586	0.0	0.0	0.8910999999999998	0.00052	0.0	0.0	3.50893	50.10576	0.0	3.61205	1.00354	0.70957	4.13973	0.0	0.0	0.0	0.0	1.35253	3.8746782142857144	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_693244_4
12.82702	0.30976	5.37228	0.0	0.0	0.0	25.58553	0.51826	22.65094	4.08874	0.38155	6.937	18.25932	0.30184	0.0	0.18819	1.87268	13.154020000000004	0.0	0.407	0.0	0.33437	23.678	0.11946	13.7582	0.2464	0.1543	0.4282	5.413323571428572	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_924768_5
2.73991	0.05887	3.20843	0.0	0.0	0.0	12.05629	0.71128	15.18784	0.0	0.0	34.40971999999999	9.644	6.63767	0.10085	0.39644	2.63101	4.70856	0.02299	0.71268	0.0757	0.46316	3.49411	0.0	0.0	0.0	0.12824	0.13682	3.4830203571428577	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_934567_4
11.06374	0.02651	3.78122	0.0	0.0	0.0	31.04607	0.0	22.76114	5.48485	0.0	0.0	26.08218	1.21601	0.0	0.01753	3.96926	4.49869	6e-05	0.4242	0.0	0.09196	27.56044	0.0	22.19502	0.002	0.04958	0.4022	5.738309285714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_768543_4
2.41132	0.0	4.09055	0.0	0.0	2.31121	18.62013	0.40487	16.997410000000002	1.63689	0.0	33.18575	11.1611	5.99305	0.0	0.37707	1.8179	4.67489	0.0	0.24996	0.40393	0.37636	1.0219099999999992	0.0	5.85448	0.0	0.11564	0.09184	3.9927235714285723	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_700318_6
4.55814	0.05434	3.77501	0.0	0.0	1.19321	22.79633	0.0	19.41098	0.90935	0.0	36.19126	1.69774	4.0733	0.0	0.2643	2.00638	9.49751	0.0	0.16743	0.5077	0.13802	7.74826	0.0	5.13468	0.03817	0.08494	0.29186	4.304961071428571	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_477378_6
3.29114	0.00886	2.77435	0.0	0.0	3.6556	19.93765	0.34872	17.88292	1.38165	0.0	10.886	6.435590000000001	1.04233	0.0	0.10241	3.25525	28.76372	0.00622	0.0601	0.69602	0.02542	9.39921	0.0	0.003	0.0069	0.02754	0.97845	3.963180357142858	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_468836_5
2.23763	0.01913	8.38773	0.0	0.0	10.30087	6.27965	0.21989	28.4111	0.0	0.0	6.38006	1.66948	1.31406	0.0	0.1511	4.33307	15.522859999999998	0.01395	0.09457	0.58258	0.0	6.09052	0.0	49.05758	0.01792	0.02567	0.81159	5.0686075	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_388538_4
1.8971	0.01954	1.78624	0.0	0.0	5.96169	12.4542	0.49112	29.07043	0.512	0.0	13.21987	4.17362	0.76042	0.0	0.0951	4.37931	34.08701000000001	0.00573	0.08026	1.03657	0.0	1.13103	0.0	15.44967	0.01609	0.01753	1.13064	4.563398928571428	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_859914_5
6.23778	0.83326	1.49352	0.0	0.0	0.0	28.81373	0.0	5.697289999999999	8.07662	0.0	17.96118	30.82139	4.00224	0.0	0.2103	4.01124	0.0	0.0	0.17071	0.14241	0.09752	11.19756	0.0	0.00033	0.00039	0.07266	0.12011	4.284294285714286	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_438859_4
3.22109	0.0	7.61857	0.0	0.0	5.73247	25.57117	0.0	33.51471	0.34466	0.0	6.656	0.54618	1.51121	0.0	0.03158	6.56057	9.736949999999998	0.00531	0.07638	0.0925	0.0	24.38485	0.01981	44.64645	0.01096	0.03934	0.52774	6.101732142857144	nuSVR	2Median_300_500	top_10	T00_v2_Later-16_909018_4
0.00999	0.23614	3.71623	0.0	4.662820000000001	0.0	7.19354	7.179	6.63404	0.0	2.24335	36.18339	13.73204	2.41256	1.12379	0.0	7.82504	1.5724	0.58138	0.0	6.95412	4.44991	2.86862	0.0	4.8576	2.81753	6.25644	0.01458	4.411589642857143	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_27225_4
0.0663	0.4615	2.78712	0.46012	2.29979	0.0	6.70822	8.76694	1.64943	0.0	3.2563	36.12389	0.21778	2.31441	1.26762	0.0	8.78769	1.20095	1.37942	10.27858	3.93329	6.52811	0.38422	0.0	1.76576	3.62028	10.74695	0.0	4.1073096428571425	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_710570_4
0.08172	0.0	4.47728	0.0	20.16276	0.0	6.13741	20.92518	2.66242	0.0	0.99594	2.8786900000000006	20.57751	2.40741	1.34481	0.0	10.47631	1.22771	0.3328	0.0	11.46731	2.83309	7.73938	0.0	2.97841	2.10819	1.36367	0.23461	4.407593214285714	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_32244_4
0.05411	0.0	4.67523	0.0	21.24384	0.0	4.50337	16.817590000000003	2.04574	0.0	1.56143	6.13341	5.55851	2.81592	1.64387	0.0	10.49825	1.20688	0.86012	11.65642	5.76181	4.61311	4.19478	0.0	0.50912	2.37214	1.88118	0.0	3.950243928571428	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_751800_4
0.04727	0.0	4.73787	0.0	27.542239999999996	0.0	4.01511	5.84	1.88339	0.0	1.48246	1.4611	4.55584	2.39982	1.03261	0.0	10.14446	1.40063	0.98629	10.10621	4.89096	2.94081	4.86833	0.0	1.03588	2.47192	2.29265	0.0	3.4334232142857144	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_849749_5
0.06916	0.0	4.72546	0.0	7.415370000000001	0.0	7.43447	6.42294	3.49447	0.0	0.42067	2.604879999999998	39.28885	2.355	0.82997	0.0	8.88763	0.27472	0.00252	9.45634	12.37282	1.36334	9.23334	0.0	4.92792	1.88021	0.93996	0.83614	4.472720714285715	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_164032_5
0.08649	0.0	4.33258	0.0	2.61369	0.0	6.29994	22.3153	3.34347	0.0	1.00009	3.23199	22.4693	2.75029	1.66454	0.0	9.34092	0.91171	0.26575	17.3078	12.13936	4.044	6.56009	0.0	4.10375	2.23676	2.18004	0.30079	4.624951785714287	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_889662_5
0.10372	0.0	3.62697	0.0	4.16871	0.0	6.53304	32.42586	4.1796	0.0	0.96763	1.5311800000000029	24.13167	2.62917	1.82086	0.0	9.54586	0.89852	0.23135	0.0	13.31815	4.1996	6.35085	0.0	3.63236	2.21594	1.935	0.17254	4.4506635714285725	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_968096_4
0.07953	0.0	4.77504	0.0	3.84926	0.0	6.41047	18.68058	3.89578	0.0	1.84847	17.31602	14.17111	2.58926	1.57411	0.0	8.86836	1.55624	0.5746	7.46869	9.65645	4.73425	3.79755	0.0	3.71733	2.72961	4.75813	0.0	4.394672857142857	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_606397_5
0.10267	0.0	4.33991	0.52292	0.82596	0.0	6.01379	37.85475	5.30062	0.0	1.26659	7.31123	16.451710000000002	3.05487	2.53894	0.0	8.60786	1.19428	0.2895	16.00018	11.88618	7.41643	3.1894	0.0	2.2093	2.27068	2.04401	0.02418	5.025570000000002	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_897865_4
0.07308	0.0	3.99156	0.48904	4.062909999999999	0.0	4.64802	13.81467	3.17737	0.0	2.45679	11.63475	4.39797	2.35211	1.67048	0.0	9.52971	1.12854	1.07474	21.76337	6.80304	6.67967	0.15663	0.0	2.00571	3.10395	6.40631	0.0	3.9793007142857144	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_171555_5
0.06919	0.42235	5.07231	0.0	9.914219999999998	0.0	5.77522	8.33	3.98861	0.0	1.97551	29.52697	11.2193	2.59644	1.19964	0.0	8.88919	1.46836	0.7576	0.0	8.41115	4.09617	2.50108	0.0	3.37757	2.82643	5.63288	0.0	4.216078214285715	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_639720_4
0.06096	0.0	5.1275	0.0	29.77228	0.0	6.04353	5.28	2.38737	0.0	0.88805	6.396050000000001	19.47969	2.46923	0.89304	0.0	9.74783	1.33298	0.35459	7.27754	9.34119	1.86186	8.60152	0.0	3.04591	1.93882	0.99065	0.3894	4.4171425	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_398887_5
0.0762	0.16596	4.40172	0.0	3.1003099999999995	0.0	5.95906	5.972	5.62557	0.0	1.87423	32.63019	13.504350000000002	2.746	1.18549	0.0	7.53343	1.45225	0.57339	4.9554800000000006	9.19323	4.31703	2.1736	0.0	3.99311	2.81484	6.15342	0.0	4.300030714285714	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_884794_5
0.05281	0.0	5.09939	0.0	29.86134000000001	0.0	4.53068	8.39849	1.87095	0.0	1.37493	2.0737500000000004	7.40199	2.38261	1.05377	0.0	10.14978	1.4764	0.81038	5.99213	6.53818	2.62276	6.32753	0.0	1.15434	2.33714	1.8341	0.01723	3.6914528571428575	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_281746_5
0.06289	0.0	5.20305	0.0	24.35207	0.0	7.28964	7.96992	2.01708	0.0	0.41535	15.92889	35.60413	2.30598	0.77452	0.0	9.91278	0.95229	0.0599	6.62472	11.22625	1.224	11.03575	0.0	3.5079	1.69613	0.14822	0.85311	5.327306071428572	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_688277_4
0.07471	0.0	4.45002	0.0	7.828969999999999	0.0	7.17898	16.17016	2.44042	0.0	0.27443	8.58236	44.62161	2.33227	0.92893	0.0	9.57409	0.74381	0.0	0.0	12.70817	1.35516	10.24726	0.0	4.65738	1.82194	0.40278	0.92276	4.904150357142856	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_278746_4
0.06502	0.0	6.00849	0.0	1.95482	0.0	6.8339	5.046	4.66598	0.0	1.72552	21.33479	18.40026	2.68392	1.18285	0.0	7.31681	1.35632	0.38549	13.845249999999998	9.51042	3.61518	3.47004	0.0	4.6521	2.53073	4.59116	0.0522	4.329544642857143	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_942435_5
0.04834	0.0	4.60089	0.0	23.26239	0.0	4.08164	5.345	2.16634	0.0	1.52335	2.13734	4.99302	2.45859	1.12015	0.0	10.13762	1.33933	0.93766	16.17045	5.10005	3.46258	4.38853	0.0	1.28623	2.45075	2.57981	0.0	3.556787857142857	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_96325_5
0.06493	0.75459	3.45425	0.0	11.862570000000002	0.0	3.86993	5.089	3.86388	0.0	2.29726	25.62852	3.54793	2.33977	1.12925	0.0	10.07912	1.30029	1.30135	7.338030000000001	4.96332	5.12683	0.34246	0.0	2.07146	3.31024	7.26206	0.0	3.8213228571428575	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_626380_5
0.0671	0.0	4.55855	0.0	5.00975	0.0	7.5662	0.0	3.56476	0.0	0.17232	4.583760000000002	50.52012	2.1956	0.60081	0.0	8.29757	0.40943	0.0	8.794	12.96179	0.67424	10.05	0.0	5.52498	1.733	0.33694	1.09391	4.596958214285714	ReDeconv	2Median_300_500	top_10	T00_v2_FFPE-2_714328_4
