ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	serous cell of epithelium of bronchus	pancreatic stellate cell/smooth muscle cell	bladder urothelial cell	microglia	neurons	luminal cell of prostate epithelium	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	common myeloid progenitor/erythroid progenitor cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	erythrocyte/platelet	large intestine goblet cell	capillary endothelial cell/endothelial cell of artery	pancreatic acinar cell	mural cell/pericyte	regular atrial cardiac myocyte/ventricular cardiac muscle cell	cd4-positive, alpha-beta thymocyte	luminal epithelial cell of mammary gland	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	oligodendrocyte	langerhans cell	intrahepatic cholangiocyte	serous cell of epithelium of trachea	oligodendrocyte precursor cell	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	type ii pneumocyte	mature nk t cell/natural killer cell	ciliated epithelial cell/epithelial cell of uterus	melanocyte/progenitor cell of mammary luminal epithelium	salivary gland cell	cd8-positive, alpha-beta thymocyte/thymocyte	OPC/astrocytes/oligodendrocytes	acinar cell of salivary gland	leukocyte	cardiac endothelial cell	endothelial cell of arteriole/endothelial cell of venule	kidney epithelial cell	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	mesothelial cell	pulmonary ionocyte	schwann cell	myo-medullary thymic epithelial cell	intestinal tuft cell/tuft cell of colon	epithelial cell of uterus	mesothelial cell/schwann cell	pancreatic a cell	myoepithelial cell	stratified squamous epithelial cell	central nervous system macrophage	melanocyte	enterocyte of epithelium proper of duodenum	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	pancreatic a cell/pancreatic d cell/type b pancreatic cell	colon endothelial cell	basal cell of prostate epithelium	enteroendocrine cell of small intestine	myometrial cell	basal cell/medullary thymic epithelial cell	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	medullary thymic epithelial cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	sebum secreting cell	club cell	mesenchymal stem cell/tendon cell	erythroid progenitor cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	pulmonary ionocyte/respiratory goblet cell	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	type i pneumocyte	duct epithelial cell/ionocyte	club cell/type i pneumocyte	taste receptor cell	hepatocyte	enteroglial cell	gamma-delta t cell	pancreatic d cell/type b pancreatic cell	basal cell	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	tracheal goblet cell	hematopoietic stem cell	common myeloid progenitor/hematopoietic stem cell	plasma cell	choroid plexus epithelial cell	myeloid dendritic cell	neuron	pancreatic stellate cell	neuro-medullary thymic epithelial cell	duct epithelial cell/ionocyte/mucus secreting cell	b cell	tissue-resident macrophage	smooth muscle cell	mucus secreting cell/respiratory goblet cell	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	Bergmann glial cell/astrocyte/ependymal cell	pancreatic ductal cell	macrophage	fast muscle cell/slow muscle cell	progenitor cell of mammary luminal epithelium	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	basophil/mast cell	neutrophil	innate lymphoid cell	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	Method	Sample
0.0	0.0		0.0	6.31957	3.05559	0.0			1.52886	11.17454	0.0	0.0	0.0	0.0	0.0	0.0	2.73204			18.91377	0.0	0.0			0.0	5.01025			0.0	0.0	0.0	0.0	0.0	17.57268	0.0	0.0	0.0	0.0	0.0	8.63949	0.0	0.0	0.0		0.18344	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.68566			0.0		0.0	0.0	0.0	0.0			0.0	5.8015	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	3.38284	0.0	0.0	0.0	0.0	11.99978	0.0	0.0	NNLS	159918_2
0.0	0.0		0.0	8.82981	4.7791	0.0			0.0	9.22466	0.0	0.0	0.0	0.0	0.0	0.0	1.61679			16.59382	0.0	0.0			0.0	3.07849			0.0	0.0	0.0	0.0	0.0	20.48147	0.0	0.0	0.0	0.0	0.0	7.1534	0.0	0.0	0.0		0.26356	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.56051			0.0		0.0	0.0	0.0	0.0			0.0	7.88703	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	4.92164	0.0	0.0	0.0	0.0	11.60972	0.0	0.0	NNLS	295748_1
0.0	0.0		0.0	10.11579	4.74512	0.0			6.08868	10.87778	0.0	0.0	0.0	0.0	0.0	0.0	0.09653			15.5364	0.0	0.0			0.0	1.08967			0.0	0.0	0.0	0.0	0.0	18.19897	0.0	0.0	0.0	0.0	0.0	7.10758	0.0	0.0	0.0		0.16947	1.5328	0.0		0.0	0.0	0.0		0.0	0.0	0.0	4.17528			0.0		0.0	0.0	0.0	0.0			0.0	8.57559	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	2.36203	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	9.32831	0.0	0.0	NNLS	418624_2
0.0	0.0		0.0	6.31467	1.94138	0.0			0.96803	13.34538	0.0	0.0	0.0	0.0	0.0	0.0	2.26771			20.6094	0.0	0.0			0.0	3.31951			0.0	0.0	0.0	0.0	0.0	19.55446	0.0	0.0	0.0	0.0	0.0	10.22548	0.0	0.0	0.0		0.16089	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.56223			0.0		0.0	0.0	0.0	0.0			0.0	5.99087	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	2.85619	0.0	0.0	0.0	0.0	9.8838	0.0	0.0	NNLS	330152_1
0.0	0.0		0.0	6.00957	4.15985	0.0			0.0	11.78005	0.0	0.0	0.0	0.0	0.0	0.0	2.59156			20.67181	0.0	0.0			0.0	5.32056			0.0	0.0	0.0	0.0	0.0	18.74044	0.0	0.0	0.0	0.0	0.0	9.8151	0.0	0.0	0.0		0.04761	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.21609			0.0		0.0	0.0	0.0	0.0			0.0	5.92096	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	4.10914	0.0	0.0	0.0	0.48188	10.13538	0.0	0.0	NNLS	469006_2
0.0	0.0		0.0	7.37435	2.38528	0.0			0.0	15.64236	0.0	0.0	0.0	0.0	0.0	0.0	0.37619			15.32918	0.0	0.0			0.0	6.3314			0.0	0.0	0.0	0.0	0.0	12.67698	0.0	0.0	0.0	0.0	0.0	8.46456	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	1.54309			0.0		0.0	0.0	0.0	0.0			0.0	5.03953	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	4.04885	0.0	0.0	0.0	0.50904	20.27921	0.0	0.0	NNLS	410199_1
0.0	0.0		0.0	7.90102	3.56261	0.0			6.09239	16.76278	0.0	0.0	0.0	0.0	0.0	0.0	1.25411			17.84512	0.0	0.0			0.0	0.47825			0.0	0.0	0.0	0.0	0.0	16.67832	0.0	0.0	0.0	0.0	0.0	8.75363	0.0	0.0	0.0		0.0	0.26574	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.43198			0.0		0.0	0.0	0.0	0.0			0.0	7.22006	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	1.69018	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	8.06382	0.0	0.0	NNLS	262245_1
0.0	0.0		0.0	6.33951	3.53214	0.0			0.0	11.14123	0.0	0.0	0.0	0.0	0.0	0.0	0.0			21.66622	0.0	0.0			0.0	5.23886			0.0	0.0	0.0	0.0	0.0	20.84592	0.0	0.0	0.0	0.0	0.0	10.75354	0.0	0.0	0.0		0.17359	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.58849			0.0		0.0	0.0	0.0	0.0			0.0	6.70659	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	2.73185	0.0	0.0	0.0	0.0	10.28205	0.0	0.0	NNLS	167961_1
0.0	0.0		0.0	4.70662	2.23195	0.0			16.37251	16.52445	0.0	0.0	0.0	0.0	0.0	0.0	4.40615			12.29449	0.0	0.0			0.0	4.77921			0.0	5.84453	0.0	0.0	0.0	12.21221	0.0	0.0	0.0	0.0	0.50058	6.60082	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.58821			0.0		0.0	0.0	0.0	0.0			7.67069	2.67332	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.84726	0.0	0.0	1.74701	0.0	0.0	NNLS	166490_1
0.0	0.0		0.0	7.26353	4.12375	0.0			0.0	11.09923	0.0	0.0	0.0	0.0	0.0	0.0	0.1681			18.24566	0.0	0.0			0.0	6.38031			0.0	0.0	0.0	0.0	0.0	18.59716	0.0	0.0	0.0	0.0	0.0	9.00081	0.0	0.0	0.0		0.18303	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.45944			0.0		0.0	0.0	0.0	0.0			0.0	6.95448	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	4.06868	0.0	0.0	0.0	0.0	11.45584	0.0	0.0	NNLS	393370_2
0.0	0.0		0.0	10.02405	5.06153	0.0			2.37749	10.52808	0.0	0.0	0.0	0.0	0.0	0.0	2.87098			14.50809	0.0	0.0			0.0	0.16638			0.0	0.0	0.0	0.0	0.0	17.61127	0.0	0.0	0.0	0.0	0.0	6.75054	0.0	0.0	0.0		0.1956	2.22637	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.6224			0.0		0.0	0.0	0.0	0.0			0.0	7.79209	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.21172		0.0	0.0	3.80818	0.0	0.0		0.0		0.0	1.94131	0.0	0.0	0.0	0.73144	10.57247	0.0	0.0	NNLS	412304_2
0.0	0.0		0.0	10.41859	5.1434	0.0			2.73414	10.69025	0.0	0.0	0.0	0.0	0.0	0.0	1.09675			14.16145	0.0	0.0			0.0	1.36088			0.0	0.0	0.0	0.0	0.0	18.89342	0.0	0.0	0.0	0.0	0.0	6.05157	0.0	0.0	0.0		0.16565	2.45145	0.0		0.0	0.0	0.0		0.0	0.0	0.0	4.26135			0.0		0.0	0.0	0.0	0.0			0.0	8.36636	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	2.06182	0.0	0.0		0.0		0.0	2.21327	0.0	0.0	0.0	0.0	9.92964	0.0	0.0	NNLS	178534_1
0.24403	0.0		0.37718	1.31405	0.59003	0.0			20.13997	11.81891		0.0	0.0	1.4876	0.21463	0.0	0.5157			0.18286	0.16413	0.48769			0.0	1.30279			0.45906	3.64898	0.12031	0.0	0.0	1.4368	0.62598	1.3287	0.0	0.62817	0.20696	0.3675	0.09463		0.18764			0.59642	0.0		0.0	0.0	0.0	0.03834	0.0	1.74361	0.0	0.0			0.0		0.0	0.0	1.52709	0.0			9.24137	0.0	0.01972		1.58248	0.0	0.0	0.27564		0.0		0.0		8.74823	0.0		4.84101		0.0	0.12938		5.78316	0.0	1.16696	0.59913	0.0	0.06212	1.17789		0.04555	0.0	0.03982	4.57889	0.0	2.39686	7.36733	0.0	0.09472	nuSVR	159918_2
0.01805	0.0		0.0	1.11085	0.32179	0.0			23.55696	13.34964		0.0	0.0	1.30118	0.07878	0.0	0.8618			0.88598	0.08204	0.0			0.0	3.34435			0.03885	2.33667	0.3736	0.0	0.0	2.89794	0.20812	1.22432	0.0	0.0	0.0	0.55475	0.11623		0.51424			0.0	0.0		1.09187	0.0	0.0	0.02819	0.0	1.68974	0.0	0.0			0.0813		0.0	0.0	1.09927	2.31742			10.58974	0.0	0.0		0.7119	0.0	0.0	0.0		0.0		0.0		1.98035	0.0		1.98354		0.0	0.08627		11.24003	0.0	1.04976	0.22161	0.0	0.0	2.32353		0.09619	0.0	0.03045	4.45012	0.0	2.27632	3.41197	0.0	0.06432	nuSVR	166490_1
0.4447	0.0		0.08741	0.65732	0.59279	0.0			15.33201	17.05277		0.0	0.0	2.27932	0.38639	0.0	1.43002			0.98659	0.26907	0.88746			0.06422	2.00149			0.81242	3.54936	0.2112	0.24885	0.0	2.4183	0.0	2.38889	0.0	1.15377	0.62086	0.54671	0.0		0.40807			1.16576	0.0		0.83632	0.0	5.24927	0.06291	0.77808	1.01842	0.02716	0.0			0.0		0.0	0.0	0.71401	0.0			2.00621	0.13148	0.0		2.60818	0.0	0.0	0.0		0.0		1.03146		11.33574	0.0		2.23049		0.0	0.22793		1.95367	0.0	2.3761	0.0	0.0	0.14731	1.9971		0.14538	1.26126	0.06928	5.59635	0.27444	1.30314	0.62257	0.0	0.0	nuSVR	167961_1
0.49409	0.0		0.56411	0.52889	0.63304	0.0			15.2884	11.5726		0.0	0.0	2.70033	0.37951	0.0	1.58538			1.29316	0.3155	0.96155			0.07378	1.85934			0.87414	4.36521	0.34277	0.04711	0.0	2.92965	0.0	2.15148	0.0	1.61507	0.67127	0.67107	0.0		0.05363			1.82542	0.0		0.0	0.0	3.55774	0.07355	0.50351	1.92051	0.00896	0.0			0.0		0.0	0.0	0.9309	0.0			4.03483	0.0	0.0		2.42905	0.42095	0.0	0.0		0.0		0.0		9.79834	0.0		2.288		0.0	0.0		2.4651	0.0	1.19655	0.8984	0.0	0.15515	2.74764		0.11824	2.57573	0.10098	7.0032	0.15395	2.58015	0.24209	0.0	0.0	nuSVR	178534_1
0.20716	0.47107		0.43793	0.97124	0.73083	0.0			19.04094	25.27383		0.0	0.0	1.04513	0.17235	0.0	0.70999			0.2768	0.1506	0.74953			0.0	1.27985			0.80309	4.11029	0.25823	0.0	0.0	2.00407	0.0	1.13846	0.0	1.34581	0.35006	0.59147	0.0		0.04305			1.05132	0.0		0.06705	0.0	0.00996	0.03553	0.65729	1.62535	0.0	0.0			0.0		0.0	0.0	1.05469	0.0			8.2853	0.03995	0.0		1.65347	0.0	0.0	0.0		0.0		0.0		6.81786	0.01981		6.42633		0.0	0.12039		1.63254	0.0	0.39573	0.0	0.0	0.12045	0.82377		0.03223	0.0	0.05009	3.9942	0.0	2.84129	0.0	0.0	0.08362	nuSVR	262245_1
0.35441	0.0		0.49044	1.15876	0.6178	0.0			17.48252	9.45596		0.0	0.0	1.18152	0.16424	0.0	0.18248			2.6706	0.19986	0.65523			0.04654	3.31058			1.57984	6.39133	0.3539	0.0	0.0	4.5313	0.00849	2.18463	0.0	2.65267	0.5039	0.71356	0.0		0.66199			1.21483	0.0		0.85543	0.0	5.17479	0.0464	0.85207	1.46266	0.0	0.0			0.0		0.0	0.0	1.48189	0.0			2.21334	0.0	0.0		2.63486	0.0	0.0	0.0		0.0		0.0		10.69863	0.0		0.0		0.0	0.16623		1.19673	0.0	1.87317	1.15715	0.0	0.63442	0.49709		0.01312	4.16423	0.05262	4.63387	0.0136	1.41031	0.0	0.0	0.0	nuSVR	295748_1
0.32941	0.0		0.42989	0.46681	0.53838	0.0			14.15605	17.15934		0.0	0.0	2.00833	0.12394	0.0	2.39222			0.64166	0.13379	0.77065			0.07556	0.6744			0.23338	2.68553	0.24517	0.0	0.04287	3.98922	0.0	1.69356	0.0	1.41479	0.67988	1.05273	0.0		0.37823			1.46863	0.0		0.0	0.0	3.42093	0.07259	0.61168	1.85005	0.01269	0.0			0.0		0.0	0.0	1.6624	0.0			4.97887	0.0	0.0		2.62467	0.0	0.0	0.02227		0.0		0.0		6.32534	0.0		2.40326		0.0	0.23024		4.0238	0.0	1.09841	0.88054	0.0	0.1806	2.69236		0.17383	1.60511	0.0798	7.22883	0.41771	2.23356	1.38603	0.0	0.0	nuSVR	330152_1
0.19032	0.06798		0.06974	1.50898	0.57536	0.0			20.03923	10.70648		0.0	0.00844	1.42353	0.20898	0.0	0.79843			1.0982	0.12574	0.53085			0.0	3.47117			0.8837	6.96045	0.2052	0.0	0.0	1.80658	0.35585	0.64741	0.0	0.94935	0.2871	0.56302	0.12385		0.0654			0.61484	0.0		0.0	0.46657	0.0	0.02821	0.05121	1.65769	0.0	0.0			0.0		0.0	0.0	1.31477	0.0			12.54913	0.0	0.0		1.24202	0.0	0.0	0.0		0.0		0.0		10.34308	0.0		2.24802		0.0	0.30073		2.18547	0.0	0.47465	0.38265	0.0	0.29353	0.69547		0.0219	0.0	0.0274	2.61959	0.00138	3.12016	5.69018	0.0	0.0	nuSVR	393370_2
0.38274	0.0		0.0	0.64996	0.37454	0.0			11.87632	17.73867		0.0	0.0	1.19386	0.14483	0.0	0.84907			1.71839	0.28885	0.0			0.05767	0.09815			0.51142	2.27266	0.3025	0.10014	0.0	0.76621	0.26818	0.98107	0.0	0.49219	0.59705	0.56474	0.07331		0.40399			0.90992	0.0		0.0	0.0	3.72232	0.0565	0.64635	4.13991	0.0	0.0			0.0		0.0	0.0	0.70695	0.0			5.27211	0.12578	0.0		2.09173	0.0	0.0	0.0		0.0		0.0		3.11174	0.0		1.02901		0.0	0.0		1.40284	0.0	0.67518	0.94545	0.0	0.30198	1.71801		0.25016	0.38945	0.06232	5.00124	0.0	0.93823	23.7963	0.0	0.0	nuSVR	410199_1
0.46356	0.0		0.50204	0.48727	0.72508	0.0			14.19841	13.40629		0.0	0.0	2.29205	0.17106	0.0	1.22125			1.69134	0.27503	0.84364			0.06923	1.59289			0.92961	3.89177	0.27588	0.05333	0.0	3.06484	0.00729	2.46725	0.0	1.68493	0.56567	0.63112	0.0		0.0			1.71362	0.0		0.0	0.0	5.14635	0.06772	0.47278	1.03891	0.01084	0.0			0.0		0.0	0.0	0.68628	0.0			2.6904	0.0	0.0		2.47628	0.35817	0.0	0.32965		0.0		0.0		10.6099	0.0		3.10896		0.0	0.2202		3.31003	0.0	1.54771	0.68087	0.0	0.18481	2.39234		0.07255	2.06923	0.11737	6.62408	0.0	2.50231	0.0578	0.0	0.0	nuSVR	412304_2
0.45773	0.0		0.69271	0.32082	0.54965	0.0			17.78788	12.10579		0.0	0.0	2.75998	0.13159	0.0	1.12013			0.90067	0.27454	1.13492			0.07077	1.71533			0.11053	4.68326	0.54474	0.18613	0.0	3.44296	0.0	1.76404	0.03139	1.52059	0.81012	0.75734	0.0		0.39671			1.67078	0.0		0.0	0.0	3.35315	0.06893	0.5992	1.80185	0.0061	0.0			0.0		0.0	0.0	0.93081	0.0			4.51326	0.02048	0.0		2.70427	0.0	0.0	0.0		0.0		0.0		7.93018	0.05923		3.20529		0.0	0.21815		0.88397	0.0	2.00406	0.86653	0.0	0.14788	2.64796		0.13023	0.30662	0.10111	6.71846	0.72407	2.05285	2.06423	0.0	0.0	nuSVR	418624_2
0.4604	0.0		0.3474	0.52948	0.64537	0.0			15.06569	13.85843		0.0	0.0	2.41089	0.33507	0.0	1.29184			1.22838	0.38316	1.24079			0.06934	1.18933			0.87492	4.59085	0.25092	0.12845	0.0	2.74171	0.0	2.15784	0.0	1.69819	0.64779	0.45923	0.0		0.24578			1.65275	0.0		0.0	0.0	5.72986	0.06761	1.02511	1.17192	0.00149	0.0			0.0		0.0	0.0	0.88343	0.0			2.56818	0.0	0.0		2.60879	0.46943	0.0	0.0		0.0		0.0		8.83306	0.08425		3.08392		0.0	0.19421		0.97533	0.0	1.72096	0.70535	0.0	0.18359	2.76874		0.14496	1.91223	0.09637	6.56654	0.13747	2.40783	1.15537	0.0	0.0	nuSVR	450582_2
0.3334	0.0		0.0	0.72251	0.60577	0.0			13.70732	13.79322		0.0	0.0	2.22778	0.12373	0.0	2.41685			1.33478	0.35745	1.31332			0.06781	2.42507			0.7628	3.77646	0.36942	0.0	0.0	2.86339	0.02393	2.25531	0.52378	0.93531	0.59027	0.66818	0.0		0.0			1.15704	0.0		0.86037	0.0	4.99225	0.06769	0.58074	2.24535	0.0	0.0			0.0		0.0	0.0	0.84813	0.0			3.96086	0.0	0.0		2.7273	0.0	0.0	0.0		0.0		0.1296		8.4895	0.0		1.07095		0.0	0.0		4.22046	0.0	0.90459	0.0	0.0	0.16488	2.86808		0.06032	0.99794	0.07247	6.20161	2.19986	2.37035	0.61181	0.0	0.0	nuSVR	469006_2
0.05038	0.0		0.0	0.30976	0.36201	0.0			11.09253	39.56649		0.35595	0.0	1.55389	0.0	4.09695	2.93168			0.57265	0.0885	0.0			0.0	0.0			0.0	0.0	0.15933	0.0	0.12564	1.89871	0.03391	0.49732	0.33321	0.79742	0.0	0.48953	0.0		0.0			0.51152	0.0		0.89263	0.0	0.75089	0.04372	0.0	1.72824	0.0	0.0			0.0		0.0	0.0	0.64426	0.0			2.43879	0.0	0.34435		0.65522	0.0	0.0	0.55608		0.0		0.0		4.35999	0.0		0.0		0.0	0.14843		10.30019	0.0	2.03067	0.32473	0.09686	0.0	1.8191		0.09729	4.2761	0.06333	2.00107	0.0	0.5116	0.0	0.0	0.08909	nuSVR	569467_2
0.0	0.0		0.005	0.0	0.19207	0.0			7.26818	64.67081		0.0	0.0	1.27658	0.0	1.35465	0.53911			0.57301	0.08829	0.0			0.02615	0.09275			0.0	0.62706	0.10355	0.0	0.0032	2.52552	0.1384	0.32735	0.22319	0.4565	0.0	0.50003	0.0		0.0			0.42441	0.0		0.66206	0.0	0.0	0.02709	0.0	0.7519	0.0	0.0			0.0		0.0	0.0	0.62739	0.66211			2.90965	0.0	0.14926		0.41433	0.0	0.0	0.0		0.0		0.0		1.78878	0.0		0.0		0.0	0.0543		3.81138	0.0	0.61532	0.22186	0.0	0.04007	1.47688		0.04895	1.40533	0.04686	2.18775	0.0	0.65417	0.0	0.0	0.02873	nuSVR	597312_3
0.04162	0.0		0.15924	0.30035	0.32793	0.0			16.33916	38.53261		0.0	0.00921	1.73407	0.0	0.0	1.68577			0.54107	0.0	0.0			0.03309	1.1138			0.0	1.49868	0.11057	0.0	0.0	1.72453	0.0	0.35076	0.0	0.66728	0.0	0.3409	0.03649		0.0			0.41655	0.0		1.15131	0.0	0.0	0.03242	0.0	0.79228	0.0	0.0			0.0		0.0	0.0	1.04278	0.0			6.2467	0.0	0.25863		0.74124	0.0	0.0	0.0		0.0		0.0		3.20863	0.0		0.0		0.0	0.07399		7.79759	0.0	0.37319	0.2594	0.0	0.05933	2.09814		0.05847	1.01007	0.12751	2.64382	0.0	0.29901	5.73745	0.0	0.02434	nuSVR	739041_3
0.0	0.0		0.0	6.94366	1.25605	0.0			13.52244	31.80771	0.0	0.0	0.0	0.0	0.0	0.0	2.72419			0.465	0.0	0.0			0.0	1e-05			0.0	3.66467	0.0	1e-05	0.0	7.27639	0.0	0.0	0.0	0.0	2e-05	1e-05	0.0	0.0	1e-05		1e-05	0.48536	0.0		0.0	0.0	0.0		0.0	0.0	0.0	2.96401			0.0		0.0	0.0	0.0	0.0			0.0	5.15809	0.0		0.0	0.00013	0.0	0.0	0.0	0.0		0.0		0.0	0.0		12.01812		0.0	1.63471		0.0	0.0	3.52773	0.0	0.0		0.0		0.0	1e-05	0.0	0.0	0.0	0.0	6.55156	0.0	0.0	QP	739041_3
0.0	0.0		0.0	2.47359	0.00015	0.0			13.40084	40.77035	0.0	0.0	0.0	0.0	0.0	0.0	2.48397			1.59366	0.0	0.0			0.0	0.0			0.0	9.52524	0.0	0.0	0.0	4.49261	0.0	0.0	0.0	0.0	0.0	4.12863	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0			0.0	2.68109	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		11.88916		0.0	0.0		0.0	0.0	5.87461	0.0	0.0		0.0		0.0	0.6861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	QP	569467_2
0.0	0.0		0.0	1e-05	0.0	0.0			8.77942	64.49277	0.0	0.0	0.0	0.0	0.0	0.0	2e-05			5.4536	0.0	0.0			0.0	0.0			0.0	2.01905	0.0	0.0	0.0	8.83079	0.0	0.0	0.0	0.0	0.0	3.70863	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0			0.0	0.65962	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		5.54086		0.0	0.0		0.0	0.0	0.51521	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	QP	597312_3
0.0	1.54333		0.0	7.94896	5.41923	1.21713			0.0	11.04131	1e-05	0.0	2.11654	0.0	0.0	0.0	0.0			14.69031	0.0	0.0			0.00328	2.06334			0.0	0.0	0.0	1.65825	0.0	14.85168	0.0	0.0	0.0	0.0	0.0	7.3808	0.0	0.0	0.0		3.04061	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.23293	4.66221			0.0		1.21462	0.0	0.0	0.0			0.0	6.71095	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.25487	0.0		0.0		0.0	2.04267	1.94334	0.0	0.0	0.0	9.96365	0.0	0.0	QP	450582_2
0.0	0.96401		0.0	6.3271	3.87924	0.2596			0.0	11.43636	0.0	0.0	0.8424	0.0	0.0	0.0	2.47413			16.72335	0.0	0.0			0.0	4.68907			0.0	0.0	0.0	0.63205	0.0	15.58803	0.0	0.0	0.0	0.0	1e-05	7.88486	0.0	0.0	0.0		1.8303	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	3.99555			0.0		0.00611	0.0	0.0	0.0			0.0	5.58498	0.0		0.0	0.43113	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	3.88272	0.49952	0.0	0.0	0.00015	12.06932	0.0	0.0	QP	159918_2
