	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	DeconvolutionTool
SRR13990880	0.0	0.18	0.06	1.6	15.16	3.97	0.0	0.08	7.06	0.0	6.05	0.0	0.0	0.31	27.21	0.31	0.0	0.0	0.02	0.0	0.04	0.0	0.0	0.21	0.0	0.0	0.05	1.8	0.0	35.89	CIBERSORTx
SRR13990978	0.0	0.15	0.01	3.77	12.48	6.3	0.0	0.0	18.81	0.0	3.19	0.13	0.05	0.21	23.07	0.0	0.31	0.0	0.05	0.0	0.03	0.0	0.24	0.24	0.0	0.0	0.04	1.33	0.0	29.58	CIBERSORTx
SRR13990807	0.0	0.07	0.0	2.02	4.22	4.81	0.0	0.0	30.84	0.0	0.0	0.7	0.01	0.0	5.14	0.14	3.71	0.0	0.0	0.34	0.0	0.0	0.0	0.46	0.0	6.46	0.0	0.2	0.0	40.87	CIBERSORTx
SRR13991095	0.44	0.12	0.0	6.26	7.61	2.11	0.0	0.0	23.93	0.0	1.54	0.0	0.04	0.22	23.41	0.0	0.33	0.0	0.04	0.0	0.0	0.0	0.13	0.42	0.0	0.0	0.04	1.06	0.0	32.29	CIBERSORTx
SRR13990976	0.0	0.12	0.18	2.82	7.38	5.38	0.0	0.0	15.72	0.0	3.32	0.0	0.0	0.14	19.33	0.2	0.24	0.0	0.07	0.0	0.02	0.0	0.0	0.2	0.0	0.0	0.03	1.33	0.0	43.51	CIBERSORTx
SRR13991009	0.0	0.03	0.0	1.59	8.38	1.99	0.0	0.06	25.03	0.0	0.0	1.12	0.05	0.15	21.37	0.15	0.65	0.0	0.05	0.0	0.0	0.0	0.0	0.36	0.0	17.89	0.04	0.41	0.0	20.68	CIBERSORTx
SRR13990979	0.54	0.18	0.0	5.7	15.21	1.27	0.0	0.05	12.96	0.0	3.13	1.43	0.07	0.26	33.52	0.0	0.0	0.0	0.06	0.0	0.04	0.0	0.0	0.06	0.0	0.0	0.05	1.82	0.0	23.65	CIBERSORTx
SRR13990977	0.28	0.09	0.0	0.05	7.03	3.82	0.0	0.0	24.9	0.23	1.14	1.06	0.0	0.0	8.54	0.24	2.85	0.02	0.04	0.0	0.0	0.0	0.15	0.31	0.0	0.0	0.01	0.24	0.0	49.0	CIBERSORTx
SRR13991100	0.0	0.12	0.0	3.38	8.35	2.52	0.0	0.0	16.1	0.0	1.81	0.36	0.04	0.15	20.41	0.0	0.0	0.0	0.04	0.07	0.0	0.0	0.0	0.36	0.0	0.0	0.03	1.31	0.0	44.96	CIBERSORTx
SRR13990810	0.0	0.0	0.0	2.87	8.37	4.27	0.0	0.07	12.1	0.0	1.63	0.34	0.0	0.18	22.26	0.08	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.04	1.5	0.0	46.06	CIBERSORTx
SRR13990982	0.0	0.16	0.0	4.97	14.25	3.15	0.0	0.14	14.24	0.0	0.85	0.0	0.0	0.21	27.29	0.0	0.0	0.0	0.04	0.0	0.03	0.0	0.0	0.2	0.0	0.0	0.05	1.2	0.0	33.22	CIBERSORTx
SRR13991004	0.0	0.0	0.0	3.82	8.97	4.87	0.0	0.0	21.73	0.0	0.0	0.43	0.05	0.08	20.07	0.1	0.94	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	10.25	0.03	0.45	0.0	28.16	CIBERSORTx
SRR13990811	0.0	0.12	0.0	3.84	7.54	3.31	0.0	0.05	9.76	0.0	2.05	0.15	0.01	0.16	18.48	0.02	0.53	0.0	0.04	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.03	1.15	0.0	52.61	CIBERSORTx
SRR13991039	0.0	0.14	0.0	5.41	13.24	2.53	0.0	0.03	14.78	0.0	1.21	0.0	0.05	0.16	27.37	0.44	0.0	0.0	0.09	0.0	0.03	0.0	0.0	0.15	0.0	0.0	0.05	1.21	0.0	33.11	CIBERSORTx
SRR13991001	0.0	0.11	0.0	5.79	8.07	2.2	0.0	0.0	24.07	0.0	0.0	0.0	0.05	0.15	19.65	0.0	0.0	0.0	0.04	0.2	0.0	0.0	0.34	0.64	0.0	1.31	0.03	0.74	0.0	36.59	CIBERSORTx
SRR13990996	0.0	0.15	0.0	4.79	12.33	4.37	0.0	0.08	17.44	0.0	0.69	0.0	0.05	0.18	26.94	0.42	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.04	1.09	0.0	31.12	CIBERSORTx
SRR13991000	0.0	0.01	1.12	0.89	0.0	5.95	0.0	0.0	35.01	0.24	0.0	0.0	0.0	0.0	0.0	0.23	3.34	0.0	0.06	0.11	0.0	0.0	0.0	0.76	0.26	13.9	0.02	0.01	0.04	38.07	CIBERSORTx
SRR13990980	0.0	0.1	0.57	6.29	48.43	0.31	0.0	0.0	13.12	0.0	0.0	0.0	2.73	0.0	3.33	0.32	2.73	0.0	0.0	1.49	0.0	0.0	0.0	0.53	0.0	7.47	0.0	1.4	0.0	11.19	NNLS
SRR13990981	0.0	0.0	0.0	3.09	64.44	0.0	0.0	0.0	5.5	0.0	0.0	0.0	1.59	0.0	11.0	0.06	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	4.14	0.08	0.15	0.0	9.26	NNLS
SRR13990884	0.0	1.82	4.46	2.96	10.48	0.0	0.0	0.0	3.19	0.0	0.0	0.0	1.38	0.0	2.88	0.04	0.0	0.03	0.0	1.49	0.0	0.0	0.0	0.02	0.0	0.32	0.05	3.53	0.0	67.34	NNLS
