basal cell of prostate epithelium	endothelial cell of arteriole/endothelial cell of venule	pancreatic ductal cell	duct epithelial cell/ionocyte	innate lymphoid cell	pancreatic stellate cell	capillary endothelial cell/endothelial cell of artery	erythrocyte/platelet	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	enteroglial cell	tracheal goblet cell	enterocyte of epithelium proper of duodenum	hepatocyte	intrahepatic cholangiocyte	myoepithelial cell	ciliated epithelial cell/epithelial cell of uterus	central nervous system macrophage	mural cell/pericyte	taste receptor cell	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	myo-medullary thymic epithelial cell	macrophage	gamma-delta t cell	myometrial cell	microglia	epithelial cell of uterus	mature nk t cell/natural killer cell	kidney epithelial cell	luminal epithelial cell of mammary gland	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	fast muscle cell/slow muscle cell	leukocyte	club cell/type i pneumocyte	pulmonary ionocyte	langerhans cell	stratified squamous epithelial cell	pancreatic stellate cell/smooth muscle cell	club cell	mesenchymal stem cell/tendon cell	cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	b cell	melanocyte/progenitor cell of mammary luminal epithelium	regular atrial cardiac myocyte/ventricular cardiac muscle cell	neuron	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	common myeloid progenitor/hematopoietic stem cell	type ii pneumocyte	pancreatic acinar cell	plasma cell	cd4-positive, alpha-beta thymocyte	cd8-positive, alpha-beta thymocyte/thymocyte	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	intestinal tuft cell/tuft cell of colon	pancreatic a cell	neurons	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	bladder urothelial cell	neuro-medullary thymic epithelial cell	pancreatic d cell/type b pancreatic cell	mesothelial cell/schwann cell	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	mucus secreting cell/respiratory goblet cell	choroid plexus epithelial cell	acinar cell of salivary gland	pulmonary ionocyte/respiratory goblet cell	hematopoietic stem cell	serous cell of epithelium of bronchus	cardiac endothelial cell	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	large intestine goblet cell	pancreatic a cell/pancreatic d cell/type b pancreatic cell	type i pneumocyte	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	sebum secreting cell	melanocyte	duct epithelial cell/ionocyte/mucus secreting cell	schwann cell	ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	common myeloid progenitor/erythroid progenitor cell	neutrophil	erythroid progenitor cell	mesothelial cell	Bergmann glial cell/astrocyte/ependymal cell	myeloid dendritic cell	oligodendrocyte precursor cell	serous cell of epithelium of trachea	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	basal cell/medullary thymic epithelial cell	OPC/astrocytes/oligodendrocytes	medullary thymic epithelial cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	basophil/mast cell	luminal cell of prostate epithelium	basal cell	colon endothelial cell	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	salivary gland cell	smooth muscle cell	progenitor cell of mammary luminal epithelium	oligodendrocyte	enteroendocrine cell of small intestine	tissue-resident macrophage	Method	Sample
1.36899	0.0	0.0	0.0	0.0	0.0	0.0	13.54044		0.0	0.26832	0.52684	0.0	1.61967	0.0421			0.6028	0.34814		0.0	3.56852	0.86682	0.0	0.77158	0.10261	4.82851	0.84443	0.87029	0.0	0.01976	0.0		0.0	0.03314	0.0		0.0	0.45294	0.17264	5.98178		0.0		0.0	0.0	0.0	0.024	0.0	7.9028	0.0	0.0			0.22107		7.69926	0.0	1.43118			0.15169	0.0		0.00981			0.15191	4.94983			0.0	0.0	5.75628	0.0	0.80246		0.0	0.0		0.0	17.76132	0.63473		0.0		0.0	0.0			0.17319	0.0	12.50373		0.05533	0.0	0.25228	0.0		0.0	0.53612	2.15271		0.0	0.0	CIBERSORTx	SRR13990782
0.30539	0.0	0.13196	0.02422	0.0	0.0	0.0	12.68127		0.0	0.32733	0.10092	0.02897	0.07286	0.14626			0.63503	0.0		0.0	0.42803	0.47704	0.0	0.70619	0.06916	6.75486	1.29535	0.16104	0.0	0.0	0.79386		0.32493	0.13485	0.01213		0.0155	0.415	1.39434	9.26767		0.0		0.11116	1.16251	0.0	0.01087	0.0	11.18891	0.52842	0.0			0.02736		5.18484	0.27419	0.0687			0.0	0.02286		0.23949			0.0	5.23588			0.01886	0.0009	3.26635	0.03355	0.0		0.21438	0.0		1.5415	14.66187	0.42754		0.0		0.0	0.0			0.04568	0.0	17.05945		0.06993	0.0	0.1073	0.0		0.0	0.02536	1.76797		0.0	0.0	CIBERSORTx	SRR13990785
0.91831	0.0	0.28278	0.0	0.0	0.0	0.15257	2.14856		0.0	0.07059	0.27777	0.0	0.0	0.27412			0.13376	0.04972		0.00912	1.67204	3.02841	0.0	0.43683	0.15451	5.75676	1.44176	0.79291	0.00141	0.0062	0.0		0.12819	0.19437	0.0		0.0	0.03934	2.24568	7.89929		0.03266		0.01103	0.0	0.00747	0.0	0.0	12.52235	0.35746	0.0			0.02497		9.01519	0.0238	0.06296			0.01621	0.0		0.0			0.00565	9.21861			0.00526	0.0	6.77021	0.0	0.01566		0.10976	0.0		0.0	14.16119	0.78494		0.17835		0.0	0.0			0.06705	0.0	15.67111		0.03833	0.0	0.00753	0.0		0.0	0.38349	2.39377		0.0	0.0	CIBERSORTx	SRR13990830
0.74775	0.0	0.0	0.09272	0.0	0.0	0.0	7.13608		0.0	0.32414	0.0	0.0	0.53503	0.44296			1.24747	0.0		0.28745	0.55637	1.66806	0.0	0.17242	0.0	1.34842	0.33525	1.42229	0.6647	0.0	0.02957		0.0	0.34203	0.04268		0.0	0.0	1.42028	3.8548		0.35399		0.03447	0.0	0.0	0.00805	0.0	11.59832	0.0	0.0			0.22324		5.91098	0.0	0.00649			0.0	0.0		0.0			0.0	3.59071			0.00179	0.36332	6.12178	0.0	0.03589		0.16517	0.02269		0.0	32.91753	0.0		0.0		0.0	0.0			0.0	0.0	14.96756		0.00422	0.0	0.0	0.0		0.0	0.0	1.00333		0.0	0.0	CIBERSORTx	SRR13990984
0.57214	0.0	0.0285	0.18539	0.0	0.0	0.33547	6.80999		0.0	0.24146	0.24337	0.0	0.39066	0.52795			0.55961	0.0		0.0	0.0	2.10907	0.0	0.45281	0.57979	4.65944	0.25799	0.0	0.0	0.00897	0.18231		0.0	0.0	0.15188		0.0	0.75624	0.0	8.28953		0.0		0.06609	0.0	0.00967	0.0	0.0	11.22227	0.0	0.0			0.3018		8.65894	0.22274	0.16749			0.13645	0.0		0.0			0.0	5.12354			0.0	0.0	4.24122	0.04771	0.0		0.20079	0.0		1.31381	19.18399	1.11791		0.52796		0.0	0.0			0.06543	0.0	17.89801		0.0206	0.0	0.05632	0.0		0.0	0.62924	1.44543		0.0	0.0	CIBERSORTx	SRR13990857
1.053	0.0	0.0	0.25286	0.0	0.0	0.0	12.53925		0.0	0.32492	0.43344	0.0	0.0	0.65545			0.96177	0.36177		0.0	16.19139	0.0	0.0	0.0	0.0	3.6235	0.29668	0.0	0.00035	0.0426	0.66967		0.0	0.21675	0.0		0.0	0.11956	0.69086	4.67415		0.0		0.0	0.0	0.0	0.00431	0.0	7.82496	0.0	0.2412			0.0		5.14767	0.48517	0.0			0.0	0.0		0.07082			0.07124	3.29488			0.00058	0.0	3.10216	0.04235	0.0		0.13077	0.0		0.0	13.32834	0.8149		0.0		0.19393	0.0			0.0	0.0	20.46603		0.0089	0.0	0.0	0.0		0.26449	0.69635	0.45907		0.24389	0.0	CIBERSORTx	SRR13990707
2.37367	0.0	0.30307	0.0	0.0	0.0	0.80991	11.00188		0.0	0.0	0.25902	0.0	0.49212	1.08031			1.29136	0.0		0.0	2.09496	0.0	0.0	0.96846	0.53008	7.97776	0.14318	0.67638	0.18734	0.00825	0.0		0.0	0.85846	0.0		0.0	0.40287	0.0	5.62286		0.0		0.04645	0.0	0.0	0.0	0.0	12.63928	0.0	0.0			0.0		7.37018	0.0	0.23136			0.09286	0.06127		0.0			0.0	2.12392			0.0	0.0128	2.47217	0.05711	0.0		0.16341	0.0		7.10589	4.07128	0.40761		0.0		0.0	0.0			0.0	0.0	23.93577		0.03356	0.0	0.07045	0.0		0.0	0.0	2.02269		0.0	0.0	CIBERSORTx	SRR13990727
0.32925	0.0	0.0	0.0	0.0	0.0	2.02509	9.74272		0.0	0.15478	0.05024	0.0	1.15	0.55531			0.83714	0.0		0.0	0.93756	0.02599	0.0	0.38738	0.0	3.80439	0.62692	1.16838	0.12723	0.01349	0.0		0.0	0.04542	0.07034		0.0	0.92151	0.0	5.79027		0.0		0.20349	0.31078	0.0	0.0	0.0	8.21674	0.0	0.0			0.31664		9.69806	0.18454	1.26392			0.1273	0.0		0.0			0.0013	3.97648			0.56782	0.0	2.65282	0.0	0.16422		0.0	0.0		4.27133	11.32586	1.05471		0.0		0.0	0.0			0.10127	0.0	23.15678		0.06623	0.0	0.65623	0.0		0.0	0.88297	2.03711		0.0	0.0	CIBERSORTx	SRR13990895
0.06098	0.0	0.0	0.0	0.0	0.02709	0.63101	9.8116		0.0	0.13787	0.13943	0.06764	0.51375	0.0			0.18295	0.0		0.00192	0.20969	1.16226	0.0	0.49822	0.08099	3.05128	1.14567	0.58647	0.02394	0.00382	0.0		0.00038	0.02551	0.00115		0.00048	0.1438	0.32916	5.58207		0.0		0.01057	0.47529	0.00581	0.00209	0.0	15.09633	1.46241	0.01749			0.33517		10.09806	0.0	0.07588			0.0	0.0		0.0899			0.0	4.61135			0.00108	0.04659	4.89326	0.0	0.02766		0.18955	0.00481		1.03289	17.52155	1.28084		0.0		0.0	0.0			0.03619	0.0	16.47673		0.14453	0.00319	0.05069	0.0		0.14289	0.04186	1.40619		0.0	0.0	CIBERSORTx	SRR13990962
0.5385	0.0	0.0	0.58136	0.0	0.0	1.653	1.61235		0.00785	0.07085	0.0	0.0	0.20821	0.0			0.0	0.27971		0.0	0.0	0.0	0.0	0.5754	0.0	7.1743	0.45316	0.0	0.21626	0.0	0.28783		0.0	0.0	0.0		0.0	0.0	0.0	6.13275		0.0		0.28196	0.0	0.0	0.01608	0.0	15.66815	0.0	0.0			0.0		8.97773	0.33745	0.15845			0.0	0.02115		0.0			0.0	1.96804			0.00222	0.14347	2.87419	0.04502	0.0		0.38067	0.0		2.94619	16.32123	0.48563		0.0		0.0	0.0			0.0	0.0	27.4522		0.0	0.0	0.28204	0.14814		0.0	1.39648	0.30198		0.0	0.0	CIBERSORTx	SRR13990802
0.64598	0.0	0.0	0.0	0.0	0.0	1.47424	14.31		0.0	0.39408	0.43517	0.0873	0.37915	0.12787			0.58655	0.0		0.09691	1.20603	1.22898	0.0	0.31889	0.0	4.32196	0.77168	4.55388	0.70086	0.00388	0.1696		0.0	0.52654	0.06404		0.00335	0.0	0.0	3.91407		0.0		0.10624	0.0	0.0	0.00808	0.0	6.57085	0.0	0.0			0.0		5.23696	0.0	0.00169			0.0	0.0181		0.16535			0.0	3.47167			0.0007	0.0	4.57927	0.08401	0.0		0.21673	0.0		3.56432	19.57492	1.94627		0.0		0.0	0.0			0.0	0.0	16.07857		0.0	0.0	0.0	0.0		0.0	0.86565	1.18961		0.0	0.0	CIBERSORTx	SRR13990915
0.0813	0.0	0.0	0.22996	0.0	0.0	0.18912	9.20717		0.0	0.03613	0.06641	0.00087	0.0927	0.0			0.00139	0.00845		0.0	0.01515	0.02922	0.0	0.67755	0.00337	9.54677	0.88294	0.0	0.25053	0.00332	0.0		0.00484	0.0	0.02533		0.0	0.0	0.0	7.11389		0.02231		0.0	0.12542	0.00038	0.00232	0.0	0.08602	0.0	0.00026			0.34327		14.54967	0.0	1.10968			0.0	0.0		0.0			0.0	2.80916			0.00033	0.41268	2.61839	0.00078	0.0		0.01778	0.00109		7.84142	19.33678	0.555		0.0		0.05188	0.0			0.10795	0.0	20.16043		0.0	0.0	0.00467	0.64875		0.03574	0.68973	0.00161		9e-05	0.0	CIBERSORTx	SRR13991054
1.18728	0.0	0.0	0.04071	0.0	0.0	0.0	5.13637		0.0	0.40565	0.24343	0.0	0.67532	0.64575			1.19209	0.29456		0.0	2.87822	0.0	0.0	0.51048	0.64879	5.06683	1.30889	0.76647	0.0	0.01759	0.06938		0.0	0.52171	0.0		0.0	0.7653	0.59718	6.61381		0.0		0.06381	0.0	0.0	0.0	0.0	9.69713	0.0	0.0			0.28903		9.58813	0.0	0.77637			0.11935	0.0		0.0			0.0	6.40938			0.0028	0.0	4.30151	0.0	0.27874		0.33337	0.0		0.49907	11.37077	1.41155		0.0		0.0	0.0			0.0	0.0	21.80927		0.72136	0.0	0.0	0.0		0.0	0.02284	2.71973		0.0	0.0	CIBERSORTx	SRR13990612
1.05698	0.44299	0.0	0.0	0.0	0.0	0.0	13.60165		0.0	0.11852	0.84571	0.52746	0.23359	0.0			0.46067	0.03128		0.03362	1.4121	1.42203	0.0	0.4244	0.0	5.31091	0.19404	1.23598	0.1063	0.01648	0.0		0.0	0.0	0.00286		0.0	0.0	0.0	6.61986		0.0		0.1002	0.0	0.00869	0.01815	0.0	9.31899	0.0	0.08367			0.25076		7.45884	0.21748	0.88873			0.0	0.0		0.04469			0.05484	5.99232			0.007	0.0	2.95465	0.00664	0.0		0.23598	0.0		0.40271	24.64307	0.88064		0.0		0.0	0.0			0.0	0.0	10.29342		0.0	0.0	0.2594	0.0		0.63765	0.4002	0.74383		0.0	0.0	CIBERSORTx	SRR13990640
2.12833	0.0	0.01378	0.0	0.0	0.0	0.26005	10.56862		0.0	0.0	0.0	0.0	1.05375	0.98979			1.02578	0.45439		0.0	5.97209	0.0	0.0	0.39975	0.19383	8.80484	0.95873	0.98568	0.0	0.02247	0.0		0.0	1.8121	0.0		0.0	0.175	0.0	5.48661		0.0		1.1042	0.0	0.0	0.0	0.0	8.04718	0.0	0.0			0.11878		5.24246	0.07661	0.95991			0.0	0.08848		0.00631			0.0	1.76539			0.0	0.11124	2.83884	0.24623	0.0		0.46545	0.0		5.4547	2.86701	0.6149		0.0		0.0	0.0			0.0	0.0	25.11788		0.06376	0.0	0.0	0.85598		0.0	0.0	2.6491		0.0	0.0	CIBERSORTx	SRR13990656
0.60235	0.06888	0.04586	0.02654	0.0	0.12192	0.05161	16.40205		0.0	0.08793	0.17439	0.29301	0.20073	0.0			0.46515	0.02747		0.00873	0.15943	2.68796	0.0	1.10107	0.01535	5.42599	0.86532	0.05014	0.36402	0.0	0.11875		0.01258	0.11243	0.02862		0.00343	0.0	0.04511	7.77712		0.04456		0.0	0.1059	0.0	0.0	1.62969	11.07523	0.10103	0.11979			0.65811		7.50654	0.07958	0.08098			0.0	0.00287		0.0			0.0	7.36008			0.00132	0.05666	6.57286	0.0	0.01506		0.05931	0.00872		1.44166	18.1908	0.13245		0.0		0.52143	0.0			0.21285	0.0	5.86676		0.00478	0.07962	0.0	0.0		0.07934	0.0	0.6475		0.00057	0.0	CIBERSORTx	SRR13990639
1.33827	0.0	0.10914	0.0	0.0	0.0	1.16455	12.34362		0.0	0.1603	0.11357	0.0	0.61653	0.55206			0.82471	0.28446		0.0	4.1265	1.17483	0.0	0.11646	0.09308	5.02478	0.91778	0.96858	0.19103	0.01055	0.23713		0.0	0.21457	0.0		0.0	0.45989	0.0	5.39961		0.0		0.07072	2.40996	0.0	0.0	0.0	10.11161	0.0	0.0472			0.30191		4.37758	0.11023	0.87475			0.20746	0.0		0.00919			0.0	5.33308			0.01311	0.10591	3.92576	0.04453	0.0		0.39325	0.0		2.01019	7.90591	2.00486		0.0		0.0	0.0			0.10593	0.0	19.46958		0.06403	0.0	0.22228	0.0		0.0	0.70743	2.73156		0.0	0.0	CIBERSORTx	SRR13990769
1.72216	0.0	0.09145	0.10895	0.0	0.0	2.75787	7.72085		0.0	0.0	0.55597	0.0	0.98251	0.0			0.64323	0.00069		0.0451	0.0	0.0	0.0	0.0	0.0	5.93569	2.80002	0.89859	0.48689	0.00799	2.48352		0.0	0.0	0.08118		0.0	0.35776	0.0	10.02488		0.0		0.0	0.0	0.02813	0.0	0.0	4.52533	1.94911	0.01312			2.13263		9.86162	0.0	0.0			0.0	0.0		0.0			0.02434	1.30934			0.00055	0.17167	1.64335	0.00103	0.01506		1.79616	1.04977		3.57263	11.95301	1.04803		0.64983		0.0	0.0			0.62154	0.0	17.71851		0.01284	0.0	0.0	0.0		0.0	1.244	0.11315		0.83995	0.0	CIBERSORTx	SRR13990730
1.69095	0.0	0.0	0.0	0.0	0.0	0.08362	13.11892		0.0	0.06324	0.41068	0.0	0.48343	0.33595			0.73616	0.14066		0.0	0.3975	0.2444	0.0	0.62044	0.29983	1.97464	0.37672	0.42964	0.28481	0.02855	0.0		0.0	0.0	0.04556		0.0	1.11288	0.18914	8.17759		0.0		0.30365	1.7522	0.0	0.0	0.0	8.05398	0.0	0.0			0.20758		8.72674	0.17136	0.64069			0.15836	0.0		0.0			0.11431	4.067			0.00405	0.0	6.38181	0.0	0.50831		0.23255	0.0		2.33388	15.06833	0.85707		0.0		0.0	0.0			0.24953	0.0	16.24626		0.0	0.0	0.09485	0.0		0.0	1.61503	0.96715		0.0	0.0	CIBERSORTx	SRR13990752
0.12854	0.02213	0.0	0.03884	0.0	0.0	0.17284	13.69582		0.0	0.21262	0.47211	0.19517	0.56036	0.0			0.37737	0.3924		0.06059	0.69457	1.83892	0.0	0.90583	0.0	5.25764	0.32699	0.08254	0.16471	0.01637	0.0		0.0	0.0	0.0		0.0	0.39866	0.05953	3.3389		0.18383		0.0	2.89998	0.0	0.00439	0.0	12.40805	0.0	0.0			0.23847		6.68319	0.05684	0.01842			0.0	0.04061		0.0			0.0	3.54979			0.0088	0.03272	5.0946	0.00516	0.08149		0.32033	0.0		2.67033	19.31442	0.60969		1.57361		0.0	0.0			0.3331	0.0	12.99434		0.0	0.0006	0.0	0.0		0.0	0.68208	0.78171		0.0	0.0	CIBERSORTx	SRR13990894
0.07755	0.01545	0.0	0.0	0.0	0.00028	0.05371	6.49911		0.0	0.0106	0.00368	0.00384	0.03037	0.0			0.63509	0.01233		0.00764	0.03028	1.83479	0.0	0.48312	0.00061	9.91909	0.00462	0.00913	0.02829	0.0	0.0		0.0	0.0566	0.01941		0.00037	0.03157	0.0	7.62372		0.05292		0.02331	0.0	0.00103	0.00181	0.0	20.18224	0.0	0.02768			0.00478		6.18699	0.0	0.03084			0.0	0.00085		0.0			0.0	7.69218			0.00164	0.00071	8.28583	0.0	0.01743		0.05182	0.00134		2.44621	16.26414	0.39583		0.39285		0.01762	0.0			0.0	0.0	5.75907		0.08345	0.0	0.0	0.0		0.01119	1.94953	2.72542		0.0	0.0	CIBERSORTx	SRR13990833
0.42099	0.0	0.0	0.0	0.0	0.0	0.13296	14.55605		0.0	0.12259	0.39844	0.0	0.77148	0.74442			0.80227	0.96035		0.0	2.23208	0.0	0.0	0.10731	0.46193	6.06226	0.28718	0.98195	0.0	0.017	0.06416		0.0	0.38474	0.0		0.0	0.38416	0.0	8.12805		0.08103		0.07172	1.511	0.0	0.01576	0.0	15.60397	0.0	0.0			0.44983		7.47913	0.44802	0.08104			0.1008	0.09148		0.00305			0.0	4.12556			0.00761	0.0	3.4765	0.0	0.0		0.0	0.0		1.46468	8.42688	0.65811		0.82615		0.0	0.0			0.06993	0.0	14.36142		0.07306	0.0	0.11103	0.0		0.0	0.41817	2.02371		0.0	0.0	CIBERSORTx	SRR13991021
0.14358	1.26654	0.08615	0.12074	0.0	0.0	0.0	6.26137		0.0	0.09786	0.20793	0.0	0.22835	0.12524			0.39025	0.01203		0.04259	1.28169	0.43148	0.0	0.65724	0.00752	3.40279	0.4253	0.0	0.05299	0.0	0.06984		0.0	0.01884	0.0263		0.0	0.18579	0.63383	6.03085		0.18987		0.0	0.0	0.0	0.0	1.51619	11.55612	1.70134	0.0			0.26585		10.51127	0.0	0.10104			0.0	0.00101		0.0			0.0	4.39259			0.00193	0.17071	1.53345	0.0	0.00127		0.11344	0.0		2.64941	25.88764	0.23538		0.27534		0.0	0.0			0.16098	0.0	14.50074		0.0	0.0	0.0	0.25372		0.19084	0.02654	1.55622		0.0	0.0	CIBERSORTx	SRR13991036
0.59279	0.0	0.0549	0.0	0.0	0.0	0.47507	7.63992		0.0	0.19925	0.61181	0.0	0.14784	0.6874			0.42742	0.0		0.0	0.81159	2.18429	0.0	0.37689	0.52388	2.75517	1.13279	1.25774	0.30077	0.00729	0.16901		0.0	0.19184	0.31051		0.0	0.78268	0.0	4.73645		0.0		0.06318	0.0	0.0	0.0	0.0	7.55651	0.0	0.0			0.46842		4.93138	0.0	0.85821			0.12118	0.0		0.0			0.0	4.17555			0.00311	0.22274	4.28468	0.03339	0.0		0.10107	0.0		2.94038	23.52934	0.38178		0.0		0.0	0.0			0.08344	0.0	21.36966		0.05073	0.0	0.0	0.0		0.0	0.75856	1.6894		0.0	0.0	CIBERSORTx	SRR13990748
0.3245	0.0	0.0447	0.21708	0.0	0.0	0.38375	10.3894		0.0	0.08704	0.54086	0.0	0.58048	0.36063			0.59766	0.24531		0.0	3.58803	1.43707	0.0	0.55512	0.0	1.91001	0.878	0.84907	0.32312	0.03797	0.0		0.0	0.08551	0.0		0.0	1.08846	0.25911	8.52953		0.0		0.68309	0.0	0.0	0.0	0.0	14.43941	0.0	0.0			0.23419		4.28423	0.18573	0.52764			0.3943	0.21898		0.0			0.0	3.96014			0.00369	0.0	6.14188	0.0	0.66907		0.43608	0.0		0.0	18.27658	0.77861		0.0154		0.0	0.0			0.0	0.0	12.8943		0.40639	0.0	0.0	0.0		0.0	0.27625	1.86165		0.0	0.0	CIBERSORTx	SRR13990718
0.38638	0.0	0.0	0.14476	0.0	0.0	0.0	9.30804		0.0	0.10637	0.78983	0.0	0.93211	0.14548			1.51331	0.54139		0.0	0.0	0.47756	0.0	0.61378	0.12711	5.46772	0.02372	0.25447	0.0	0.0	0.02836		0.0	0.03183	0.06913		0.0	0.89391	0.0	5.27411		0.0		1.06369	0.0	0.0	0.10352	0.0	7.98694	0.98938	0.0			0.44093		7.88608	0.46398	1.17578			0.0	0.0		0.0			0.0	4.30275			0.0	0.0	4.18268	0.0	0.0		0.33316	0.0		1.57944	21.85315	1.00864		0.0		0.0	0.0			0.14334	0.0	16.86209		0.0	0.0	0.31457	0.0		0.0	1.32097	0.85953		0.0	0.0	CIBERSORTx	SRR13990859
1.93483	0.0	0.0	0.0	0.0	0.0	0.9585	10.2527		0.0	0.0	0.0	0.0	2.21475	0.50395			0.86839	1.10016		0.45265	1.86477	0.0	0.0	1.36542	0.86994	9.43459	0.192	0.24351	0.22808	0.01274	0.0		0.0	0.68554	0.0		0.0	0.3053	0.03712	6.04098		0.0		0.0	0.99833	0.0	0.0	0.0	8.20092	0.0	0.0			0.09548		8.32786	0.0875	0.79607			0.99031	0.07715		0.01315			0.0	2.09524			0.00268	0.37835	2.38704	0.0	0.14446		0.0	0.0		5.66365	5.71762	2.05177		0.0		0.0	0.0			0.0	0.0	20.75575		0.0133	0.0	0.0	0.0		0.0	0.0	1.63743		0.0	0.0	CIBERSORTx	SRR13990683
1.30297	0.0	0.0	0.0	0.0	0.0	0.0	17.24038		0.0	0.03565	0.37225	0.0	0.97343	0.54314			1.34863	0.40128		0.0	3.73283	0.38577	0.0	0.57043	0.0	2.78012	0.31962	1.11019	0.23352	0.01851	0.0		0.0	0.64117	0.0		0.0	0.67835	0.0	6.39507		0.0		0.05446	0.0	0.0	0.14988	0.0	6.45048	0.0	0.17235			0.60948		7.53402	0.0	1.42115			0.0	0.09474		0.0			0.0	2.61946			0.0	0.033	3.52593	0.05115	0.0		0.12066	0.0		3.83321	13.4478	0.49098		0.0		0.0	0.0			0.0	0.0	16.46055		0.09254	0.0	1.19111	0.41297		0.0	0.29872	1.85201		0.0	0.0	CIBERSORTx	SRR13991089
1.67267	0.0	0.03338	0.0	0.0	0.0	0.46664	11.11942		0.0	0.04006	0.71906	0.0	0.4837	0.2405			0.47716	0.0		0.0	1.456	1.06567	0.0	0.19985	0.33424	1.54583	0.33384	1.49119	0.0	0.02522	0.08978		0.0	0.03912	0.00337		0.0	0.69673	0.0	7.02163		0.0		0.07542	0.0	0.02336	0.0	0.0	9.74056	0.0	0.0			0.35969		5.37933	0.0	1.86952			0.10344	0.0		0.00047			0.01536	4.26701			0.0	0.0	5.57104	0.0	0.35983		0.29616	0.0		0.54421	23.26461	0.6617		0.0		0.0	0.0			0.24615	0.0	14.75629		0.08575	0.0	0.22967	0.0		0.0	0.80112	1.79424		0.0	0.0	CIBERSORTx	SRR13990913
0.6694	0.0	0.02055	0.16019	0.0	0.0	0.64684	10.24893		0.0	0.17932	0.89913	0.0	0.62433	0.58533			0.88042	0.07558		0.0	0.2451	0.5596	0.0	0.77763	0.31176	3.64381	0.47126	0.0	0.0	0.08416	0.08095		0.0	0.48808	0.20501		0.02654	1.51771	0.0	7.84843		0.0		0.0	0.2567	0.0	0.0	0.0	17.96218	0.0	0.0			0.37899		7.16113	0.0	0.46276			0.3633	0.2478		0.0504			0.0	4.91432			0.04578	0.0	4.87965	0.0	0.60828		0.0	0.0		0.75349	11.83861	0.99933		0.7915		0.0	0.0			0.19665	0.0	14.18053		0.06349	0.0	0.31711	0.0		0.0	1.04474	1.23317		0.0	0.0	CIBERSORTx	SRR13990790
0.39692	0.0	0.1078	0.0	0.0	0.0	1.18288	11.63974		0.0	0.18473	0.24192	0.0	0.58471	0.46685			0.25639	0.92795		0.0	3.74146	1.22336	0.0	0.27713	0.28737	3.96284	1.00979	0.70757	0.0	0.02598	0.00211		0.0	0.22126	0.0		0.0	0.65209	0.0	8.3365		0.0		0.10036	0.0	0.0	0.0	0.0	14.80344	0.0	0.0			0.10392		8.32223	0.19675	0.55705			0.17379	0.0		0.0			0.0	2.99086			0.00352	0.22876	2.96498	0.0	0.22812		0.4142	0.0		0.0	13.8097	0.76758		0.0		0.0	0.0			0.07255	0.0	15.27563		0.07337	0.12387	0.0	0.0		0.0	0.19876	2.15319		0.0	0.0	CIBERSORTx	SRR13990673
1.40841	0.0	0.02486	0.05345	0.0	0.0	0.0	11.72466		0.0	0.0548	0.0	0.0	0.52024	0.6981			0.86957	0.661		0.0	2.34164	0.13374	0.0	0.53301	0.26848	5.40733	0.81027	0.73876	0.1193	0.0144	0.0		0.0	0.23947	0.0		0.0	0.9318	0.0	8.59067		0.0		0.04602	0.33875	0.0	0.0	0.0	11.62629	0.0	0.0			0.33439		5.19904	0.43502	1.48626			0.20786	0.00837		0.0			5e-05	5.50742			0.02467	0.0	6.27465	0.0	0.66696		0.00133	0.0		0.0	11.06637	0.88626		0.0		0.0	0.0			0.0	0.0	15.94682		0.49594	0.0	0.0	0.0		0.0	1.29656	2.00703		0.0	0.0	CIBERSORTx	SRR13990920
