	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	DeconvolutionTool
SRR10192380	6.77	0.0	5.5	0.0	4.22	0.0	0.0	7.37	9.2	0.0	13.43	2.12	0.0	0.0	0.9	0.11	0.0	6.25	0.0	0.25	0.0	0.0	1.01	0.85	0.0	3.35	0.0	3.72	0.41	34.54	ReDeconv
SRR10192208	2.89	0.0	5.1	0.95	2.32	6.18	0.0	1.43	15.0	0.52	9.64	0.42	1.96	0.13	1.53	0.07	1.1	3.91	0.0	0.12	0.67	0.0	0.0	1.68	0.0	5.47	0.0	3.69	0.56	34.64	ReDeconv
SRR10192259	3.52	0.0	5.95	0.43	1.58	1.63	0.0	5.92	6.22	0.46	8.73	0.04	0.98	0.63	0.46	0.0	2.15	3.43	0.0	0.0	0.0	0.0	0.0	0.43	0.0	4.72	0.0	6.71	0.57	45.43	ReDeconv
SRR10192183	1.64	0.0	2.8	0.0	0.92	16.99	0.0	0.0	9.52	5.82	3.79	0.0	4.61	0.0	0.0	0.18	5.03	0.0	2.08	0.0	0.0	0.35	0.35	1.34	0.0	9.66	0.0	1.19	0.34	33.4	ReDeconv
SRR10192228	0.0	0.0	6.02	0.0	2.58	12.03	0.0	2.72	7.69	4.22	4.55	0.0	2.29	0.09	1.2	0.0	0.08	0.89	0.0	0.17	0.0	0.0	0.0	1.92	0.0	5.06	0.0	5.39	0.0	43.09	ReDeconv
SRR10192174	0.0	0.0	2.92	0.0	0.93	16.78	0.0	0.0	18.33	4.06	8.15	0.0	5.11	0.0	1.29	0.0	5.77	0.0	1.23	0.0	2.6	0.37	0.0	2.37	0.0	5.98	0.12	3.51	0.08	20.39	ReDeconv
SRR10192230	0.05	0.0	4.32	3.02	1.2	2.64	0.0	3.86	9.75	0.46	15.58	0.0	3.21	0.05	0.14	0.07	0.0	5.82	0.0	0.59	0.2	0.27	0.15	0.91	0.0	7.03	0.0	6.53	1.03	33.13	ReDeconv
SRR10192406	3.05	0.0	6.67	0.0	1.52	0.0	0.0	2.63	8.61	0.0	16.38	3.76	0.0	0.0	0.26	0.04	0.85	4.04	0.0	0.0	0.0	0.0	0.73	0.67	0.0	3.1	0.0	2.83	0.0	44.85	ReDeconv
SRR10192472	0.0	0.0	6.17	0.0	2.64	9.77	0.0	0.0	16.23	0.0	11.99	0.28	2.43	0.04	0.44	0.14	4.46	0.75	0.27	0.57	0.1	0.0	0.25	0.38	0.0	6.55	0.0	4.64	0.72	31.19	ReDeconv
SRR10192382	5.33	0.0	3.17	1.44	1.63	0.0	0.0	4.54	12.76	0.0	16.11	4.89	1.16	0.0	0.35	0.0	0.65	3.96	0.0	0.0	0.12	0.0	0.0	0.47	0.0	5.63	0.0	2.8	0.27	34.72	ReDeconv
SRR10192198	0.0	0.13	5.81	0.26	1.21	9.0	0.0	0.0	14.84	0.0	15.8	1.91	3.26	0.0	0.05	0.04	0.72	0.0	0.0	0.1	0.0	0.0	0.0	1.55	0.0	3.06	0.0	2.32	0.0	39.92	ReDeconv
SRR10192403	0.0	0.0	6.1	0.0	1.6	3.15	0.0	4.11	10.83	2.36	8.77	0.0	3.0	0.0	0.54	0.05	1.59	0.67	0.29	0.62	2.55	0.17	0.43	2.63	0.0	4.3	0.0	6.02	0.18	40.03	ReDeconv
SRR10192334	0.0	0.0	5.69	0.65	2.26	7.4	0.0	3.37	17.05	2.47	5.52	0.0	1.88	0.0	1.11	0.48	0.86	0.73	0.19	1.0	0.0	0.0	0.08	1.84	0.0	5.76	0.0	5.26	0.43	35.97	ReDeconv
SRR10192381	0.0	0.0	3.34	4.89	1.36	0.06	0.0	6.83	7.45	0.0	19.37	0.0	0.4	0.0	0.63	0.08	0.57	8.11	0.0	0.52	0.02	0.0	0.0	0.75	0.0	3.22	0.0	4.28	0.06	38.06	ReDeconv
SRR10192241	0.0	0.0	3.69	0.0	0.9	4.99	0.0	4.3	14.63	1.95	11.55	0.0	3.58	0.14	0.54	0.15	2.54	6.98	0.0	0.15	0.24	0.81	0.0	1.96	0.0	7.93	0.0	4.68	0.32	27.97	ReDeconv
SRR10192209	0.0	0.97	7.02	0.0	0.94	13.93	0.0	0.0	20.05	0.0	25.04	0.0	5.04	0.0	0.13	0.11	1.26	0.0	0.05	0.1	0.02	0.0	0.83	0.38	0.0	3.87	0.0	2.92	0.0	17.34	ReDeconv
SRR10192214	0.0	0.0	6.04	0.0	1.19	7.02	0.0	2.98	17.59	0.0	21.39	0.0	3.43	3.91	0.17	0.17	0.37	1.28	0.0	0.69	0.03	0.17	1.12	0.91	0.0	3.42	0.0	4.9	0.29	22.94	ReDeconv
SRR10192397	0.0	0.09	6.16	0.0	1.35	0.66	0.0	1.39	19.2	0.0	7.31	0.78	2.81	0.18	0.45	0.09	2.46	2.41	0.0	0.0	0.12	0.0	2.93	0.68	2.54	1.58	0.0	3.85	0.07	42.88	ReDeconv
SRR10192470	0.0	0.58	6.47	0.0	1.45	4.8	0.0	0.0	7.77	0.0	32.1	0.0	2.46	0.0	0.43	0.54	3.27	0.28	0.1	0.31	0.62	0.82	5.61	1.46	0.0	3.47	0.0	4.09	0.29	23.07	ReDeconv
SRR10192405	0.0	0.0	5.56	0.6	1.0	14.06	0.0	2.36	14.3	0.0	7.76	0.0	0.89	0.35	0.12	0.12	2.77	3.25	0.0	0.61	0.0	0.0	0.0	0.28	0.0	1.5	0.0	3.63	0.68	40.15	ReDeconv
SRR10192409	0.0	0.55	6.68	5.59	1.29	0.0	0.0	1.45	4.08	0.18	14.74	0.0	0.0	2.52	0.35	0.72	1.89	3.84	0.0	0.75	1.64	0.0	0.0	2.86	0.0	7.6	0.0	7.01	0.95	35.29	ReDeconv
SRR10192469	3.85	3.88	3.97	3.22	1.71	0.54	0.0	0.0	11.32	0.0	26.28	1.04	2.64	0.0	0.0	0.31	1.6	1.63	0.0	0.47	0.21	0.86	0.29	2.37	0.0	2.47	0.0	6.12	0.54	24.68	ReDeconv
SRR10192335	2.59	0.0	6.09	0.0	2.12	5.76	0.0	0.0	16.76	0.0	16.8	0.0	4.61	0.63	0.0	0.14	1.75	0.0	0.06	0.16	0.17	0.14	5.11	1.07	0.0	1.51	0.0	4.12	0.98	29.45	ReDeconv
SRR10192336	7.53	0.33	9.4	0.0	1.27	2.27	0.0	0.0	10.66	0.0	7.86	1.81	0.0	0.0	0.0	0.05	0.51	1.52	0.0	1.28	0.05	0.21	2.07	1.01	0.0	0.0	0.0	6.3	2.26	43.61	ReDeconv
