cd4-positive, alpha-beta t cell/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell	cd8-positive, alpha-beta t cell/naive thymus-derived cd8-positive, alpha-beta t cell	ciliated columnar cell of tracheobronchial tree/lung ciliated cell	cardiac endothelial cell	colon endothelial cell	basophil/mast cell	mesothelial cell/schwann cell	Bergmann glial cell/astrocyte/ependymal cell	cd4-positive, alpha-beta t cell/cd4-positive, alpha-beta thymocyte/cd8-positive, alpha-beta thymocyte/naive thymus-derived cd4-positive, alpha-beta t cell/regulatory t cell/thymocyte	endothelial cell of arteriole/endothelial cell of venule	classical monocyte/intermediate monocyte/monocyte/myeloid dendritic cell/non-classical monocyte	ciliated columnar cell of tracheobronchial tree/ciliated epithelial cell/lung ciliated cell	taste receptor cell	serous cell of epithelium of bronchus	neurons	fast muscle cell/slow muscle cell	plasma cell	b cell	salivary gland cell	enteroglial cell	intestinal crypt stem cell of small intestine/paneth cell of epithelium of small intestine	pancreatic a cell	hematopoietic stem cell	duct epithelial cell/ionocyte	adventitial cell/fibroblast/mesenchymal stem cell of adipose tissue/stromal cell	pulmonary ionocyte/respiratory goblet cell	luminal cell of prostate epithelium	microglia	kidney epithelial cell	capillary endothelial cell/endothelial cell of artery	endothelial cell/endothelial cell of arteriole/endothelial cell of lymphatic vessel/endothelial cell of venule/vein endothelial cell	basal cell	neutrophil	leukocyte	duct epithelial cell/ionocyte/mucus secreting cell	neuron	type ii pneumocyte	choroid plexus epithelial cell	serous cell of epithelium of trachea	cd8-positive, alpha-beta t cell/innate lymphoid cell/naive thymus-derived cd8-positive, alpha-beta t cell	schwann cell	best4+ intestinal epithelial cell, human/enterocyte of epithelium proper of small intestine/small intestine goblet cell/transit amplifying cell of small intestine	intestinal tuft cell/large intestine goblet cell/tuft cell of colon	large intestine goblet cell	basal cell/medullary thymic epithelial cell	hepatocyte	enteroendocrine cell of small intestine	innate lymphoid cell	endothelial cell/endothelial cell of lymphatic vessel/vein endothelial cell	cd8-positive, alpha-beta thymocyte/thymocyte	basal cell of prostate epithelium	gamma-delta t cell	mature nk t cell/natural killer cell	pancreatic stellate cell	melanocyte/progenitor cell of mammary luminal epithelium	type i pneumocyte	capillary endothelial cell/cardiac endothelial cell/endothelial cell of artery	pulmonary ionocyte	myo-medullary thymic epithelial cell	pancreatic stellate cell/smooth muscle cell	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/gamma-delta t cell/t cell	bladder urothelial cell	common myeloid progenitor/hematopoietic stem cell	tissue-resident macrophage	mural cell/pericyte	ciliated epithelial cell/epithelial cell of uterus	medullary thymic epithelial cell	macrophage	pancreatic a cell/pancreatic d cell/type b pancreatic cell	mesenchymal stem cell/tendon cell	central nervous system macrophage	activated cd4-positive, alpha-beta t cell/activated cd8-positive, alpha-beta t cell/t cell	myoepithelial cell	classical monocyte/intermediate monocyte/monocyte/non-classical monocyte	progenitor cell of mammary luminal epithelium	mesothelial cell	epithelial cell of uterus	langerhans cell	sebum secreting cell	club cell/type i pneumocyte	myeloid dendritic cell	intestinal tuft cell/tuft cell of colon	acinar cell of salivary gland	tracheal goblet cell	mucus secreting cell/respiratory goblet cell	common myeloid progenitor/erythroid progenitor cell	smooth muscle cell	pancreatic ductal cell	erythroid progenitor cell	luminal epithelial cell of mammary gland	pancreatic d cell/type b pancreatic cell	pancreatic acinar cell	cd4-positive, alpha-beta thymocyte	melanocyte	neuro-medullary thymic epithelial cell	intrahepatic cholangiocyte	myometrial cell	regular atrial cardiac myocyte/ventricular cardiac muscle cell	club cell	enterocyte of epithelium proper of duodenum	stratified squamous epithelial cell	erythrocyte/platelet	oligodendrocyte	OPC/astrocytes/oligodendrocytes	oligodendrocyte precursor cell	Method	Sample
0.0	0.0		9.3444	0.0	0.0				0.0		0.0	0.0	0.0	2.58707	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	6.87117	0.0	0.0		0.0	5.76827	0.0			0.0		0.0		2.84423	0.0		0.0		0.82141	0.0	0.0	0.0	10.52629	0.0	0.0	0.0	0.0		5.1825		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	13.73797	0.0	0.0	0.0	6.13685	0.0		5.74811	0.0	0.0	0.0	0.0		0.0	0.0	0.0	2.5149	0.0	0.0	0.0	0.0	1.03851	0.0	6.40486	0.0	0.0	0.0	0.0	20.47346		0.0		NNLS	691160_3
0.0	0.0		6.41202	0.0	0.0				0.0		0.0	0.0	0.0	1.9102	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	4.54571	0.0	0.0		0.0	2.89435	0.0			0.0		0.0		0.87762	0.0		0.0		0.0	0.0	0.0	0.0	10.34079	0.0	0.0	1.10289	0.0		2.06358		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.00524	0.3891	0.0	0.0	1.40766	0.0		3.47593	0.0	0.0	0.0	0.0		1.71171	0.0	0.0	3.95949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.90371		0.0		NNLS	525989_2
0.0	0.0		7.76382	0.0	0.0				0.0		0.0	0.0	0.0	1.37947	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	10.42374	0.0	0.0		0.0	3.6991	0.0			0.0		0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.50921		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	1.72405	7.66091	0.0	0.0	0.0	0.0	0.0		8.03106	0.0	0.0	0.0	0.0		8.04408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87201	0.0	0.25138	0.0	0.0	0.0	0.0	41.64117		0.0		NNLS	884755_2
0.0	0.0		3.93383	0.0	0.0				0.0		0.0	0.0	0.0	2.42555	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	1.85912	0.0	0.0		0.0	2.22767	0.0			0.0		0.0		4.71626	0.0		0.0		0.0	0.0	0.0	0.0	15.78394	0.0	0.0	0.0	0.0		1.24961		0.22037	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	8.83055	4.48994	0.0	0.0	3.42058	0.0		10.65979	0.0	0.0	0.0	0.0		0.50341	0.13724	0.0	2.5357	0.0	0.0	0.0	0.0	0.0	0.0	0.55299	0.0	0.0	0.0	0.0	36.45345		0.0		NNLS	905498_2
0.0	0.0		9.49705	0.0	0.0				0.0		0.0	0.0	0.0	2.14312	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	7.97681	0.0	0.0		0.0	4.42609	0.0			0.0		0.0		2.44071	0.0		0.0		0.0	0.0	0.0	0.0	10.2235	0.0	0.0	0.0	0.0		6.50573		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	1.98095	9.29519	0.0	0.0	0.0	4.36935	0.0		8.29755	0.0	0.0	0.0	0.0		7.22774	0.0	0.0	0.80575	0.0	0.0	0.0	0.0	0.23493	0.0	0.52545	0.0	0.0	0.0	0.0	24.05007		0.0		NNLS	629773_2
0.0	0.0		5.40254	0.0	0.0				0.0		0.0	0.15647	3.17727	5.68209	0.0	0.0	0.0	9.2915	0.0	0.0	0.0		0.0	0.0		0.0	9.62913	0.0	0.0		0.0	0.0	0.0			0.0		1.22811		5.01762	0.0		0.0		3.38921	0.0	0.0	0.0	0.0	0.0	0.0	10.08134	0.0		3.29527		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	17.55054	0.0	0.0	0.0	6.23875	0.0		9.63331	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26583	0.0	1.67317	0.0	0.0	0.0	0.0	7.28783		0.0		NNLS	571092_1
0.0	0.0		3.64632	0.0	0.0				0.0		0.0	0.0	0.0	1.9356	0.0	0.0	0.0	0.0	0.0	0.0	0.03435		0.0	0.0		0.0	4.37859	0.0	0.0		0.0	2.89674	0.0			0.0		0.0		0.2152	0.0		0.0		0.0	0.0	0.0	0.0	10.68009	0.0	0.0	0.0	0.0		2.84339		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	11.0869	0.0	0.0	0.0	0.0	0.0		9.48378	0.0	0.0	0.0	0.0		5.33867	0.0	0.0	1.91658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.54379		0.0		NNLS	582739_3
0.0	0.0		18.87286	0.0	0.0				0.0		0.0	0.0	0.0	3.57286	0.0	0.0	0.0	0.0	0.0	0.0	0.02295		0.0	0.0		0.0	9.39843	0.0	0.0		0.0	8.78662	0.0			0.0		0.0		7.50845	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18555	0.0		8.44565		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.72224	3.99227	0.0	0.0	0.0	16.35891	0.0		0.0	0.0	0.0	0.0	0.0		1.99314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95721	0.0	0.0	0.0	0.0	14.18287		0.0		NNLS	702116_3
0.0	0.0		7.8785	0.0	0.0				0.0		0.0	0.0	0.0	2.04308	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	3.60575	0.0	0.0		0.0	8.50436	0.0			0.0		0.0		6.64358	0.0		0.0		0.0	0.0	0.0	0.0	9.05794	0.0	0.0	0.0	0.0		2.44971		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.88166	0.0	0.0	0.0	12.84614	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	6.7405	0.0	0.0	0.0	0.0	0.0	0.0	2.6965	0.0	0.0	0.0	0.0	27.65229		0.0		NNLS	740015_3
0.0	0.0		13.12022	0.0	0.0				0.0		0.0	0.0	0.0	2.97406	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	6.72847	0.0	0.0		0.0	10.66294	0.0			0.0		0.0		7.68761	0.0		0.0		0.0	0.0	0.0	0.0	4.65385	0.0	0.0	2.61422	0.0		5.46348		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.55035	0.0	0.0	0.0	14.97038	0.0		0.0	0.0	0.0	0.0	0.0		0.07476	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	4.1396	0.0	0.0	0.0	0.0	15.45009		0.0		NNLS	683266_3
0.0	0.0		10.67515	0.0	0.0				0.0		0.0	0.0	0.0	1.60119	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	6.18214	0.0	0.0		0.0	8.50401	0.0			0.0		0.0		5.35955	0.0		0.0		0.0	0.0	0.0	0.0	6.93701	0.0	0.0	0.6861	0.0		4.55163		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.53217	0.0	0.0	0.0	12.26644	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	5.33572	0.0	0.0	0.0	0.0	0.34266	0.0	4.49045	0.0	0.0	0.0	0.0	23.53579		0.0		NNLS	709690_3
0.0	0.0		12.07151	0.0	0.0				0.0		0.0	0.0	0.0	2.06036	0.0	0.0	0.0	0.0	0.0	0.0	0.14607		0.0	0.0		0.0	6.22352	0.0	0.0		0.0	2.87227	0.0			0.0		0.0		4.63971	0.0		0.0		0.0	0.0	0.0	0.0	6.63522	0.0	0.0	1.62026	0.0		5.0492		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	1.53796	10.98844	0.0	0.0	0.0	10.92779	0.0		0.0	0.0	0.0	0.0	0.0		3.9083	0.0	0.0	5.56324	0.0	0.0	0.0	0.0	0.0	0.0	1.39015	0.0	0.0	0.0	0.0	24.36601		0.0		NNLS	512025_2
0.0	2.46304		12.84075	0.0	0.8932				0.0		0.0	0.0	0.0	2.41967	0.0	0.0	0.0	0.0	0.0	0.0	0.00454		0.0	0.0		0.0	4.29738	0.0	0.0		0.0	8.93456	0.0			0.0		0.0		6.87191	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39825	0.0		2.92949		0.0	0.0			0.0	0.0	0.0	0.0		0.0	1.87367		0.0		0.0	0.0	4.4871	0.0	0.0	0.0	14.99478	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	7.86121	0.0	0.0	0.0	0.0	0.0	0.0	0.04454	0.0	0.0	0.0	0.0	25.68591		0.0		NNLS	500915_3
0.0	0.0		6.72146	0.0	0.0				0.0		0.0	0.0	0.0	1.73661	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	4.4175	0.0	0.0		0.0	1.71558	0.0			0.0		0.0		4.41364	0.0		0.0		0.0	0.0	0.0	0.0	4.58389	0.0	0.0	0.0	0.0		3.59239		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.21624		0.0		0.0	0.82943	15.05989	0.0	0.0	0.0	8.3854	0.0		1.81618	0.0	0.0	0.0	0.0		5.67547	0.0	0.0	6.08922	0.0	0.0	0.0	0.0	0.19395	0.0	0.0	0.0	0.0	0.0	0.0	34.55315		0.0		NNLS	902180_3
0.0	0.0		9.90788	0.0	0.0				0.0		0.0	0.0	0.0	1.68909	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	5.81997	0.0	0.0		0.0	1.96458	0.0			0.0		0.0		4.07618	0.0		0.0		0.0	0.0	0.0	0.0	7.09801	0.0	0.0	0.0	0.0		6.09074		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	2.29525	12.22599	0.0	0.0	0.0	8.15616	0.0		5.10633	0.0	0.0	0.0	0.0		7.4818	0.0	0.0	3.84521	0.0	0.0	0.0	0.0	0.98231	0.0	0.10994	0.0	0.0	0.0	0.0	23.15054		0.0		NNLS	814701_2
0.0	0.0		13.87535	0.0	0.0				0.0		0.0	0.0	0.0	0.84716	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	6.17493	0.0	0.0		0.0	5.53453	0.0			0.0		0.0		6.26923	0.0		0.0		0.0	0.0	0.0	0.0	5.86218	0.0	0.0	0.0	0.0		5.11801		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.65991	0.0	0.0	0.0	12.27213	0.0		0.0	0.0	0.0	0.0	0.0		3.37402	0.0	0.0	0.6952	0.0	0.0	0.0	0.0	0.0	0.0	0.6991	0.0	0.0	0.0	0.0	29.61822		0.0		NNLS	903837_3
0.0	0.0		5.14257	0.0	0.0				0.0		0.0	0.0	0.0	2.24099	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	5.95868	0.0	0.0		0.0	3.36251	0.0			0.0		0.0		2.90024	0.0		0.0		0.0	0.0	0.0	0.0	3.14376	0.0	0.0	0.0	0.0		4.9815		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	1.55525	16.69263	0.0	0.0	0.0	5.335	0.0		8.81165	0.0	0.0	0.0	0.0		8.28763	0.0	0.0	5.01488	0.0	0.0	0.0	0.0	0.70344	0.0	0.0	0.0	0.0	0.0	0.0	25.86928		0.0		NNLS	690247_2
0.0	0.0		8.90746	0.0	0.0				0.0		0.0	0.0	0.0	0.94096	0.0	0.0	0.0	0.0	0.0	0.0	0.05201		0.0	0.0		0.0	3.17563	0.0	0.0		0.0	1.47371	0.0			0.0		0.0		6.8238	0.0		0.0		0.0	0.0	0.0	0.0	6.2453	0.0	0.0	0.04524	0.0		2.88251		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.88051		0.0		0.0	0.0	9.62464	0.0	0.0	0.0	12.33629	0.0		0.0	0.0	0.0	0.0	0.0		2.43219	0.0	0.0	5.01933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.16044		0.0		NNLS	915027_3
0.0	0.0		17.10461	0.0	0.0				0.0		0.0	0.0	0.0	3.1406	0.0	0.0	0.0	0.0	0.0	0.0	0.17206		0.0	0.0		0.0	10.57036	0.0	0.0		0.0	5.38119	0.0			0.0		0.0		2.15829	0.0		0.0		0.0	0.0	0.0	0.0	0.05072	0.0	0.0	0.0	0.0		8.87486		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	2.76186	10.46216	0.0	0.0	0.0	8.64346	0.0		0.12679	0.0	0.0	0.0	0.0		6.54285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88631	0.0	2.73782	0.0	0.0	0.0	0.0	19.38608		0.0		NNLS	508691_3
0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	1.96139	0.29859	0.0	0.0	0.0	0.0	0.16074	0.0		0.0	0.0		0.0	0.3548	2.36745	0.0		0.0	5.28813	0.0			0.0		0.0		0.4399	0.0		0.0		0.0	0.0	0.0	0.0	8.98348	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	8.36009	3.58681	0.0	0.0	0.0	0.0		4.52392	0.42853	0.0	0.0	0.0		0.10181	0.0	9.23907	4.97465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.93065		0.0		NNLS	501143_2
0.0	0.0		5.4357	0.0	0.0				0.0		0.0	0.0	0.0	2.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	4.76375	0.0	0.0		0.0	4.88924	0.0			0.0		0.0		2.393	0.0		0.0		0.0	0.0	0.0	0.0	4.87713	0.0	0.0	0.0	0.0		2.95639		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	9.2759	0.0	0.0	0.0	4.21079	0.0		7.23959	0.0	0.0	0.0	0.0		3.80681	0.0	0.0	4.84208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.28871		0.0		NNLS	689440_3
0.0	0.0		16.72077	0.0	0.0				0.0		0.0	0.0	0.0	4.29226	0.0	0.0	0.0	0.0	0.0	0.0	0.09717		0.0	0.0		0.0	8.35202	0.0	0.0		0.0	11.5649	0.0			0.0		0.0		7.26751	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.46462		0.0	0.0			0.0	0.0	0.0	0.0		0.0	4.58498		0.0		0.0	1.26731	0.0	0.0	0.0	0.0	16.35114	0.0		0.0	0.0	0.0	0.0	0.0		2.44768	0.0	0.0	4.71506	0.0	0.0	0.0	0.0	0.54547	0.0	4.33769	0.0	0.0	0.0	0.0	9.99141		0.0		NNLS	397120_1
0.0	2.5061		18.23857	0.0	0.73828				0.0		0.0	0.0	0.0	3.34264	0.0	0.0	0.0	0.0	0.0	0.0	0.20402		0.0	0.0		0.0	5.09273	0.0	0.0		0.0	10.25833	0.0			0.0		0.0		10.24071	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74404	0.0		4.58354		0.0	0.0			0.0	0.0	0.0	0.0		0.0	3.41666		0.0		0.0	0.0	0.0	0.0	0.0	0.0	19.85767	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	4.44665	0.0	0.0	0.0	0.0	0.0	0.0	0.46504	0.0	0.0	0.0	0.0	10.86502		0.0		NNLS	480303_1
0.0	0.0		13.50994	0.0	0.0				0.0		0.0	0.0	0.0	5.47012	0.0	0.0	0.0	5.40526	0.0	0.0	0.01882		0.0	0.0		0.0	10.60289	0.0	0.0		0.0	6.57654	0.0			0.0		0.0		3.6172	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.13826		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	3.24471	11.61067	0.0	0.0	0.0	10.27745	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12201	0.0	8.7449	0.0	0.0	0.0	0.0	9.66124		0.0		NNLS	255058_2
0.0	0.0		17.65262	0.0	0.86925				0.0		0.0	0.0	0.0	5.24434	0.0	0.0	0.0	0.0	0.0	0.0	0.1532		0.0	0.0		0.0	9.67188	0.0	0.0		0.0	10.25659	0.0			0.0		0.0		6.61165	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50414	0.0		7.95862		0.0	0.0			0.0	0.0	0.0	0.0		0.0	2.21022		0.0		0.0	2.2651	2.58405	0.0	0.0	0.0	15.73231	0.0		0.0	0.0	0.0	0.0	0.0		2.60047	0.0	0.0	1.98335	0.0	0.0	0.0	0.0	0.0	0.0	3.73074	0.0	0.0	0.0	0.0	9.97146		0.0		NNLS	253665_1
0.0	0.0		7.89577	0.0	0.0				0.0		0.0	0.0	0.0	1.16926	0.0	0.0	0.0	7.11524	0.0	0.0	0.0		0.0	0.0		0.0	4.32217	0.0	0.0		0.0	6.4972	0.0			0.0		2.33738		8.46164	0.0		0.0		12.40394	0.0	0.0	0.0	0.0	0.0	0.0	5.18515	0.0		1.58713		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	11.96098	0.0	0.0	0.0	16.31702	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70418	0.0	0.0	0.0	0.0	13.04294		0.0		NNLS	103651_1
0.0	0.0		17.51787	0.0	0.03312				0.0		0.0	0.0	0.0	4.16181	0.0	0.0	0.0	0.0	0.0	0.0	0.11657		0.0	0.0		0.0	6.68079	0.0	0.0		0.0	10.83411	0.0			0.0		0.0		8.78392	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.50843	0.0		6.10246		0.0	0.0			0.0	0.0	0.0	0.0		0.0	3.97796		0.0		0.0	0.0	0.0	0.0	0.0	0.0	17.77034	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	3.21086	0.0	0.0	0.0	0.0	0.0	0.0	1.93873	0.0	0.0	0.0	0.0	13.36304		0.0		NNLS	291886_1
0.0	0.0		18.19985	0.0	0.0				0.0		0.0	0.0	0.0	4.9858	0.0	0.0	0.0	0.0	0.0	0.0	0.16435		0.0	0.0		0.0	10.86451	0.0	0.0		0.0	8.61192	0.0			0.0		0.0		5.83609	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5279	0.0		8.88875		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	2.88148	4.66587	0.0	0.0	0.0	13.47594	0.0		0.0	0.0	0.0	0.0	0.0		3.02871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85605	0.0	0.0	0.0	0.0	13.01279		0.0		NNLS	229182_1
0.0	0.0		17.616	0.0	0.08934				0.0		0.0	0.0	0.0	1.93824	0.0	0.0	0.0	0.0	0.0	0.0	0.0262		0.0	0.0		0.0	4.036	0.0	0.0		0.0	9.64072	0.0			0.0		0.0		10.40876	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29444	0.0		4.23188		0.0	0.0			0.0	0.0	0.0	0.0		0.0	3.46035		0.0		0.0	0.0	0.0	0.0	0.0	0.0	21.46278	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	3.62232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.17297		0.0		NNLS	277408_1
0.0	0.0		17.07199	0.0	0.0				0.0		0.0	0.0	0.0	5.6205	0.0	0.0	0.0	0.0	0.0	0.0	0.23695		0.0	0.0		0.0	9.71196	0.0	0.0		0.0	8.8156	0.0			0.0		0.0		6.45596	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.24563		0.0	0.0			0.0	0.0	0.0	0.0		0.0	1.42199		0.0		0.0	3.7335	5.44325	0.0	0.0	0.0	13.80369	0.0		0.0	0.0	0.0	0.0	0.0		2.67868	0.0	0.0	1.09237	0.0	0.0	0.0	0.0	0.1473	0.0	4.57184	0.0	0.0	0.0	0.0	10.9488		0.0		NNLS	434662_2
0.0	0.0		16.74657	0.0	0.0				0.0		0.0	0.0	0.0	2.49138	0.0	0.0	0.0	2.95535	0.0	0.0	0.0		0.0	0.0		0.0	7.90785	0.0	0.0		0.0	13.64609	0.0			0.0		0.0		7.80743	0.0		0.0		2.08406	0.0	0.0	0.0	0.0	0.0	0.0	2.4304	0.0		6.92663		0.0	0.0			0.0	0.0	0.0	0.0		0.0	2.12045		0.0		0.0	0.0	1.55584	0.0	0.0	0.0	18.44569	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.93596	0.0	0.0	0.0	0.0	8.94629		0.0		NNLS	405912_2
0.0	0.0		15.91329	0.0	1.63926				0.0		0.0	0.0	0.0	2.60128	0.0	0.0	0.0	0.0	0.0	0.0	0.00922		0.0	0.0		0.0	5.80297	0.0	0.0		0.0	10.28501	0.0			0.0		0.0		8.88935	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.1899		0.0	0.0			0.0	0.0	0.0	0.0		0.0	3.64096		0.0		0.0	0.0	0.0	0.0	0.0	0.0	18.66494	0.0		0.0	0.0	0.0	0.0	0.0		0.39031	0.0	0.0	6.71867	0.0	0.0	0.0	0.0	0.0	0.0	2.05539	0.0	0.0	0.0	0.0	18.19943		0.0		NNLS	406813_1
0.0	0.0		18.73332	0.0	0.0				0.0		0.0	0.0	0.0	3.67971	0.0	0.0	0.0	0.0	0.0	0.0	0.14778		0.0	0.0		0.0	7.88704	0.0	0.0		0.0	10.9128	0.0			0.0		0.0		7.84525	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24045	0.0		6.58933		0.0	0.0			0.0	0.0	0.0	0.0		0.0	3.78065		0.0		0.0	0.0	0.2319	0.0	0.0	0.0	17.22594	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	3.91766	0.0	0.0	0.0	0.0	0.0	0.0	4.11917	0.0	0.0	0.0	0.0	11.689		0.0		NNLS	457230_2
0.0	14.23348		12.8632	0.0	0.0				0.0		0.0	0.0	0.0	1.69939	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	2.60114	0.0	0.0		0.0	4.54689	0.0			0.0		0.0		10.8644	0.0		0.0		1.25884	0.0	0.0	0.0	0.0	0.0	0.0	2.84674	0.0		3.01388		0.68345	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	10.65119	0.0	0.0	0.0	20.36321	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	1.48451	0.0	0.0	0.0	0.0	0.0	0.0	1.31619	0.0	0.0	0.0	0.0	11.57349		0.0		NNLS	319860_2
0.0	0.0		18.92701	0.0	0.0				0.0		0.0	0.0	0.0	3.42551	0.0	0.0	0.0	0.0	0.0	0.0	0.2375		0.0	0.0		0.0	8.13768	0.0	0.0		0.0	7.69717	0.0			0.0		0.0		7.80643	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62771	0.0		7.18863		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.67129	6.28843	0.0	0.0	0.0	15.01176	0.0		0.0	0.0	0.0	0.0	0.0		2.19319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03968	0.0	0.0	0.0	0.0	14.748		0.0		NNLS	141956_2
